🔴 Croissant na Coruscant | JEDI: SURVIVOR Livestream #6
🔗 https://www.youtube.com/watch?v=8VcQDQee4zg

56:  Zdjęcia i montaż
729:  To znaczy na Pyrkon jadę nie tylko po to, żeby mieć prelkę, nie tylko po to, żeby mieć rozmowę nad Warhammca.
735:  Jeziuki, to jest śliczne.
737:  Tylko po to, żeby się z wami zobaczyć.
739:  Koma Grimner, dzięki za trybut.
740:  Potrzeba drewna, brakuje drewna.
742:  Dla tych z Wrzask, którzy nie byli ostatnio, żałujcie, bo mieliśmy twierdzę.
747:  We wtorek był specjalny stream, tajemniczy stream urodzinowy i dlatego była twierdza.
754:  Dlaczego Krzysztof wszystko widzi jako kutasoidalne?
756:  Aha, wszystko, tak, naprawdę?
759:  Nie żeby ta roślina wypełniała całą przestrzeń w ityfalliczny sposób od podłogi po sufi, nie skąd.
767:  Gnuśna mapa.
769:  Czy możecie mi wytłumaczyć?
771:  Miało nie być glitchy, ale, no przepraszam najmocniej, niestety nie odpowiadam na zapojawiające się nagle ptac... Zapojawiające się nagle ptactwo.
779:  Nie odpowiadam za takie rzeczy.
782:  Oczywiście, że się nie da tutaj wskoczyć.
784:  Krzysztof, ty źle wskaczesz!
786:  Trzeba... Trzeba inaczej skakać, Krzysztof!
792:  Nie wiem, jak trzeba skakać.
796:  Czy Kennedy spadnie z rowerka po ostatniej porażce w Mandalorianie?
798:  Nie?
799:  Nie sądzę, wiecie.
800:  Kennedy jest trochę tak ta babeczka, która szefowała YouTubem przez lata całe.
806:  To znaczy ona jest... menadżerką, nie?
810:  I ludzie lubią takich menadżerów.
814:  Odrwana jest kompletnie od contentu, ale dobrze zarządza, niestety.
818:  Znaczy, dobrze zarządza, ktoś mógłby z tym dyskutować, ale póki się cyferki zgadzają, a na razie im się zgadzają, to nie będą robić żadnych roszad, nie?
826:  A Susan Wójcicki zresztą odeszła z YouTube'a jakiś czas temu, a przeszła na inne stanowisko.
831:  No i widzicie, następny mamy kuto solidalne, mycelium.
833:  Jest ich sporo.
834:  Czy zaczniemy z tym oto grodu?
836:  Oczywiście, że tak.
838:  Proszę bardzo, mamy następne kutasoidalne mycelium, bierzemy je.
845:  W jaki sposób się to wybiera?
847:  Ja już nie wiem.
848:  Aha, wybierz nasiono.
849:  Co?
849:  Czy to jest tutaj?
850:  To jest takie małe?
852:  That's what she said.
855:  Nie.
857:  A, po prostu nie działa nic.
859:  Dobrze, to jest kutasoidalne mycelium.
862:  Bierzemy to.
865:  Jezus Maria, w jaki sposób mam to zasadzić?
868:  Kliknięcie nie działa.
869:  Enter.
869:  A, Enter zadziałał.
871:  Dobrze, to jest owocernik, moi drodzy.
873:  Niech was to nie... Popatrzcie, jak BD-1 ślicznie przytupuje.
876:  Proszę, jaki ten interfejs jest niefunkcjonalny.
879:  Kaktusowa kula.
880:  Mamy już taką, żenujące.
882:  A reszta to są te dziwne niebieskie.
886:  Szyszpaproć.
888:  Powiedziałem szyszpaproć.
892:  Proszę bardzo.
892:  Szysz paproć jeden.
894:  Szysz paproć dwa.
899:  Widzicie?
900:  Jest zasadzone kutasoidalne mycelium.
902:  Przepięknie.
903:  Jestem zachwycony tym faktem.
907:  Dlaczego moja żywa poduszka ze mną rozmawia?
910:  Krzysztof, jego doświadczenia z cukiniami.
913:  Cukini nie jadłem chyba przez całe swoje życie, ale wiem jak wygląda dzięki memom.
919:  Czerwony List pyta, Krzysztof, nie wiem, czy słyszałeś, ale raport Młode Głowy obrywa błędy metodologiczne.
923:  Jest mała oddolna zapowiedź, że inna fundacja będzie powtarzać to badanie.
926:  Bardzo dobrze.
927:  Znaczy wiecie, ja skomentuję to tylko w jeden sposób.
931:  Mianowicie, tak oczywiście każdy raport zawsze ma jakieś błędy metodologiczne.
936:  Coś o tym wiem, ponieważ mój zawód w odróżnieniu od różnych ludzi, którzy zabierają komentarz w tej sprawie, polega na wskazywaniu błędów metodologicznych w różnych studiach naukowych, nawet tych pisanych przez profesorów.
948:  Wiecie, profesor też popełnia błędy.
950:  Ja wiem, to jest zdumiewające, ale myślę sobie, że dyskusja na temat zdrowia psychicznego powinna przebiegać w następującej atmosferze.
958:  To znaczy, że staramy się jak najwięcej przeprowadzić tego rodzaju badań i jak najwięcej o tym mówić, a nie wchodzić w rolę kogoś, kto, powiedzmy, przychodzi sobie do miasta i widzi, że tam grasował morderca.
972:  Jest śledczym.
973:  No i widzi, że jest zwał trupów na jednej z ulic, nikt jeszcze nawet ich nie oporządził, nie przysłali ekipy, CSI nie przyjechało, żeby zrobić badań i ktoś mu mówi, tam jakiś inspektor, no wiadomo, niezbyt wybitny, ale dobry służbista, no tutaj jest mniej więcej 45 trupów, na to mówi inspektor.
992:  Jaką metodologią były one liczone?
995:  Czy to był system dziesiętny?
997:  Czy to był system binarny?
999:  Przepraszam najmocniej, jaka jest temperatura otoczenia?
1003:  Czy ten pomiar został wykonany bez żadnych błędów?
1006:  Panie, trupy śmierdzą na ulicy, trzeba coś... Moment, moment.
1012:  Jaka była metodologia tego?
1014:  To jest mniej więcej to, jak postrzegam tę dyskusję.
1018:  Czyli jest moment, żeby dyskutować o metodologii, jest moment, żeby dyskutować na temat szybkich działań, tak?
1024:  Bo jedna jest dobra rzecz w tego badania, to znaczy próba 180 tysięcy.
1028:  Takiej próby nie było.
1032:  Dla mnie to jest gigantyczna zaleta.
1034:  Cała reszta do rozstrzygania przez naukowców, więc dobrze, że się socjologowie za to zabrali, ale liczę na to, że będą jakieś follow-upowe badania.
1041:  Czy wy wiecie, w jaki sposób mam się dostać?
1043:  Albo wiecie co?
1044:  Zanim polecimy na croissant, przepraszam, kurosan, to pójdziemy do pogłoski.
1051:  Tak.
1053:  Trzeba iść do pogłoski.
1055:  Postać Dugana w Jedi Survivor?
1057:  Wiesz co, Kubo?
1058:  Nawet nie wiem, kto to jest.
1060:  Więc jeżeli on był projektowany na antagonistę, to przynajmniej, przynajmniej u mnie coś nie zadziałało mocno.
1067:  Dobrze, chyba w tę stronę idziemy, tak z grubsza.
1070:  Psz, jaka ta mapa jest zła.
1072:  Czy ja już narzekałem dzisiaj na mapę?
1074:  Jeszcze nie, jeszcze nie chyba.
1077:  Tu są.
1079:  Artykuł o Szkole w Chmurze Wyborczej.
1081:  Tak, czytałem i zamierzam zrobić na ten temat materiał.
1084:  Miało być w czerwcu o religii, ale jak zawsze jest tak, że ważniejsze tematy wskakują.
1090:  I co więcej, nie zapowiadam jeszcze oficjalnie, ale istnieje szansa, że porozmawiamy z kimś ze Szkoły w Chmurze.
1097:  Więc fajnie.
1103:  Wielki Rycerz Jedi kontra randomowy Palik.
1109:  Jamnestis wpada w konfuzję, jak widzi przed sobą randomowy palik.
1113:  Jamnestis nie jest w stanie pokonać takiej przeszkody terenowej, w żaden sposób.
1117:  Brakuje rantów, bo trzeba więcej rantów.
1119:  Jamniku pisze, że ma Grimble i trybutuje, za co dziękuję.
1121:  Jak to brakuje?
1122:  Przecież ja się bez przerwy o coś denerwuję.
1124:  Wy nie macie dla mnie litości, po prostu.
1128:  Absolutnie.
1129:  Duggan to jest ten bez ręki.
1130:  Okej.
1131:  Nie pomogliś.
1132:  A, czekajcie, to myśmy z nim walczyli ostatnio, nie?
1135:  Are you threatening me, Master Jedi?
1137:  Uhuhuhu.
1139:  O tak, Krzysztof, będzie drilowo wyborczo.
1141:  Wiecie przecież, nie powinniście być zdumieni.
1143:  Wiecie, jaki jest mój szacunek dla polskiego codziennikarstwa?
1146:  Ja wyborczo cenię za reportażystów, czyli cenię reportażystów i reporterów, reportażyści w odróżnieniu od reporterów, którzy piszą książki reporterskie, natomiast absolutnie nie cenię polskich codziennikarzy.
1162:  Modli drodzy, odkryliśmy nowe nasienie do kutasoidalnego mycelium.
1166:  Wspaniale.
1167:  Czy żaba była bita?
1168:  Zdechła jedna, ale nie były dwie żaby bite naraz.
1174:  Nie dziwi mnie, też mam problemy z omijaniem palików, pisze Maciek.
1178:  Bardzo ci współczuję.
1179:  O nie!
1180:  O nie!
1181:  Zero KFC!
1184:  KFC jest niezdrowe!
1189:  I groźne!
1193:  Dobrze.
1196:  Co to jest?
1199:  Co to, co to kuźwa jest?
1203:  Skąd to się to wzięło?
1204:  Aaa!
1208:  Boże, drogi!
1219:  Stęskniłem się za machaniem tą wykałaczką, która udaje mieć świetny.
1223:  Au.
1230:  Au.
1231:  Zużyjemy wszystkie leczenia na niego.
1233:  Au.
1233:  Au.
1239:  Au.
1250:  To już koniec.
1280:  It's not over!
1282:  It's not over!
1292:  Chia!
1299:  Co to było?!
1301:  Co to w ogóle było?!
1302:  Za początek!
1304:  Zapasy leczonka kurczą się, tak!
1308:  Dajcie spokój, miałeś ulepszać dwa miecze, jest to prawda.
1312:  Ale byłem zaskoczony.
1315:  Drwal Rębajło się ostatnio wypowiadał o dziennikarstwie, wspominając, że na studiach dziennikarstw nie miało znaczenia opieranie się na dowodach i wynikaniu przyczynowo-skutkowym.
1320:  Dużo studentów z studiów dziennikarstwa też mówi, że nie uczy się ich pisać.
1324:  No przecież to jest żenujące, moi drodzy.
1325:  Jak można nie uczyć pisać na dziennikarstwie?
1328:  I jest też moim zdaniem duży problem z takim dziennikarstwem celebryckim.
1331:  Pamiętam jak ludzie na UJ-cie byli karmieni taką wizją na dziennikarstwie, a jak wiadomo jest to najlepsze uczelnia w tym kwadrancie wszechświata, że słuchajcie, będą nawet ludzie na zajęciach.
1343:  z TVN-u i wszyscy mieli takie oooo przecież tam jest i pracuje sam Piotr Pokraśko, który akcentuje wszystkie wyrazy na pierwszą sylabę, bo nauczono go w ten sposób unikać
1368:  Bo jak powszechnie wiadomo, tylko przeciąganie samogłosek i akcentowanie na pierwszą sylabę, tak jakby się miało zaparcie i chciało wypchnąć ciało obce, jest najskuteczniejsze.
1385:  Dla czadów skróła są Piotr Pokraśko.
1388:  Co się tu dzieje?
1389:  Przecież ja nie mam jednej sekundy spokoju.
1393:  Za każdym razem mnie coś chce rozwalić.
1396:  Co to w ogóle jest?
1397:  Dlaczego to się dzieje?
1401:  Jeszcze jedna sekunda i już mnie coś zabija, no!
1405:  Jak tak można?
1411:  Nie!
1414:  Nie, nie, nie!
1415:  Może mu prompter za wolno leci i nie wie co zrobić?
1417:  Wiecie, że youtuberzy też używają prompterów?
1421:  Czy ktoś się łudził, że nie używają?
1424:  Nie no, ile jest tutaj tych sił i wojsk?
1428:  I to autentycznie widziałem ostatnio, wiecie, filmy typu Jedno urządzenie, które zmieniło moje życie, zobacz które.
1436:  I to był właśnie prompter.
1441:  Syteraszne.
1442:  Nieświadomo swoich działań farmisz doświadczenie.
1445:  To byłby dobry tytuł pierwszego rozdziału mojej autobiografii.
1451:  a jestem absolutnie oblivious przez większość mojego życia.
1454:  Aha.
1460:  Chciałbym powiedzieć, że coś ekstremalnie nie wyszło.
1478:  Dramat.
1482:  Good.
1490:  Gień!
1491:  Mówił jak opowiada mi o karcie ekranowej, pisze Joe Wu.
1493:  Dzisiejsze dziennikarskie tułki miałbym nie lada problem, gdybym mieli zdawać na kartę ekranowa, bo... A co to jest karta ekranowa, Joe?
1500:  Czy to był jakiś poprzednik prompterów?
1502:  Moi drodzy, chyba już wiem, co należało tutaj zrobić.
1505:  I wiecie co?
1506:  Zrobiłem to źle.
1507:  Czy ktoś jest zdziwiony?
1510:  I co my tutaj mamy?
1512:  Otóż mamy rzecz, ale przede wszystkim mamy krąg medytacyjny.
1517:  Przychodzę na stream, jak Krzysztof trawę wypala.
1520:  Wiecie co?
1521:  This calls for a meme.
1527:  This calls for a meme.
1529:  Ja wiem, że to już nie jest taka popularna postać jak kiedyś.
1534:  Co?
1534:  Dlaczego nie mogę znaleźć memu?
1537:  Boże drogi, memu.
1538:  Wreszcie.
1539:  Wreszcie.
1540:  Ja wiem, że to nie jest, moi drodzy, tak popularna postać jak kiedyś, ale mem dalej jest dobry.
1545:  Tak.
1549:  Więc tak.
1550:  To było a propos wypalania traw.
1553:  Odpocznijmy.
1554:  Apsztyfikant Arystokratycznej Stolblistki dołącza do grona wspierających ponownie, za co bardzo serdecznie dziękuję!
1559:  Jamniki dla Apsztyfikanta Arystokratycznej Stolblistki!
1563:  Przecież to jest piękne miano.
1565:  Krzysztof by nie był Krzysztofem, gdyby po epickim skoku nie walnął łbem w skrzynię, tak.
1572:  Co jest na komentarzach z live'ów we CleverOne?
1574:  Nie wbijam zwykle na Discorda, ale jeżeli mnie zachęcisz, to może się uda.
1579:  Dwa miecze, dwa miecze mówicie.
1581:  Dobrze, dobrze, ale wpierw zobaczmy, jak jest z innymi drzewkami, dobrze?
1584:  Zobaczmy, jak jest z innymi drzewkami.
1586:  Umiejętności.
1587:  Czy ja jestem usatysfakcjonowany, na przykład, podwójnym mieczem świetlnym?
1592:  Bo zobaczcie.
1594:  Przytrzymaj F, żeby wyciągać atak, który przyciąga przeciwników i wznosi Kala w powietrze.
1599:  Przecież to brzmi dokładnie jak atak Kadehary Kazuchy.
1603:  No come on.
1605:  Więc bierzemy to.
1609:  Już dosłownie Kazucha.
1612:  Tylko, że taki biedny.
1613:  Taki biedny Kazucha.
1616:  Na C0.
1618:  Dobrze.
1619:  Podwójny chwyt.
1620:  Niech wam będzie.
1621:  Cięcie z odejściem.
1625:  Ale będę tego żałował.
1628:  O!
1630:  O!
1633:  To jest ciekawe.
1636:  To jest ciekawe.
1637:  Dwa nagie miecze.
1639:  Będziemy mieć dwa nagie miecze.
1640:  Wyzwolone cięcie.
1642:  Opóźnij naciśnięcie, żeby zasypać wroga szybkim gradem szybkich, ukierunkowanych cięć.
1646:  Bardzo precyzyjna informacja.
1648:  Wiru, wiru?
1651:  Czekaj, czekaj, czekaj.
1652:  Co to jest wiru, wiru?
1653:  Jakie wiru, wiru?
1657:  Heeee?
1661:  Czy Kazucha będzie pulowany?
1662:  Będzie, razem z Al-Hayhwamem, więc zbieram ostro i intensywnie.
1667:  Kazucha musi być wywishowany.
1669:  To jest, moi drodzy, moim zdaniem jakaś absolutnie bezużyteczna rzecz.
1674:  Skupione parowanie.
1675:  Parowanie to jest z parówą.
1677:  Precyzyjne cięcia.
1678:  Rozszczepione odbicie.
1678:  Naciśnij tuż przed trafieniem pocisku, aby rozdzielić nadlatujący pocisk.
1682:  O, to jest ciekawe.
1684:  To jest ciekawe.
1687:  Podoba mi się!
1690:  Na pewno będzie działało gorzej.
1692:  A to wyzwolone cięcia.
1697:  Wiru wiru, w sensie wybierać między auto parry z control... Aha, ja nie wykorzystam z auto parry w ogóle.
1701:  Dobra, to dobrze wiedzieć.
1702:  To tego nie wybieramy.
1705:  To mi się podoba, to jest szybka forma walki.
1709:  Dobrze.
1710:  I tu jeszcze coś widzę.
1712:  Ugryzienie węża.
1714:  Ugryzienie węża nadweręża.
1717:  Przytrzymaj pod co zgradu cios, aby o wyskoczenie wykorzystać ostateczne cięcie z nadgłowy.
1726:  Od czego zacząć z Sandersona i Ericksona?
1728:  Erickson to malazan, natomiast z Sandersona lubię zaczynać, czy doradzać zaczynanie od Mugły Zrodzonego albo Rytmatysty.
1737:  No nie wygląda to... Znaczy, wygląda to fajnie gameplayowo, ale wygląda to tak durnie lore'owo, że nawet nie będę nic mówić.
1743:  Przecież on po takim cięciu powinien się rozpaść na cztery części.
1747:  Bierzemy ugryzienie węża, które nadweręża.
1750:  Żmija zabija.
1751:  Czemu ja nie mam żmija kąsa tych, którzy chodzą bez butów?
1755:  Przecież miałem to na soundboardzie.
1757:  Aha, zapomniałem zaktualizować soundboarda, to dlatego.
1760:  Jan pisze, że niedawno skończył trzeci tom Archiwum Burzowego Światła i już zaczyna czuć stany lękowe na myśl ukończenia czwartego tomu i czekanie do przyszłego roku na kolejny tom.
1766:  Pomyśl, co Jan muszę mieć, biorąc pod uwagę fakt, że skończyłem z Andersona dwa lata temu, oznacza to, że nie pamiętam absolutnie nic z Archiwum Burzowego Światła i muszę przeczytać jeszcze raz.
1776:  Dobra, to czekajcie, będziemy sobie eksperymentować teraz z tą formą.
1780:  Pojedynczy miecz zamienimy na podwójny chwyt, zobaczymy.
1784:  Chociaż dla mnie powinno być tak, że podwójny chwyt powinien być połączony z mieczem podwójnym, który po prostu rozłączamy, nie?
1790:  To byłoby super.
1791:  Gdzie są te postawy cholerne tutaj?
1794:  Wążeczny jest niebezpieczny, właśnie.
1797:  Ech, Jezus Maria.
1799:  Wiecie, to jest najgorsze w tym wszystkim, że ja mam autentyczną trudność z nawigowaniem po tym dysfunkcyjnym menu, nie?
1805:  No bo, no...
1808:  Dlatego między innymi nie znoszę tego zmieniać.
1811:  Blaster fu, podwójne ostrze, podwójny chwyt, dobrze.
1819:  Czy można wpaść na mój czwartkowy wykład?
1821:  Może plotki o moim czwartkowym wykładzie widzę roznoszą się.
1826:  Można wpadać na mój wykład, można.
1828:  Ach, to tutaj to lazło.
1831:  Nie musicie pytać moi drodzy, wykłady są otwarte, jak już ktoś wie, gdzie i kiedy.
1837:  Można wpadać, chętnie bym wszystkim powiedział, ale wiecie, sala jest mała.
1844:  Eee... Co tutaj jest?
1846:  Moi drodzy, warsztat!
1848:  Lepszy interfejs niż szpetna mapa?
1849:  Wiesz co, Maju?
1851:  I challenge that!
1852:  Wydaje mi się, że interfejs jest równie chujowy.
1854:  Sandersona trudno spamiętać?
1856:  No... Tak!
1857:  Dlatego mam duży problem.
1858:  O, już przyzwyczaiłem się natomiast, że takie... Hopsu hopsu dyrdu dyrdu to jest sposób poruszania się Jediów w tym świecie.
1867:  No i?
1868:  Co dalej?
1869:  Dalej hopsu hopsu dyrdu dyrdu czy już nie?
1875:  Deva Tron była dziewczyna, która czytała trzydziestki i pięćdziesiątki na skróta, akcentowała adda, wyciągała całą końcówkę wypowiedzi, jakie to było wkurwiające, za przeproszeniem narzeka Joe Chimney.
1883:  Tylko ja słyszę takie rzeczy i mnie to rozindycza.
1888:  Słyszeli, że EA planuje stworzyć swoją własną dedykowaną platformę podobną do Steama.
1892:  Epicko im to wyjdzie, biorąc pod uwagę, jak już działa Origin.
1897:  No i co z tego, że ja tu wyszedłem, co?
1899:  Czy może mi ktoś wyjaśnić, o co chodzi z tą pogłoską?
1902:  Cały czas tutaj pogłoska dźwięczy, nie?
1907:  Nie wiem, dlaczego to powiedziałem synestezyjnie, ale dla mnie to wydawało dźwięk, to dlatego.
1914:  Nie no, tak zupełnie serio, to ja nie mam zielonego pojęcia, czego ja... co ja znowu... co ja znowu mam zrobić?
1919:  Co deweloper miał na myśli?
1921:  Otóż nie, otóż tutaj się nie da przejść.
1924:  No ewidentnie kierują nas w tę stronę.
1928:  Albo tu, nie, tutaj też nie.
1931:  Na siatkę?
1936:  Aha.
1938:  No nie wspinałem się jeszcze po siatce rybackiej.
1947:  Tymczasem każdy influencer na YouTubie, just run the scam.
1951:  Nieśmieszne.
1964:  Miecze fajnie działają, Krzysztof wciąż nie działa fajnie.
1973:  Przysięgam, że wcisnąłem.
1978:  Przysięgam, że drugi raz wcisnąłem.
1987:  Babbage within acceptable parameters, my ass!
2001:  A czyli to jest... Jakie super!
2004:  Come on!
2012:  Ale mi się to podoba.
2014:  Z odskokiem.
2021:  Szkoda tylko, że to zużywa staminę, ale co tam.
2028:  Au.
2028:  Dobra, muszę przestać się podniecać nową postawą.
2033:  Ale to jest super.
2040:  Szmocnie działa, tradycyjnie.
2047:  To jest jedyna postawa, która pozwala cancelować animację?
2049:  Dobrze.
2051:  Bardzo dobrze.
2059:  Atak Węża nad Weręża!
2061:  Co się teraz dzieje w fabule?
2064:  Jak by ci to powiedzieć, Maju?
2067:  Nie mam zielonego pojęcia!
2069:  Hy hy hy hy hy!
2076:  Ale super!
2078:  Robi wiru wiru jak Obi-Wan z Anakinem w... Zemście Sithów, to było super!
2087:  W tym tygodniu znowu była jakaś aktualizacja Jedi Survivor i dopiero teraz zacząłem mieć straszne problemy z grą.
2091:  Dzikie tekstury, spontaniczne zawieszenia gry, koszmar.
2093:  Fajnie za Was, Kai, fajnie.
2095:  Dobrze wiedzieć.
2097:  Bardzo się ucieszyłem.
2101:  O scenach zajęcia profesor, pisze Filip, pokazał nam swoje badania naukowe w czasopiśmie Elsevier.
2105:  I przypomniałem sobie, jakie masz zdanie o tym serwisie.
2108:  Tak.
2109:  No bo to jest bandycyzm, moi drodzy.
2111:  To już nawet nie jest kwestia mojej własnej opinii.
2114:  Bardzo dużo naukowców zaczyna to zauważyć.
2116:  To jest po prostu nie w porządku, że serwis, który nic nie płaci za publikacje, równocześnie zarabia tak nieprawdopodobne pieniądze.
2127:  Znaczy to jest mniej więcej tak, jakbyśmy mieli, nie wiem, Apple, które każe wam zapłacić za to, że nie macie telefonu.
2136:  Nawet Apple tego nie robi.
2139:  W tej postawie przydaje się perk z ekstrapaskiem obrony.
2141:  Chyba nie mam takiego perka, Templeton.
2146:  Zaparzyłem sobie za mocną herbatę.
2148:  Jak bardzo to jest żałosne.
2150:  Czy miałeś kiedyś taką grę, która była tak dobra, że chciałeś ją zrobić na 100%?
2153:  Skyrim.
2153:  Ale to było przy na premierę.
