🔴 Niedomag podróżuje do przeszłości | DARK SOULS REMASTERED Livestream #6
🔗 https://www.youtube.com/watch?v=Ygdubv-bWAs

6:  Zdjęcia i montaż
894:  Błogosławieni ci, którzy fanami Wieśka nie są, albowiem oni serc złamanych złym castingiem nie doświadczą przy Emeriu, która się cieszy, że jest obok tego dramatu.
901:  Zaiste.
903:  Wiecie co?
904:  To jest gra From Software.
905:  Wiecie co to oznacza?
907:  To oznacza, że dźwięki otoczenia są w zabawny sposób głośniejsze od wszystkiego innego, ale równocześnie oznacza to, że nie będziemy w stanie przejść przez ten most, ponieważ nasz biedny, nie do magii Amnix, który jest rudy, już wystarczająco doświadczony przez to, przez życie i świat zostanie wyeliminowany przez tych snajperów jako piękna wieża.
932:  Zawsze w ten sposób przebiegam przez każdy most.
938:  Królewski las.
940:  Spróbuj bieg.
941:  Bieg przydatny.
946:  Dobrze.
946:  Mówiłem?
949:  Czemu ma widły?
956:  Zobaczmy jak standardowa kula ognia.
960:  Teraz jesteśmy jak Geralt, moi drodzy, z widłami.
964:  Dramat.
966:  Rozejrzyj się, już byłeś w tej lokacji w przyszłości?
969:  Co wy mówicie?
972:  Oczyma wyobraźni widzę, jak Jet Li wciela się w postać Blade'a.
976:  Tak, wiecie co, w bardzo dobry sposób do tego podchodzicie.
980:  Żeby nie grano przeciwko krytykom castingu kartą rasową, trzeba zagrać kartą rasową.
987:  i przywoływać z pamięci postaci w kulturze, które są czarnoskóre kanonicznie i proponować do castingu osoby, które takie nie są.
996:  Swoją drogą, mieliśmy już raz taką sytuację, kiedy był whitewashing z kolei postaci najstarszego z magów.
1005:  A mianowicie w Doktorze Strange'u.
1007:  Ja wiem, gdzie my jesteśmy.
1010:  Ja wiem, gdzie my jesteśmy, moi drodzy.
1012:  To jest ten las.
1014:  Znaczy ja wiem, że jesteś... Dobra, ja wiem, że jesteśmy w lesie, ale to jest ten las, w którym były takie same figury strażników.
1023:  Rozpoznałem.
1025:  Rozpoznałem po tym, że dostajemy jak zwykle nieprawdopodobnych pierdol.
1033:  Widzicie, prosta sprawa.
1034:  Krzysztof rozpoznał w lesie, że jest w lesie.
1040:  Cieszę się, że nie stało się...
1063:  Ja doliczyłem śmierć?
1064:  Dobre zagranie!
1065:  No tak, tak.
1073:  To może spróbujmy jeszcze raz.
1082:  Boss Gravitron najtrudniejszy zawsze.
1085:  Zawsze, zawsze.
1086:  Absolutnie.
1087:  Ja wiem moi drodzy dlaczego to było.
1091:  Dlaczego kula ognia działa tylko na jedną postać?
1093:  To było dlatego, że mysz, wiecie, mysz nie zadziałała.
1096:  To nie moja wina.
1098:  Iwanus, dzięki za wsparcie 28 miesięcy.
1100:  Wasze miesiące wsparcia zaczynają być, moi drodzy, troszeczkę abstrakcyjne.
1103:  Nie uważacie?
1105:  Przyjamniczyłem w idealnym momencie.
1107:  Nie inaczej, Iwanus.
1108:  Wiecie co?
1108:  Mam świetny pomysł.
1109:  Nie będziemy z nimi walczyć.
1111:  Po prostu zwiedzimy całe to miejsce, wyeliminujemy snajperów i zobaczymy, co tutaj jest.
1117:  Nie mam wrażenia, Pawełek, że ja jakoś długo streamuję, bez przesady.
1121:  Trzy razy w tygodniu.
1123:  Kiedyś streamowałem rzeczywiście po 10 godzin, to było dużo.
1128:  No i teraz dwóch za jednym zamachem.
1130:  Teraz mam wrażenie, że jest taki złoty środek, że na kanale coś się pojawia, bo widzicie, gdyby nie streamy, w tym tygodniu nic by nie było na kanale.
1139:  I prawda jest taka, że potem, gdyby się ukazał dla każdego coś przykrego, to nawet byście tego nie zobaczyli.
1143:  Uczeń rozpoznaje las.
1147:  W suncu wrogowie nie mogą cię trafić, jeżeli spadłeś w przepaść.
1150:  Absolutnie.
1156:  Oczywiście, że nie mogę się tutaj przetransportować.
1158:  No naturalnie, że tak.
1160:  A chłopi z widłami dalej po nas...
1164:  Biegnął.
1165:  Ale tu jest naprawdę ładnie w tym lasku.
1167:  Słyszałeś, co się stało z egzaminami zawodowymi?
1169:  Na ten temat się szykuje Kuzmier dla każdego coś przykrego właśnie, ale raczej w przyszłym tygodniu, bo przy okazji przyjrzałem się temu, jak wyglądają egzaminy zawodowe i zważywszy na to, że one mają być praktyczne, to troszeczkę się przeraziłem.
1184:  Bardziej jestem przerażony tym, co się dzieje tutaj wokół mnie.
1189:  Zrozumiałem nagle, dlaczego moja dentystka na przykład ma duży problem ze znalezieniem techników dentystycznych.
1200:  Możecie mi wyjaśnić, co tu się odjamnicza?
1208:  Nie to, nie to.
1209:  Kula ognia, kula ognia zwykła.
1214:  Co te postaci wyprawiają?
1221:  Nie, żebym miał z tym jakiś problem.
1224:  Kępka mchu.
1226:  No właśnie, egzamin zawodowy praktyczny.
1229:  Rozwaliło mnie kompletnie, jak zobaczymy, jak wygląda.
1231:  Jedno pytanie dla technika dentystycznego.
1233:  Trochę spoiler z nadchodzącego odcinka, ale pytanie oczywiście było następujące.
1238:  To znaczy, że trzeba było tam jakieś cążki nazwać, nie?
1242:  Bo wiecie, jeżeli pacjent jest na fotelu dentystycznym, sika mu z gęby,
1246:  i dentysta potrzebuje natychmiast interwencji, to nie rozpoznaje się po objawach, po symptomach tym, tylko rozpoznaje się po nazwie kodowej przyrządu dentystycznego.
1256:  Zawsze tak jest.
1260:  A na egzaminach zawodowych Trashpanda stało się tyle, że Centralna Komisja Egzaminacyjna ogłosiła, że wszyscy nie zdali.
1265:  I teraz wyobraźcie sobie, co by było, gdyby jakaś osoba, nie dajcie bogowie, popełniła samobójstwo.
1271:  Zdarzają się takie sytuacje.
1273:  Ktoś może nie wytrzymać psychicznie.
1274:  Co wtedy?
1277:  Co wtedy z tym waszym ideałem obiektywizmu i systemu?
1281:  Alicjon, dzięki serdecznie za wsparcie.
1283:  Liesa otrzymuje wsparcie od Jan Mikołaja Alicjona.
1286:  Dziękuję za bycie Jan Mikołajem.
1288:  Wyobraźcie sobie taką sytuację.
1292:  Trzeba nie mieć wyobraźni, a tymczasem, gdyby ocenianie było indywidualne, to tak, błędy ludzkie się zdarzają.
1298:  I wiecie, co się dzieje przy ocenianiu indywidualnym?
1301:  Tylko jedna osoba wtedy jest poszkodowana.
1305:  Jedna.
1306:  Nie wszystkie.
1309:  Więc jak mi ludzie mówią o tym, że egzamin na studia byłyby niesprawiedliwe, ponieważ jeden przypadek,
1315:  To mnie szlag jasny trafia.
1317:  Zwłaszcza, że egzaminy, przypomnę, maturalne nie wyeliminowały nepotyzmu.
1321:  Ludzie w dalszym ciągu są przyjmowani w ten sposób na uczelnie, zwłaszcza jeżeli chodzi o ustawiane konkursy.
1327:  Egzaminy maturalne nie wyeliminowały niesprawiedliwego oceniania, kwota rat demonstrandum.
1331:  Natomiast to, co wyeliminowały, to zdrową sytuację społeczną, w którą na studia idą ludzie, którzy chcą mieć karierę akademicką albo chcą mieć karierę w jakiejś branży kreatywnej, wysokiej, wyspecjalizowanej.
1344:  Natomiast cała reszta ma egzamin maturalny, który jest szanowany przez pracodawców.
1349:  Taka była różnica.
1350:  Sprawdzałem ostatnio, w 1989 roku było 7% osób z wyższym wykształceniem.
1356:  W 1989.
1357:  Dzisiaj w segmencie ludzi tak 35-20 mamy połowę społeczeństwa.
1363:  Jeżeli ktoś uważa, że połowa społeczeństwa powinna mieć wyższe wykształcenie, to się nigdy nie dogadamy.
1371:  To jest straszne, ponieważ w ten sposób musicie obniżyć rangę wyższego wykształcenia, a ono naprawdę jest czasem potrzebne, po to chociażby, no nie wiem, zastanówmy się, żeby prezydent kraju znał prawo, skoro ma z niego doktorat.
1383:  Być może po to jest potrzebne dobre wyższe wykształcenie.
1387:  Zdenerwowałem się i przez to zaczynam nie zwracać uwagi na gameplay.
1391:  Niedobrze.
1393:  Nie zwracam uwagi również na to, że Płonąca Pyrka obdarował Joe Wu wsparciem.
1396:  Dziękuję serdecznie za bycie Janem Nikołajem.
1399:  Ukrywam się, moi drodzy, w tym miejscu po to, żeby podziękować Płonącej Pyrce niuchaczem.
1405:  Dziękuję moi drodzy bardzo serdecznie za wsparcie kanału i społeczności.
1409:  Teraz mam w planach wyeliminować tego przeciwnika.
1413:  Przypomina mi się walka z tymi dwiema psinami i obrzydliwym bossem na schodkach.
1420:  Pytanie z egzaminu informatyki.
1421:  By być kulturalnym na spotkaniu w pracy należy podać po kolei wszystkim rękę, jedynie pocałować rękę kobietę, nie robić nic z tych rzeczy.
1429:  Mam nadzieję, że to nie jest autentyk, Julek.
1431:  Wykształcenie ma być wyższe niż średnia, skoro półspołeczeństwa ma takie, to znaczy, że jest podstawowe.
1435:  No, z grubsza na tym polega cała idea.
1437:  I zanim ktoś mi ryknie, że chodzi o klasiw, nie, nie chodzi o klasiw, chodzi o coś znacznie gorszego.
1442:  Chodzi o sytuację, w której... O, winda.
1446:  Chodzi o sytuację, w której komuś, kto nie nadaje się do pracy intelektualnej, wmawiacie, że się nadaje do pracy intelektualnej.
1452:  I ten ktoś jest skrzywdzony na całe życie i nieszczęśliwy.
1457:  Gdzie się uruchamia tę windę-pindę? !
1460:  Grimhog jest Jamnikoem, co się dzieje dzisiaj?
1463:  Max K. Człowiek otrzymuje wsparcie.
1465:  Haas, Akura, Lumenirus, Szeroki Inaczej, Jaraszniko, Zuzanna Wójcik, Kuzmier, Killer, Double Shot Pro, i Vegeta, i Zalewa.
1473:  Juch!
1475:  Dziękuję bardzo.
1483:  No gdzie się uruchamia windę?
1485:  To skrót nie odpalisz?
1486:  No właśnie, chcę odpalić.
1490:  A ja bym tu spadł?
1492:  Już ktoś tu spadł.
1496:  Stań na tym kwadraciku i czekaj.
1498:  Wiecie, jakie mam wrażenie?
1499:  Przez to, że spadł tamten przeciwnik, to winda nie działa.
1505:  I szar jeszcze otrzymał wsparcie od wieszcza.
1507:  Pink, wdziękuje serdecznie.
1509:  Niuch!
1510:  Okazuje źle do kamery niuchacza.
1513:  Jeszcze posolona pisze, że był trybut.
1515:  Boże, nadrabiam już, moi drodzy.
1519:  Ojej, ojej.
1520:  Stosy jamników wszystkim, którzy mają sesję.
1523:  E, tam sesja, sesja, jeszcze trochę do sesji.
1526:  Chyba, że to tylko na AG, gdzie sesja jest dopiero 27.
1531:  Winda uruchamia się z drugiej strony, czyli sugerujecie, że to on uruchomił windę.
1536:  A gdybyśmy spróbowali z nim walczyć wręcz?
1542:  Okej, okej, okej.
1543:  Czyli parowanie nie działa.
1550:  Spadł!
1553:  Spadł!
1554:  Jeszcze Metal Boy jest Jan Mikołajem.
1556:  Co się dzisiaj dzieje?
1558:  Andrzej, Dren, Jack i Lew, Czerwony List, Win, Trash Panda otrzymują wsparcie.
1563:  Dziękuję za wsparcie społeczności.
1565:  Nie dziękuję grze za zużycie mojego zapłonu.
1567:  Wiecie co?
1568:  Ja mam pewien pomysł.
1571:  Kuzmier pisze, że to pytanie to autentyk.
1572:  Mnie dwa lata temu pytali o to samo, a w tym roku pytali o mobbing.
1575:  Aha.
1577:  Czyli coś się zmieniło jednak.
1579:  No dobrze, moi drodzy.
1579:  Nie jestem w stanie zjechać tam window.
1582:  To co mogę zrobić?
1583:  Tak, wiem.
1584:  Mogę się zabić tutaj.
1585:  To wiem.
1587:  Można jeszcze mieć taki zapierdol jak na sesję, ale przez cały semestr.
1591:  No można i tak.
1592:  Można i tak.
1595:  Jest po dziesiątego, wypłaty wpłynęły, ludzie szaleją.
1597:  A, bo widzicie, u mnie jest odwrotnie, to znaczy wypłaty na uczelni są zawsze pierwszego.
1602:  I potem człowiek zużywa bardzo szybko tę wypłatę i jest smutno.
1607:  Uwielbiam wojenkę między AGH i UJ, na koniec dnia tak wszyscy się razem bawią, pisze lololololo.
1612:  Ale absolutnie, absolutnie tak jest.
1615:  Różnica polega tylko na tym, że na AGH się bawimy lepiej.
1621:  Zwiedzaj lasek, pora na wycieczkę na grzyby.
1623:  O, ja wiem na co pora jeszcze.
1627:  Na chlast, chlast i wiecie na co pora.
1629:  A, chodź, chodź, chodź, chodź, chodź.
1632:  Chodź, jesteś kochanym przeciwnikiem.
1636:  Kochany przeciwnik.
1638:  Ja mam tutaj dla ciebie.
1639:  O. Ja mam tu... popatrz, popatrz.
1643:  Wycieczka turystyczno-krajoznawcza.
1645:  Szelmudka jest, ja mniku łajku dziękuję serdecznie.
1652:  Grim Lukas otrzymuje wsparcie od Szemludki.
1654:  Dziękuję Szemludko za wsparcie Grim Lukasa i społeczności, i kanału, wszystkiego!
1659:  Jam nikołaje dla wszystkich jam nikołajów, moi drodzy!
1662:  Patrzcie, ten kretyn się wycofuje.
1665:  Ahaha!
1669:  Ale walczenie z nim wręcz... Chyba sobie żartujecie w tym momencie.
1674:  Jest wysoce rozintyczające.
1678:  Czy to jest ostatni Estus?
1679:  Jakim cudem to jest ostatni Estus?
1683:  Jakim zdaniem to jest ostatni Estus?
1687:  Nieee... Nieee...
1693:  Niedobrze.
1694:  Trzeba będzie, moi drodzy, tamto ognisko rozpalić mocniej.
1700:  Ludzie się zebrali, żeby każdy miał jamniki.
1703:  Profesor dał nam zadanie przylegającego napisać do firmy o ceny badania.
1707:  Mamy termin do 16, każda firma odpowiada w przeciągu 14 dni roboczych, więc mało kto zda semestr.
1711:  To jest przykład profesorów kompletnie oderwanych od rzeczywistości.
1715:  Strasznie mnie to drażni.
1717:  To też świadczy o tym, jak w niewielu przypadkach musieli faktycznie realnie pracować gdzieś.
1724:  To był ostatni jest, właśnie widzę, ze smutkiem olbrzymim.
1727:  Patryk27, ty przecież też jest Jamnikołajem!
1731:  Wilczesz otrzymuje wsparcie od Patryka, niuch!
1734:  Czy się stoi, czy się leży?
1735:  I tak Jamnik się należy, piękne!
1738:  Nie mógłbym się bardziej zgodzić.
1740:  Ten las jest strasznie duży.
1743:  Nie ma tu jakiegoś ogniska jeszcze?
1746:  Moi drodzy... Musi być jakieś ognisko.
1752:  Nie widzę.
1754:  Zobaczcie sobie, lekarski egzamin końcowy, przykład praktycznego nauczania, podwójne zaprzeczanie i inne głupoty.
1759:  No jest tego sporo, moi drodzy.
1761:  Ja tylko mogę cały czas ubolewać nad tym, no bo znam rozwiązanie problemu.
1768:  Jezus... Jezus... To był czarny smok.
1780:  Następne ognisko jest po bossie.
1785:  Ognisko przy grzybie jest jedynym przez dłuuugi czas.
1789:  Świetnie.
1789:  Mówicie, że to jest Smok Kalamit.
1791:  Damian Kajm jest Jamnikołajem.
1793:  Dziękuję najserdeczniej za wsparcie.
1795:  Koalbusz!
1796:  Dołączę do grona wspierających dzięki Jamnikołajowi, Damianowi.
1800:  Jamnikołaje dla Jamnikołaja jak zawsze.
1803:  Najsilniejszy boss w grze.
1804:  O każdym tak mówicie.
1807:  Jak ja potem mam wam wierzyć?
1809:  DLC jak najbardziej, ale to tylko dlatego, że nie skończyliśmy jeszcze podstawki.
1817:  To jest szalony, to jest szalony sekatornik.
1822:  Dlaczego ten człowiek nas atakuje sekatorem?
1826:  Mówiłem wam, coś tutaj będzie.
1830:  Coś tutaj będzie.
1831:  Ja już moje wronie oko coś widzi.
1836:  Albo i nie.
1838:  Głównie to widzę przeciwników.
1840:  Najsilniejszy boss w grze to jest grawitacja, absolutnie.
1843:  Przypominasz jak wyglądał proces drukowania twojej tapety na ścianie?
1846:  Jej jakości?
1846:  Znaczy ja miałem w jakości około 8k i wysłałem ten plik do firmy o radosnej nazwie Ubierz swoje ściany.
1855:  Tak było, nie zmyślam.
1856:  Teraz się zgubiłem.
1858:  Tu chyba się nie da przejść, wiecie co?
1860:  Tak mi się wydaje.
1863:  Gancu pisze, że podjął decyzję i mimo wielu rzeczy do zmienia robię sobie dziś wolne.
1866:  Bardzo dobrze jest piątek.
1868:  To był Edward Nożyco-Ręki?
1869:  Wyglądał jak Edward Nożyco-Ręki.
1871:  Z sekatorem.
1873:  Edward Nożyco-Ręki w sumie dobrze by sobie radził jako ogrodnik.
1883:  Będzie najdłuższy czas, moi drodzy, bez użycia S+, w moim wykonaniu.
1887:  Czy nam ten mech coś daje w ogóle?
1890:  Czy ten mech jest mech?
1893:  Tu jest dużo tych sekatorników.
1896:  Patrzcie, jak on sekatorzy.
1898:  Chorzy sekatorzy.
1899:  Fryzjer.
1900:  Czy walczymy już z Artoriasem?
1901:  Nie.
1902:  Ale on autentycznie, to jest autentycznie sekator, moi drodzy.
1906:  Ja sobie tak zażartowałem, on faktycznie przycina drzewka.
1909:  To jest najbardziej wholesome postać, jaką widziałem kiedykolwiek w tej grze.
1917:  Nie!
1918:  Nie!
1918:  Przestań być... Nie, nie, nie, nie jesteś wholesome.
1923:  purpurowy mech lepszy niż krwisto-czerwony.
1926:  Teraz się z tym... Ojej.
1929:  Ojej.
1931:  Krakowska zieleń miejska atakuje, tak.
1934:  Tak jest.
1936:  No i tyle, tyle w temacie Estusów.
1941:  Eee... Trzeba będzie zacząć używać zaklęć.
1946:  Znowu.
1954:  A mamy jej niewiele już.
1959:  Do tego w Baldurze Niedmach był łysy.
1961:  Kalamit, czyli ten smog naprawdę jest uznawany za najsilniejszego w tym DAX.
1965:  Aha, czyli kalamit będzie teraz.
1967:  Świetnie.
1968:  Bardzo mnie pocieszyliście.
1970:  Ja dobrze widzę, że tu jest wielka dziura, w którą możemy wpaść.
1973:  Jest również przeciwnik.
1978:  Tchórzliwy przeciwnik.
1983:  Widzicie jaki tchórzliwy?
1985:  Miałem trybut kaszy gryczanej.
1987:  Przepraszam was, bo było strasznie dużo rzeczy się działo.
1992:  Ale nie widzę.
1995:  Nie widzę, moi drodzy.
1996:  Przepraszam bardzo.
1997:  Jeszcze córkę zbójnika witam w gronie wspierających.
2000:  I to jeszcze magów ognia, moi drodzy.
2003:  Nie, przestań!
2007:  Nie znoszę przełączać się między ekranami w tej grze!
2011:  Kto to wymyślił?!
2012:  Jeszcze raz to muszę zrobić, swoją drogą, nie czekajcie.
2015:  Jeszcze raz to muszę zrobić, bo teraz jestem w złym miejscu na czatach.
2021:  No dobrze.
2023:  Więc ja nawet nie wiem, jak przejść do tego waszego kalamita.
2027:  Wiem, że tutaj jest śmierć.
2029:  Nic więcej.
2030:  Mamy 11 tysięcy dusz, to jest za mało.
2033:  To jest za mało, żeby zrobić cokolwiek i jest tylko jedno miejsce, w które możemy iść i ono jest niestety naprzód.
2039:  Każda gracza napisze, że trybut zniknął.
2040:  Przepraszam cię strasznie.
2043:  Iść w kierunku Colosseum?
2044:  A co jeśli nie chcę?
2046:  Co jeśli nie chcę tam iść?
2048:  Czy przewidujecie, przewidujecie co mamy zrobić w takiej sytuacji?
2054:  Przestań marnować moje kule ognia.
2057:  No i tyle w temacie.
2058:  Dobrze.
2066:  Teraz tych jest relatywnie łatwo wyminąć.
2069:  Powiedziałem relatywnie.
2072:  W ogóle są to jedyna droga.
2073:  No ale mówiliście, że tam nie ma i tak ogniska.
2076:  Więc pytanie, czy ja w ogóle robię sensowne rzeczy teraz.
2080:  Czy robię bezsensowne rzeczy.
2082:  Ale przynajmniej będę znał mniej więcej drogę, ale zanim, zanim to ja coś widzę ważnego.
2089:  Jest skrót.
2090:  Właśnie, ja chcę skrót.
2091:  Chcę skrót.
2092:  Skrót łup.
2097:  Wiem, że za mną ktoś jest.
2102:  Jestem głęboko przekonany, że za mną ktoś jest.
2108:  Przy kolosum jest skrót do pierwszego ogniska!
2118:  Lecimy, lecimy, lecimy.
2120:  Uda się.
