🔴 Ornstein i Smough kontra cierpliwość niedomaga | DARK SOULS REMASTERED Livestream #3
🔗 https://www.youtube.com/watch?v=BWVTeL_kXn4

4:  Zdjęcia i montaż
430:  Wiem, że po tym, co zrobiliśmy, trzeba podejść, moi drodzy, do Rycerza Cebuli.
434:  To jest jedyne, co ja wiem.
435:  Rozmawialiśmy już z tym strasznym stworzeniem i na tym się skończył ostatni strumyk.
442:  Lepszy mam prawy profil, powiadacie.
445:  Powiadacie.
447:  Dobrze, gdzie jest to, czego ja szukam?
449:  Tu było to przejście bodajże.
451:  Czemu właśnie temat studniowy?
452:  Ponieważ około styczniowo się one odbywają.
459:  Dobrze, nie jestem w stanie tam trafić.
461:  Ja już się tak cieszyłem, że wszędzie trafiam.
462:  To jest takie smutne.
465:  Jestem oburzony na remastera, nie ma przeceny na Wintersail.
468:  Na remastera Dark Souls 1?
470:  Naprawdę oczekiwaliście, że FromSoft zrobi jakiekolwiek obniżki?
474:  Biało się to o 18.30, wyjątkowo wcześniej Vesper.
481:  Tędy.
483:  Próbuję napisać esej, piszę GM od kilku dni, nie mam pojęcia jak to zrobić.
485:  Dlaczego nikt tego nie uczy w szkole średniej?
487:  Ponieważ jest to szkoła średnia w Polsce.
489:  Jeżeli mielibyście na przykład maturę międzynarodową, to w ramach matury międzynarodowej macie trenowanie takich samych esejów jak wszędzie indziej.
497:  Tak jest moi drodzy.
500:  10 lat później wciąż żałuję, że poszło na swoją studniówkę.
502:  Ponieważ mamy kolejne nawiązanie do studniówki, to ja już tym razem nie wymigam się, moi drodzy.
507:  Nie wymigam się i oficjalnie robię zapowiedź, którą już zrobiłem dla wszystkich tych, którzy nie słyszeli, a mianowicie jest, moi drodzy, zaplanowana premiera
517:  Niech tylko dobrze.
518:  To jest ta premiera.
519:  Proszę bardzo.
520:  Już się zaczyna czat.
522:  Nawet jeszcze się nie zaczęła premiera, więc będzie o studniówkach, moi drodzy.
525:  Jutro o 18 ja będę czatował na czatach, jak to bywa.
529:  I dzięki temu będę mógł z wami pogadać, pogawędzić.
532:  Czy właśnie w tym momencie ja zjeżdżam na dół?
536:  Ja nie chciałem zjechać na dół.
538:  Elden Ring był przeceniony na Steamie.
539:  Ola Boga, nie do wiary.
541:  Czyli FromSoft raz coś takiego zrobił.
544:  Ja się właśnie zaopatrzyłem w dodatki do Steam, co jest tym szczęśliwe, pisze Vesper.
547:  Ja z kolei kupiłem Hellblade Senua's Sacrifice, moi drodzy.
551:  Czy to oznacza, że zagramy w Hellblade Senua's Sacrifice?
554:  Być może.
556:  Senua's Sacrifice?
557:  Nigdy nie wiem, jak to czytać.
560:  Też żałuję pójścia na snujówkę.
561:  A widzicie, a ja nie żałuję nie pójścia.
564:  Aaa!
570:  Tam na czacie się takie boomerstwo zjechało, że ręce odpadają przy Grimgold.
574:  Dobrze, dobrze.
574:  Niech pracowite mrówunie robią zasięgi, moi drodzy.
578:  Dobrze, więc teraz tak.
579:  Niech ja się zastanowię.
581:  Mamy się udać?
582:  Już wiem.
583:  Już wiem.
583:  Nie musicie mi podpowiadać.
585:  Już wiem, gdzie mamy się udać.
586:  Ja wszystko wiem, moi drodzy.
588:  Chacia, puk!
591:  Popatrzcie, jak oni wszyscy giną.
593:  Popatrzcie, jak oni niesamowicie giną.
596:  Był Krzysztof wyżywając się na słabych przeciwnikach.
600:  Co sądzę o doniesieniach o Lies of P2?
602:  O, nie dotarły do mnie, ja się bardzo cieszę.
605:  Czekajmy tylko, moi drodzy, powolutku na dodatek, co?
609:  Bo w prawie miał być dodatek do jedynki.
613:  Więc tak, tutaj z tego co pamiętam, o właśnie, jest kowal, ale oprócz kowala jest rycerz cebula i do niego idziemy, rycerz snycerz.
621:  Czy rycerz cebula zasługuje na przezywanie go snycerzem, czy też jest sympatyczny i dobry?
626:  Chyba jest sympatyczny i dobry.
628:  Wiecie dlaczego idziemy do rycerza snycerza?
630:  Ponieważ tutaj się rozwarły dźwirza.
635:  Miałem taką nadzieję, bo edycja, w którą grałem, była tak zbugowana, że muszę kupić tę grę drugi raz, pisze Jednoręki Maneta.
640:  Masz na myśli Lies of Pi, czy masz na myśli Dark Souls, czy masz na myśli Hellblade?
644:  Druga część Hellblade'a też wychodzi w tym roku, dobrze.
646:  Gdzie jest Rycerz Cebula?
649:  Eee?
653:  Ja nie chcę jeszcze iść do tej fortecy.
655:  Ja nie chcę jeszcze iść do tej fortecy, ponieważ chcę spotkać Jamnika, moi drodzy.
660:  O, jak współczuję teraz z Krzysztofowi.
661:  Nie lisu, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
665:  On jest dalej w tej fortecy?
666:  Okej, okej, okej.
667:  Bo ja chcę spotkać jamnika w drugiej części ogrodów.
671:  Wiecie, o czym mówię.
672:  I są dwie opcje, żeby tam do niego dotrzeć, powiedział Krzysztof, który to przeczytał.
676:  A mianowicie można... A mianowicie można albo kupić u kowala za 10 tysięcy czy 20 tysięcy dusz i tego nie zrobimy...
692:  Dlaczego nie działa moje przełączenie?
696:  Zaraz, zaraz, zaraz.
697:  Dlaczego nie działa?
699:  Przecież ja ustawiłem C na przełączanie broni.
710:  Serio.
712:  Serio nie działa.
715:  Musimy to zrobić, moi drodzy.
716:  Czy tutaj jest tak?
717:  Czasem.
720:  Czy tutaj czasem jest tak, że restartują się ustawienia sterowania naprawdę,
758:  Cudownie!
760:  Ja się tak strasznie cieszę!
767:  Teraz mogę, już mogę.
769:  Dziękuję.
770:  Wspaniale.
771:  Doskonałe UX-y.
774:  Świetliste i wybitne.
778:  Cieszę się, cieszę się, że absolutnie nikt tego nie wypunktował w recenzji.
783:  Bardzo się cieszę.
784:  Szkoda, że nie ma już Cynical Brita, wiecie, bo Cynical Brit był na tyle odważny, żeby mówić o takich rzeczach.
791:  Tak jest, moi drodzy.
792:  Jest nowa.
793:  Są nowe sceny.
795:  Są nowe sceny streamowe.
797:  Potrzebowałeś wymówki, żeby uczyć nakładki.
799:  Tak jest.
801:  Dobrze.
801:  Wiecie, co teraz zrobimy?
803:  Dojedziemy ich.
804:  Ponieważ ośmielili się mnie rozgniewać.
809:  Jezus, jakie to jest silne.
814:  Nie pod!
815:  Nie pod!
815:  Nie pod!
818:  Kula ognia.
819:  Kula ognia.
823:  Jakie to jest... Jakie to jest rącze!
827:  Hahaha!
829:  Głupie!
830:  Zaklinowało się!
833:  To jeszcze żyje?!
847:  Przestań uciekać, tchórz!
855:  Moi drodzy, pod żadnym pozorem, pod żadnym pozorem nie idziemy do Fortecy Sena.
862:  Poza tym to powinna być Forteta Snu.
864:  Nie tak się odmawia słowo sen.
870:  Nie ma many?
876:  Wy naprawdę myślicie, że ja jestem nieprzygotowany?
878:  Naprawdę?
879:  Ja zawsze mam manę.
882:  Nie ma many.
884:  Oczywiście, że jest mana.
885:  To jest forteca BDSM.
889:  Bardzo duże smoki magiczne.
892:  Czy to jest Domestos?
893:  Nie.
895:  To nie jest też Denaturat, ale to jest Colgate Plax.
898:  Colgate Plax, moi drodzy, ma najbardziej niebieski kolor.
902:  Dobrze, idziemy w takim razie, moi drodzy.
907:  Tylko nie wiem, jak tam dotrzeć.
911:  Podobno na dole tego miejsca, gdzie się walczy z Hydrą, jest jakieś przejście do tej drugiej części ogrodu w mojej mini.
921:  Bo chciałbym się tam bardzo dostać i nie wiem, czy to jest realnie możliwe.
927:  Cheldering jest trudny dla kogoś, kto nigdy nie grał w Solsy?
931:  Myślę, że jest najprostszy dla kogoś, kto nigdy nie grał w Solsy, mimo wszystko.
936:  Fabuła prowadzi przez fortecę.
938:  Dupa, dupa, idziemy do jamnika.
940:  Ja muszę troszeczkę, moi drodzy, przyfarmić, zanim pójdę do fortecy.
944:  Widzicie, co się dzieje?
945:  Ci przeciwnicy są na naszym poziomie, okej?
948:  Nie tam ci przeciwnicy, popatrzcie, jak oni giną.
951:  Widzicie, oni są na naszym poziomie.
954:  Tak właśnie.
956:  Czy to jest jakiś uniwersum, gdzie to nie elfy, a ludzkość jest prasta oraz otoczona przez młode nacje?
960:  Coś jak Tao w Warhammerze 40?
962:  Nie przychodzi mi to do głowy.
963:  Nie bez powodu Warhammer jest uznawany za przełomowy pod wieloma względami.
976:  To jest przejście do DLC, ale tam też się da przejść.
979:  Do jamnika to obok kowala i do lasu trzeba klucz u Andrzeja kupić.
982:  Właśnie jest, a podobno alternatywa, moi drodzy.
986:  Czy łąka był oglądany?
987:  Willy łąka tak i jest to fenomenalny film familijny, polecam.
992:  Dobrze, teraz się muszę zastanowić, jak tam się przechodziło.
995:  Znaczy, jak się przechodziło do ogrodów, moi drodzy, mianowicie.
999:  Tego nie pamiętam.
1001:  I druga opcja, jaką mamy... Już wiem, jak się przechodziło do ogrodów.
1008:  Tam też jest jakaś winda.
1016:  Chyba, bo tutaj jest zejście do tej Doliny Smoczej, do ogrodu przez Kowala, ale chodzi mi o to miejsce, gdzie jest Hydra, wiecie?
1028:  Tam na samym samym samym dole.
1030:  Hydrę zniszczyliśmy.
1032:  Do ogrodów od Kowala do Hydry i obok nie jest drabina.
1035:  Od Kowala się idzie do Hydry jednak.
1038:  Na lewo, o właśnie, Lisut pisze, że na lewo od Hydry przy wodospadzie jest drabina, która prowadzi do ogrodu.
1043:  Drogę strzegą jednak dwa przyrośnięte i silne koty i postacie na wzór graczy.
1046:  Damy radę.
1051:  Już wiem, gdzie.
1052:  Dobra, dobra, dobra, dobra, dobra, dobra, dobra, dobra.
1055:  Tak, macie rację, przez kowala.
1056:  Tak jest.
1057:  Do wieży, gdzie był Havel.
1058:  Tego nie pamiętam, ale mygliście wiem już, że musimy zejść po prostu na sam dół tej wieży, gdzie jest kowal.
1065:  Tak jest.
1067:  Och, wiecie, ile to wymagało ode mnie mocy przerobowych intelektualnych.
1072:  Adrian pisze, że przeczytał rytmatysty od Randona Sandersona.
1075:  Spodobało mi się.
1075:  W przeciwieństwie do słów światłości, co dalej od tego autora polecę?
1078:  W takim razie, jeśli nie słowa światłości, które moim zdaniem są i tak na pół później, zdecydowanie barkiwum burzowego światła wymaga już pewnego poziomu znawstwa stylu procesa Sandersona, to zdecydowanie z mgły zrodzonego, wiesz?
1090:  Zdecydowanie.
1091:  Dobra, idziemy do koala.
1094:  Dzisiaj zwiedzamy Anor Londo.
1095:  Zobaczymy, czy dotrzemy.
1096:  Na razie musimy troszeczkę wylewelować, moi drodzy, bo ja tej twierdzy snu czy sena nie widzę na razie.
1103:  Czy skoro ustawienia się resetyują, to tryb online też?
1105:  Na szczęście tryb online nie.
1108:  Można też się wrócić do Azylu Nieumarłych.
1112:  Nie wiem, czy jestem gotów na ponowną wizytę w Azylu Nieumarłych.
1116:  Na pewno nie idziemy do Blighttown, moi drodzy.
1118:  Przynajmniej dwa streamy najbliższe.
1121:  Warto po twierdzy pokonać bossa w katakumbach, bo to jest najłatwiejszy boss w grze, doradza Artur Urbański.
1126:  Ja nawet jeszcze nie dotarłem do katakumb, moi drodzy, ale o, o, o, tutaj jest to przejście, o którym zapomniałem, widzicie.
1134:  Twierdza scena jest bardziej do obiegnięcia, jest to wyzwanie przez wąskie kładki.
1138:  Tak, jeżeli są jakieś elementy platformowe, to możecie mieć zagwarantowane, że te elementy platformowe mnie zniszczą.
1145:  Dobrze, mamy 16 kul ognia.
1148:  Mamy pod, który jest nam niepotrzebny.
1150:  Katagumy to tam, gdzie są szkielety.
1151:  Krzysztof tam nie był.
1154:  Świetnie się zaczęło.
1158:  Trzeba pamiętać, żeby nie zużywać na te cholerstwa nic a nic magii.
1167:  Dobrze.
1168:  Nie zauważyłem go.
1169:  Autentycznie nie zauważyłem.
1171:  Beka z typa spadł w przepaść.
1173:  Widzicie, kiedy jest żenujące i śmieszne?
1175:  Wciąż nie wiem, co tutaj jest i wciąż nie wiem, jak się tutaj dostać.
1182:  Krzysztof nie lubi platformówek.
1183:  Bardzo nie lubi.
1186:  Krzysztof, idź do katakumb.
1188:  20 estusów, przedresztą gry bardzo się przyda.
1190:  20 estusów w katakumbach.
1192:  Dobrze, ogarniemy to.
1194:  Więc tak, tutaj się nie da przejść na razie.
1197:  To jest pewnie to urządzenie, które kupujemy od Kowala.
1201:  Precyzyjnie w tym momencie uniknąłem.
1207:  Ja nie jestem w stanie zrozumieć uników w tej grze, nigdy nie zrozumiem.
1214:  Cofnij się, minąłeś przejście.
1216:  Jakie przejście?
1217:  Tu jest przejście.
1220:  To nie jest to przejście, którego ja szukam?
1222:  To jest to przejście, którego ja szukam.
1230:  Ukryte ognisko?
1230:  Wiem, wiem, wiem.
1232:  Zdobyte, zdobyte.
1236:  Teraz robimy masową wycinkę drzew, moi drodzy.
1240:  Tolkien byłby z nas dumny.
1242:  Panda we pies!
1244:  Dziękuję za dołączenie grona wspierających.
1250:  Co mi mówicie, że to nie tutaj?
1252:  Ja po prostu idę naokoło, to jest bardzo możliwe.
1256:  Ale... Ale... Ważne, żeby się dostać do miejsca, do którego się chcemy dostać.
1264:  Ognisko.
1265:  Ognisko.
1270:  Nie wiem, nie zabiją nas tu raczej.
1273:  To są słynne ostatnie słowa.
1278:  Dobrze.
1281:  Niestety trochę minie, moi drodzy, zanim Krzysztof się z powrotem przyzwyczai do łażenia po tym świecie.
1288:  Przejście DAXOS 3 przed DAXOS 1 mocno zawyża wymagania co do fixboxów akurat.
1293:  A to prawda.
1294:  Czy widziałem informację o rzekomym braku ocen z WF-u?
1296:  Są informacje dotyczące braku ocen z WF-u, z plastyki i z muzyki.
1301:  Natomiast jak dobrze wiecie, ja uważam, że powinien być brak ocen ze wszystkiego.
1305:  Nie wiem, co ja teraz robię.
1309:  Nie wiem, co ja teraz robię, moi drodzy.
1311:  Ale mam poczucie, że się pogubiłem.
1315:  Tak, ja się pogubiłem.
1319:  Jak tam przejść do tej cholernej hydry stąd?
1323:  Nie pamiętam.
1330:  Nie pamiętam.
1334:  Przejście do wieży Havela jest przy takim głębokim wąwozie, gdzie walczyło się z czarnym rycerzem.
1338:  Czy ja walczyłem z tym czarnym rycerzem?
1340:  To jest pytanie.
1341:  Krzysztof się nigdy nie gubił.
1343:  Ej!
1343:  Ja się nie zgubiłem jeszcze ani razu w Daxos podczas ostatnich streamów.
1347:  Teraz po prostu, moi drodzy, troszkę... Proszę bardzo, nie spanikowałem.
1355:  Hydry nie zabijesz?
1356:  To urocze, że tak mówić, ponieważ została zabita ostatnim razem.
1362:  Została zabyta Hydra, została zabyta Quilla.
1364:  Kto nie został zabity, moi drodzy?
1367:  Jeszcze przed ogniskiem jest to zejście?
1370:  Jezus Maria, naprawdę tego nie pamiętałem.
1373:  Czy tutaj coś jest?
1375:  Kępka fioletowego muchu, przyda się.
1379:  Dobrze.
1382:  Jest wąskie przejście, mówicie.
1388:  Tu jest to ognisko, tak?
1389:  Wiecie co?
1390:  Ja przy nim odpocznę.
1394:  Dobrze.
1401:  Musiałem przegapić.
1402:  Mimo, że w tym momencie mamy, moi drodzy, rozjaśnioną gammę.
1418:  Przecież ja się rozindyczę po prostu.
1425:  Ogniska prosto przed siebie, potem w lewo do urwiska.
1429:  Mam wrażenie, że tu właśnie idę.
1433:  Teraz po lewej.
1434:  Ach, wiem już, wiem, wiem, wiem, wiem, pamiętam.
1439:  Mówiliście mi, że ja pominąłem tutaj całą sekwencję i właśnie to zrobiłem.
1442:  Czy Hydra miała dziewięć głów?
1444:  Ja nikt.
1445:  Hau Asakura Hydra miała mnóstwo głów, zdecydowanie za dużo jak na mój gust.
1450:  Dobrze, jesteśmy moi drodzy na dobrej drodze.
1453:  Bardzo dobrze.
1454:  Ostatnio zacząłem, pisze Lejmonate, chodzić na zajęcia grupowe na przygotowanie do matury i nie ma nic lepszego niż siedzenie razem i bez sminu główkowanie nad jakimś problemem.
1462:  Właśnie opisałeś normalną edukację.
1467:  Tak jak powinna ona wyglądać.
1471:  No dobrze, no dobrze, dobrze, dobrze, dobrze, dobrze.
1475:  Hydra dominatus, dominatus stratus, Hydra padła.
1479:  Najgorzej jak dotąd zaprojektowana walka w tej części, ale jeszcze jesteśmy przed Bed of Chaos, więc wiecie.
1485:  No i tutaj był rycerz, syncerz, tak jest.
1488:  Nie inaczej.
1491:  Nie inaczej.
1491:  Witamy Dodgramera na czatach i wszystkich przybyłych.
1494:  Dobrze, tutaj gdzieś jeszcze było ognisko, jeśli mnie pamięć nie myli.
1498:  I ono jest jakoś na dole zupełnie i my sobie to ognisko odblokujemy, ponieważ jako żywo nie mam siły robić tego po raz drugi.
1505:  Edukacja powinna polegać na rozbudzaniu ciekawości i na robieniu ludzi w Wikipedii, pisze Bliksoniak i absolutnie ma rację.
1510:  Zresztą taka edukacja to jest tutoring, moi drodzy.
1513:  Ja nie bez powodu jestem tak zaangażowany w tutoring.
1515:  Zrobiłem ostatnio drugi kurs na tutora akredytowanego, więc teoretycznie mogę tutorów szkolić, teoretycznie.
1522:  Ale nie mam do to czasu.
1523:  Natomiast dało mi to dużo, powiem wam.
1529:  Tutoring jest taką metodą nauczania indywidualnego.
1532:  Jak mieliście kiedyś korepetycje, to mieliście tutoring, krótko mówiąc.
1535:  Tylko to się tak ładnie nazywa po prostu i tyle.
1538:  Dobrze, i teraz do hydry w górę, nie w dół, bo to jest nielogiczne.
1543:  Pamiętaj, nie bij złotego golema ogniem, bo zabijesz NPCa.
1548:  A mogę go bić czym innym, kryształowa?
1552:  W mitologii greckiej Hyda miała dziewięć głów i jak się którąś ścięło, to wyrastały dwie nowe.
1556:  Bardzo się cieszę z tego, że to jest gra, w której albo twórcy tego nie wiedzieli, albo to świadomie pominęli.
1563:  Demon's Souls remake?
1564:  Ja bym bardzo chętnie zagrał Mareo w Demon's Souls, gdyby nie fakt, że nie są na pecety.
1571:  Ja gram na pecetach.
1573:  Nie znoszę ekskluzjwów, tępię to jak tylko mogę.
1577:  Uważam, że to jest so 90s, ekskluzjwy.
1581:  Komu to jest potrzebne do życia i do szczęścia?
1583:  Nikomu, otóż.
1588:  Ekskluzjwy to może były fajne, nie wiem, jak grało się w Uncharted dawno temu, to może to wtedy miało sens.
1598:  Czy szkolenie z tutoringu jest dostępne dla złych tych nauczycieli?
1601:  Tak.
1601:  Absolutnie tak.
1602:  Każdy może szkolić się, moi drodzy, ze wszystkiego.
1605:  Nie jest tak, że to jest tylko dla nauczycieli akademickich.
1608:  Może sobie zmienimy to na ognistą sferę.
1614:  Jezus Maria, przecież ja dostanę szału za moment z tymi kryształowymi, cholernymi figurynkami.
1625:  Widzicie?
1626:  Absolutnie się nie nadajemy do fortecy Sena.
1632:  Hydra pokonana, buzdygan.
1635:  Gdyby nie była pokonana już by nas tak napierdzielali, żebyśmy nie przeżyli.
1642:  Dobrze.
1647:  Tutaj podobno jest jakiś npets.
1650:  Też nie lubię ekskluzji, bo jak mam PS5 to gram, no to pewnie.
1652:  Czy zagram w Dark Souls Actions jak wyjdzie, fanowskie DLC do Dark Souls 3?
1659:  Jeśli będzie dobrze zbalansowane, znaczy zbalansowane, jeśli będzie dobrze zaprojektowane bez bugów, to pewnie.
1667:  Zabitego żółtego kryształnika, ale wiecie, tutaj moi drodzy były przepaści.
1671:  Czy te przepaści są dalej?
1673:  Czy ich nie ma?
1674:  Będę się trzymał brzegu.
1678:  Nie mam coś za głośno w swoim nasłuchu na słuchawkach.
1681:  Trzymaj się ściany, bo spadniesz.
1682:  A!
1683:  Czy i dalej?
1688:  Patrz pod nogi.
1689:  Tak, bo widać różnicę między jednym a drugim.
1691:  Tutaj się, moi drodzy, odbija może.
1693:  Ej, ładne odbicie w sumie.
1698:  Widzowie, Krzysztof, nie zabiłeś Hydry, Krzysztof, trzymajcie mi chyblatkę.
1700:  Tak, to mnie bawi, moi drodzy, ponieważ Hydra została tak zabita, że się bardziej nie da.
1704:  Wiecie, że tutaj nie ma tego żółtego kryształnika, o którym mówi?
1707:  Aaa... I co, i co?
1710:  Ja mogę go nie zabijać, tak?
1712:  Z tego żółtego golema wypada NPC, więc nie zabij go, bo zablokujesz DLC.
1718:  Wypada?
1720:  Po prawej stronie od wodospadu jest drabina.
1722:  Ach, czyli to tam.
1724:  Good.
1728:  Nie walić go ogniem.
1729:  Zabić, ale nie walić ogniem.
1731:  Okej.
1732:  Obrażenia fizyczne tylko.
1734:  Jezus.
1738:  Nie wiedziałem, że można dropić NPCów, ale najwyraźniej tak.
1754:  Okej.
1757:  Bardzo, bardzo dziękuję.
1758:  Thank you, Dark Souls.
1767:  Dobra, zablokowałem, ale nie zdążyłem sparować.
1771:  Niedobra wiadomość.
1774:  Dobra, blokowanie na niego w ogóle nie działa.
1776:  Znaczy parowanie, przepraszam.
1789:  Okej.
1791:  Czy on ma jakieś openingi w ogóle, żebym mógł mu zaatakować, czy nie ma żadnych?
1800:  Okej.
1807:  Ho!
1808:  Jak odskoczył!
1810:  Gibki krysztalnik.
1813:  Krysztalników nienawidzę od czasu, kiedy zagrałem w Elden Ringa.
1819:  I wiecie dobrze, o czym mówię.
1825:  On bejtuje mój zgon w tym potoku.
1830:  Z Dolina Rybiego potoku.
1836:  Au, au, au, au, au, chciwość, chciwość, chciwość nie jest dobra.
1840:  Chciwość jest dobra tylko w filmie Money Never Sleeps z Michaelem Douglasem, polecam.
1846:  Wiecie, o jakich kryształnikach mówię z Elden Ringa?
1848:  Potrzebuję do tego rekwizytu.
1851:  Mianowicie mówię o tych kryształnikach, którzy mają następujący atak.
1866:  To jest najgłupsza animacja, jaką widziałem w całym swoim życiu, jakiegokolwiek ataku, któregokolwiek przeciwnika.
1873:  Koszmar.
1874:  Nie znoszę.
1875:  Nienawidzę.
1876:  Mam nadzieję, że nigdy nie powrócą.
1880:  Kryształnicy.
1882:  To faktycznie jest NPC.
1886:  Czy ja bym z nim już rozmawiać?
1902:  Pogadaj z nią, wyjdź do menu i wróć do gry.
1904:  O Boże.
1908:  Ale ja kocham takie rzeczy.
1911:  Biedny drzemnik.
1913:  Tak.
1916:  Dzięki Parmigiano-Reggiano za wsparcie od pięciu miesięcy Tak Zawsze odpowiadam tak Gra głośniej Czy ty masz szufladę z jamnikami?
1942:  Tak
1944:  Dobrze, więc teraz podobno mam wyjść z gry.
1949:  Dobrze.
1951:  Mam całą szufladę z jamnikami, moi drodzy.
1953:  Czy ona jest widoczna?
1954:  O Jezu, ona jest teraz widoczna przy tym kącie kamery.
1957:  Tak, tu są jamniki, wszystkie.
1960:  Tu jest także pieczątka, moja ulubiona pieczątka.
1962:  Bardzo ją lubię.
1964:  Czekajcie, będzie widoczna lepiej w tej kamerze.
1968:  Bardzo lubię tę pieczątkę.
1972:  Gra rozpocznie się w trybie online.
1974:  Tak jest, kontynuuj.
1978:  Jedni mają szufladę z jamnikami, mi do biurka brak pilnuje.
1982:  Mike Kłamca, przy Bliksoniach.
1985:  Czy ktoś mi może wyjaśnić, dlaczego ja musiałem wyjść?
1989:  Nie wiem.
1992:  Dobra, teraz idziemy do...
1997:  Wiecie do czego, prawda?
1999:  Do wodospadu.
2003:  Wróć się koło Hydry, tam do skały, gdzie ją czizowałeś, będzie znak przyzwania Dusk.
2008:  A ja muszę to robić teraz, Szymonie, bo ja nie chcę iść jeszcze do DLC.
2012:  Przyzwij ją, porozmawiaj i wróć do miejsca, gdzie był golem.
2014:  Będą tam jej zwłoki z Opediademem.
2016:  Ach, to dlatego mi każecie to zrobić.
2018:  Już rozumiem.
2019:  Dziękuję za... Nie wiedziałbym tego.
