🔴 Zejście na zawał w katakumbach | DARK SOULS REMASTERED Livestream #4
🔗 https://www.youtube.com/watch?v=y7NI23LJC2Y

78:  Muzyka
1357:  Dostajemy dużo duszyczek za to.
1359:  I wyście chcieli, żebym tutaj przyszedł wcześniej, tak?
1361:  Świetnie, świetnie.
1366:  Szymonie, dziękuję Ci serdecznie za dwa miesiące wsparcia.
1370:  Niech żyje Jamnik, tak, tak.
1372:  Tak orzecze Szymon.
1373:  I tak potwierdzam ja.
1377:  Dobrze, te szkielety nie wstają.
1380:  No powiem Wam, że to jest mrocznie.
1383:  To jest niesamowite, ta gra już trochę ma, nie?
1387:  A dalej jest mrok.
1390:  Nie ma to jak dostać w miednicę pałką.
1393:  Tak.
1396:  Tak, tak, tak, tak, tak, Zuzo.
1399:  Żadna Ayaka.
1401:  Ayaka ma denerwujący strasznie moveset.
1404:  A Raiden ciągnie mi Spiral Abyss w gęszcinie od nie wiem już ilu wersji.
1409:  Od półtora roku co najmniej.
1411:  Raiden to jest najlepsza postać w grze.
1418:  Bonkujemy szkielety?
1420:  Faktycznie, moi drodzy, wysłamy je do New Rantulmu.
1426:  Najlepiej.
1429:  Czy ja widzę?
1433:  Jak śmiesznie.
1435:  O nie, nie, nie, nie, nie.
1437:  O nie, nie.
1439:  O nie, panie.
1440:  O nie.
1442:  O nie.
1460:  Dobra.
1463:  Kluczowe pytanie.
1466:  To był właśnie ten nekromantacz i to on wskrzesza szkielety.
1471:  Przy pierwszym przejściu Dark Souls zacząłem przechodzenie od katakumby z większego problemu niż World of Gawron.
1475:  Podziwiam.
1476:  Jest trzech nekromantów.
1477:  Od tego momentu nie będą wstawać.
1479:  Świetnie.
1480:  Doskonale.
1482:  Czy opłaca się to ognisko rozpalić bardziej?
1486:  To nie ten nekromanta.
1489:  To nie ten nekromanta.
1494:  Aha, czyli te szkielety wstają.
1497:  W obrębie jednego odpoczynku przy ognisku.
1500:  Czajem, mhm.
1503:  Ale co, tam nie ma dalej przejścia?
1506:  Czemu wykładowcy akademicy tak często popierają marksizm socjalizm?
1511:  Maćku, mam wrażenie, że musimy zdefiniować jak rozumiesz marksizm.
1518:  Bo jeżeli są na przykład filozofowie, to zajmują się owszem neomarksizmem, ponieważ marksizm to się skończył w XX wieku jako dyscyplina filozoficzna, czy nurt filozoficzny.
1531:  Dzisiaj marksizm o tyle nie ma racji bytu, że nie mamy kapitalizmu, tylko kapitalizm kognitywny.
1536:  To znaczy, towary, które kupujemy, nie mają oparcia w realnym kapitale.
1542:  Genshin Impact jest dobrym tego przykładem.
1544:  Kupujesz sobie cyfrową waifu.
1545:  Jakby Marx to zobaczył, to by dostaną zawału.
1552:  Zakładam, że to należy zrobić, moi drodzy.
1563:  I co to dało?
1564:  Nic.
1564:  Cyfrowa łajfu nie ma pokrycia, co ty mówisz?
1565:  Bąk!
1566:  Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1593:  drzwi.
1595:  W zasadzie nie wiadomo, czym jest żrafa, pisze Szymon Nalewajko, bo to nie jest to ani koń, ani brontozar, więc z braku lepszego wyjaśnienia akceptuję, że jest to pionowy jamnik.
1602:  Widzicie?
1603:  Mówiłem.
1604:  Mówiłem.
1605:  Tu jest następny szkielet.
1606:  Szkielet akrobata, moi drodzy.
1609:  I teraz macie przykład.
1611:  Wiele lat treningu, szkieleta w byciu szkieletem versus pałka w rękach niedomaga.
1626:  Czy ktoś mi może wyjaśnić, dlaczego znowu ktoś w nas strzelił kulą ognia?
1630:  Tylko my ma... Skąd on się wziął?
1634:  Tylko my mamy prawo to robić.
1638:  Mam psychiczną potrzebę, by nasza pałka była lepsza.
1652:  Gdzie jest ten nekromanto?
1660:  Au!
1673:  Jezus Maria.
1677:  Naprawdę mamy problem.
1680:  One teraz będą wszystkie wstawać.
1687:  Dobra, dobra, jasno, jasno, zmiawam.
1695:  Trzeba, trzeba wyeliminować tego strzelca wpier... O!
1697:  Jest, jest, jest, jest, jest, jest, jest, jest!
1699:  Dziń!
1703:  Au!
1705:  O Boże, to się źle skończy.
1709:  Naprawdę musimy...
1716:  Jezus Maria!
1719:  Nie da się bez tarczy!
1724:  Nie da się bez tarczy.
1727:  Musimy z tarczą, moi drodzy.
1731:  Musimy z tarczą.
1735:  Tak.
1736:  Bo jak nie będziemy ich parować, to to się źle skończy.
1740:  Nie, nie, nie.
1740:  Tutaj nie ma co, moi drodzy.
1743:  Nie ma co iść nomen omen na pałę.
1747:  Dobrze, bardzo potrzebuję ulepszyć tę pałkę.
1750:  Czy ja w ogóle mogę ją ulepszyć bardziej?
1753:  Jezus, co się dzieje?
1758:  Czy ja w ogóle mogę ulepszyć ją bardziej niż plus 5?
1761:  Bo wydaje mi się, że to jest strasznie mało.
1763:  Widzicie?
1763:  Parowanie, to jest jedyna opcja.
1768:  Mamy tylko 5 Estusów.
1771:  Jak ubiłeś nekromanty, nie musisz pałki używać.
1773:  No okazuje się, że muszę.
1784:  Dobrze.
1791:  Jezus, co on zrobił?
1795:  Te szkielety są okropne!
1807:  Właściwie rzuciłem się za tamtym nekromantą wtedy, wiecie, i...
1812:  No i było różnie.
1812:  Dobrze, tutaj jest ten łucznik.
1816:  Okej, a gdybyśmy zrobili tak?
1819:  Przejdziemy bardzo powoli.
1827:  Oj, zostaw.
1835:  Nie, ja nie znoszę walki wręcz!
1838:  Przecież ja po to levelowałem ogień, żeby nie musieć walczyć wręcz!
1847:  Gdzie jest ten cholerny nekromanta?
1850:  Znowu robię ten sam błąd co wtedy.
1857:  Au!
1859:  Nieeee!
1861:  To jest okropne miejsce!
1871:  To jest okropne miejsce!
1878:  Mówicie mi, że się nie będą odradzały, tak?
1880:  To ja tu przetestuję teraz.
1881:  Tutaj został zabity nekromanta, tak?
1894:  Faktycznie.
1897:  Faktycznie.
1898:  Czyli... Czyli trzeba jednak, moi drodzy, iść na pałę i wyeliminować nekromantę.
1903:  Dobrze.
1904:  Przyda nam się w tym wielki zapłon.
1908:  Zostaw.
1911:  Jezus, one nie... Te skierty są jakoś 30 tysięcy razy potężniejsze niż to, co widzieliśmy wcześniej.
1917:  Dobra, gdzie był ten nekromanta?
1922:  Gdzie był ten nekromanta?
1926:  Może on jest tutaj gdzieś?
1930:  Gdzieś był.
1942:  Już nie żyje?
1943:  Dobra.
1945:  Doskonale.
1948:  Gin.
1955:  Jezus.
1956:  Co to jest za straszne miejsce?
1959:  Wielka kula ognia, dobra.
1975:  Jezus, jakie to jest szybkie!
1978:  Przestań być szybki!
1981:  Wielki zapłon, wielki... No ja nie wierzę po prostu!
1999:  Czy jest jakaś książka, którą powinienem przeczytać?
2001:  Każdy nie ma takiej książki, blachaj.
2004:  Nawet słownik nie jest taką książką.
2006:  Dobra.
2008:  Więc tak, tutaj absolutnie nie przyda nam się wielka kula ognia, potrzebujemy zapłonu.
2015:  Tak.
2019:  Potrzebujemy zapłonu.
2023:  Bo inaczej to po prostu zajmie nie wiem ile.
2030:  Naprawdę przerażające są te ataki szkieletów, zupełnie nowe.
2035:  Katanę ustawię?
2036:  A nie, nie chcę grać, nie chcę.
2038:  Irytujące.
2041:  To jest irytujące.
2042:  Jedno kliknięcie i nie żyje, cholernik.
2048:  O. A tutaj ile razy muszę?
2053:  Trzy razy.
2055:  Horror i dramat.
2056:  I muszę zostawić tę pałkę z tego względu, że trzeba będzie eliminować tych cholernych nekromantów.
2062:  Dobra.
2071:  No i teraz idzie.
2076:  Good.
2082:  Wielki zapłon, pula ognia, dobrze.
2090:  Gin.
2091:  Goood.
2093:  Wyczyścimy każdy zakamarek teraz.
2102:  Czasami, czasami sobie coś przyoszczędzimy.
2107:  Serenoks, kapitalizm kognitywny się po prostu rozwija w naszych czasach, wiesz, więc dlatego mówię, że taka klasyczna krytyka marksowska trochę traci rację bytu.
2115:  Tylko dlatego.
2119:  Mamy po prostu inne stosunki kapitałowe w społeczeństwie.
2122:  Widzicie, dlaczego to nie ma sensu?
2124:  Dlaczego nie ma sensu, żebym ja walczył wręcz?
2126:  Bo to nie jest dla mnie.
2127:  Po prostu to nie jest dla mnie.
2136:  Dobrze.
2136:  Czy Nekromantę trzeba zabić pałką?
2139:  Nie.
2139:  Szkielety trzeba zabić pałką, ale ja nie będę się przełączał między miliardem broni.
2144:  Po prostu nie.
2145:  Odmawiam.
2145:  Pamiętam Elderinga i przełączanie się między miliardami broni.
2150:  Myślałem, że dostanę zawału.
2153:  Koszmar.
2154:  Dobrze, ale nie użyliśmy ani jednego Estusa.
2156:  To już jest jakiś progres.
2160:  Dziękuję, dziękuję za zużycie mojego czaru.
2163:  Jacek Palachowski z Jamnikołajem, dziękuję serdecznie.
2169:  Warlock Gawron, Houdinius, Zuzao, Lisu i Dosek dołączonych do grona wspierających i mają jamniki.
2176:  Radosna wieść to.
2178:  Wiecie jaki jest główny problem katakumb?
2180:  Ja tu się gubię.
2189:  Proszę bardzo.
2191:  Kinie jeden po drugim.
2193:  Ktoś jeszcze?
2194:  Nikt.
2195:  Jako książki Neil Gaiman'a polecam, mitologia nordycka jest na tapecie, pisze Nicole Zapała.
2201:  To w takim razie Nigdzie Bądź.
2204:  Mogłyby być też Amerykańscy Bogowie i Chłopacy Anansiego, ale zacząłbym od Nigdzie Bądź, Gwiezdnego Pyłu i tomów opowiadań, Rzeczy Ulotne oraz Dym i Lustra.
2216:  Ale tutaj jest mrocznie, moi drodzy.
2218:  Mrocznie i sympatycznie.
2220:  Czy wy słyszycie też wodospad?
2222:  Bo ja tak.
2233:  A, tu był ten szkielet.
2235:  O, tu jest następny.
2243:  Good.
2246:  Got.
2247:  Porobione.
2249:  Pode mną ognisko.
2251:  Jakie pode mną?
2252:  Tutaj są następne szkielety.
2255:  Mistrz Jagadek Schett.
2256:  Oczywiście, że czytany Karolitką.
2257:  Nawet polecałem tutaj parę razy.
2259:  Absolutna klasyka fantasy.
2262:  Znakomita rzecz.
2263:  Uwielbiam.
2264:  Patricia McKillip jest bardzo niedocenioną pisarką.
2267:  Oprócz tego...
2269:  Ja właśnie się cofnąłem na sam dół, tak.
2273:  O boże.
2274:  Więc oprócz Patrici McKillip, mistrza zagadek z HED, mógłbym spokojnie polecić Zapomniane Bestie z ELD-u.
2279:  Mało osób zna to w ogóle.
2282:  Czachy robią bum-bum.
2283:  No ja się domyślam, że czachy robią bum-bum.
2286:  To było chyba tędy, nie?
2288:  Tak, tędy.
2291:  Tam jest następny nekromanta.
2294:  Dobra, to tak.
2307:  Te czachy mogę zaatakować, czy nie?
2309:  Nie.
2324:  Wyżej trochę.
2328:  Aaa, sprytnie.
2334:  Dobra, w dół nie.
2337:  Czyli tylko w prawo.
2349:  Co to było?
2357:  Co to do cholery było?
2365:  Co to zrobi przede wszystkim?
2367:  To mnie interesuje.
2373:  No, co jest?
2377:  Przestań!
2384:  It's a trap, it's always a trap!
2387:  Patrzesz!
2391:  Znam tego cholernika!
2396:  To nie jest dobry ziomek Paczes!
2398:  Nikczemny!
2398:  Nikczemny zbój!
2399:  Łachudra!
2399:  Łapserdak i łajdak!
2424:  Nikt nie używa takich słów.
2425:  Nikt, nikt.
2431:  Gdzie są te szkielety, które tutaj były?
2432:  Aaa, to się stało się.
2435:  Hehe.
2437:  Dobra.
2438:  To tak, moi drodzy.
2440:  Wielka kula ognia chaosu!
2444:  Tak ich wyeliminujemy.
2447:  A może i nie.
2449:  Bo teraz trzeba do tego nekromanty.
2455:  I to tak serio, gdzie jest Nekromanta?
2459:  Nekromanta?
2462:  Panie Nekromanta?
2466:  Panie Nekromanta?
2468:  Oj, mam bardzo, mam bardzo złe przeczucia.
2474:  Mam bardzo złe przeczucia.
2482:  O nie, o nie, o nie!
2484:  O nie!
2486:  Nic nie mogłem zrobić.
2490:  Cztery tysiące dusz, stu.
2495:  No stranowałem się znaleźć cholernego nekromantę, no!
2501:  I nie było.
2510:  Iga jest Jan Nikołajką, dziękuję serdecznie!
2514:  Kto otrzymuje?
2515:  Luka Senpai otrzymuje wsparcie, dziękuję za wsparcie kanału i Luki Senpai'a i obdarowanie go!
2525:  Czy to jest jakiś skrót w tamto miejsce, czy nie bardzo?
2529:  Nie bardzo.
2536:  No to od nowa, moi drodzy, wtany.
2541:  No nareszcie!
2542:  Efektywność!
2544:  Słońce, możliwość, radość.
2547:  Czemu tutaj się nie da przejść?
2549:  To byłby takie super.
2550:  Wskacz?
2551:  Jak?
2555:  Się w życiu nie uda.
2559:  Natomiast teraz mogę zaryzykować tutaj.
2562:  Troszeczkę przynajmniej.
2565:  Jezus, co?
2566:  Dlaczego on zmienił kierunek w locie?
2569:  Przestań zmieniać kierunek w locie.
2573:  Dobrze.
2574:  Było tędy bodajże, tak?
2577:  Tak, tędy.
2589:  Co to było?
2593:  Jaki wredny.
2596:  Zrobił piruet w powietrzu, no nie inaczej.
2601:  Przestań mieć gać.
2608:  No.
2613:  Ile tego jeszcze?
2618:  Za dużo przeciwników.
