🔴 Niedomag Iamnix walczy z gargulcami | DARK SOULS REMASTERED Livestream #1
🔗 https://www.youtube.com/watch?v=twM_jEaWLg8

6:  Zdjęcia i montaż
966:  No nie da się.
967:  No nic na to nie poradzę.
968:  Wynudziłem się po 15 minutach.
970:  Potem zacząłem przewijać i dalej... I wiecie co?
973:  Zack Snyder osiągnął to, że zdołem się wynudzić, jak przewijałem film.
978:  To jest niesamowite.
979:  To jest naprawdę osiągnięcie i to gigantyczne.
981:  Więc dobrze, nic nie jesteśmy w stanie zrobić ponad to, co mamy.
985:  Mamy główny klucz, mamy budowę szczupło, jesteśmy piromantą, jesteśmy mężczyzną.
989:  Aha, i nazywamy się... Jamnix.
997:  Czy może być nie domag Jamnix?
999:  Zmieści się...
1003:  Oczywiście, że nie.
1004:  No oczywiście, że nie.
1011:  Panie Pitu, dziękuję za trybut.
1012:  Awek Krzysztof, właśnie skończyłam oglądać 1670.
1013:  Nie wszystkie żarty siadły od szodu, ale ogólnie się uśmiecham.
1017:  Tak jest, bo do tego służy ten serial.
1019:  Chociaż niektórzy historycy zaczęli na YouTube'a analizować jego błędy historyczne.
1022:  Podpowiedź.
1023:  Następny materiał proponuję, żeby to była analiza błędów historycznych w sensie życia według Monty Pythona albo w żywocie Briana.
1030:  Dobry pomysł.
1031:  Akceptuj.
1032:  Jamnix jest Jamnixem, więc niedomag się nie zmieścił.
1036:  Jamnix nie przez i?
1038:  Jezus, racja, ale bym się pomylił.
1041:  Jamnix, oczywiście.
1045:  Nie da rady przejść tej gry bez glitchy, tylko piromancję, pisze Szymon Wróblewski.
1048:  Proszę bardzo.
1050:  Nie grałem w Battlestack, to w Warhammera 40 tysięcy, ale grałem w Warhammera 40 tysięcy Battleship Gothic Amada bodajże.
1057:  Dobra, akceptuj.
1058:  Akceptuj.
1059:  Enter.
1060:  Akceptuj.
1061:  Tak, chcę zacząć grę tą postacią.
1064:  Moi drodzy.
1067:  W wieku wieków...
1070:  Świat został nienawidzony.
1073:  Szlifowany przez wiosnę.
1075:  Wiosna z czarnymi krawędziami, kwiatami archiwum i odczekującymi dragoń.
1090:  Ale potem pojawił się ogień.
1094:  I z ogień pojawiła się różnica.
1100:  Cień i zimno.
1104:  Życie i śmierć.
1107:  I oczywiście, światło i mroczność.
1112:  To jest ogień.
1117:  I od mroczności przyjechali.
1123:  I znaleźli dusze królów wewnętrznych.
1139:  Nito, pierwsza z śmierci.
1149:  Żołnierz Izalitha i jej córki z Chaosu.
1156:  Gwyn, król słońca i swoich wiernych królów.
1165:  I tak łatwo zapomnieć mi ten potężny ogień.
1177:  Z siłą królów wyczerpali dragoń.
1186:  Gwiny, mądrzy bogi, rozczarowali swój stary twarz.
1190:  Śmierci rozczarowali wielkie historie o wrogu.
1195:  Neto rozczarowało miasteczko śmierci i choroby.
1208:  A Seath, skalić go, zdradził swój dom, a dragoń zniszczył.
1228:  Wtedy zaczęła się wieczność wiatru.
1239:  Ale wkrótce wiatry zniszczą się i tylko ciemno zostanie.
1252:  Nawet teraz są tylko kwiaty.
1257:  I człowiek nie widzi światła, ale tylko konieczne światła.
1265:  I wśród żywych są widziane... ...kariery okręconego mroku.
1281:  Aśnas Gburzatul.
1285:  Aśnas Grymbatul.
1288:  Pierścień złego oka, proszę bardzo, jak adekwatnie.
1292:  Bardzo adekwatnie, moi drodzy.
1295:  Szczury.
1304:  Tak, Piotrze.
1304:  Pierwsze podejście do Daxos I, ale już jest po Daxos III.
1313:  No to już wszystko, wiesz, gramy.
1315:  Dzięki Damianie Kaim, tak!
1324:  Tak!
1325:  Szerłowatko, dzięki za trybut.
1339:  O tak, znowu będziemy umierać wielokrotnie przez jeszcze większą liczbę godzin.
1342:  Taki jest plan.
1344:  Ktoś tam ewidentnie nie był na streamach z Elden Ringa i Esekiro, bo spytał, czy to będzie no-hit run.
1351:  Tak, moi drodzy, wiecie, jaki to jest no-hit run?
1354:  Bossowie i przeciwnicy ani razu nie zostaną przez nas trafieni.
1357:  To jest reverse no-hit run.
1361:  Każdy, każdy potrafi zrobić no-hit run, ale reverse no-hit run, ha, to jest no-shit run, dokładnie jarasznikos.
1378:  No shit run jest, uwielbiam absolutnie.
1382:  Północny azyl nieumarłych, moi drodzy, popatrzcie jaki niedomagiam, nikt jest przystojny.
1386:  Wygląda jak wszyscy moi przodkowie, to znaczy majowie.
1390:  Dokładnie, ja bym miał się teraz zabrać za...
1394:  wywoływanie duchów, wspaniałe, mamy klucz do celi, po co ja brałem klucz na samym początku, dobrze, zobaczmy sobie jak, o dobrze, escape wywołuje, już jest dobrze, moi drodzy, escape działa, zmień wyposażenie, jakie mamy wyposażenie, aha, nie mamy żadnego wyposażenia, świetnie, gdzie jest moja magia, o ile pamiętam, było tak, że można było zaraz, czy to się robiło z shiftem,
1423:  Okej, to się robiło dobrze z krolem myszy, okej.
1426:  Okej, okej.
1428:  Aaa, czyli są takie same kontrolsy jak w Elden Ringu, dobrze, dobrze.
1433:  Kule ognia są consumable?
1435:  Co wy mówicie, że są consumable?
1437:  Jak to jest?
1439:  Co wy mówicie?
1440:  Nie ma many?
1441:  Nie ma many? !
1443:  Kama Grimble, dzięki za trybut, nacięliśmy się licznikiem śmierci, póki jest czas.
1446:  Tak jest, jest licznik śmierci, wskazuje zero.
1448:  A ścimy, że to jest licznik, moi drodzy, razów, kiedy trafiliśmy do bonfaje.
1454:  Ukryta ścieżka.
1456:  Kłamstwo.
1458:  Okej, na razie nie mogę atakować.
1460:  Czary są ograniczone i nie ma many.
1461:  Aha, czyli czary muszą być potężne.
1463:  Na pewno tak jest, że czary są potężne, moi drodzy.
1465:  Teraz będę klikał, żeby nikt mi nie mówił, Krzysztofu, nie, nie, nie grałeś samouczka.
1470:  Sterowanie kamerą, dziękuję, dziękuję.
1473:  Komórki czarów zamiast many, aha.
1475:  Widzicie, co jest zabawne?
1476:  Okej, teraz atak dopiero działa.
1478:  Świetnie, możemy go zabić.
1479:  Popatrzcie, jest niewinny i nie może się bronić.
1485:  Właśnie tak działa No Shit Run, moi drodzy.
1488:  Silny atak, świetnie.
1494:  Lubię bezbronnych przeciwników, wiecie?
1496:  Bo bezbronni przeciwnicy nic nie mogą...
1502:  To jest ten pierwszy demon, którego trzeba pokonać.
1505:  Przynajmniej tyle na streamach widziałem, moi drodzy.
1508:  Generalnie starałem się unikać streamów z Dark Souls 1 i oglądałem streamy z Dark Souls 3 i zagrałem pierwsze kolejności w Dark Souls 3.
1514:  Ludzie mówili, Krzysztof, zagraj wpierw w Dark Souls 3, a potem w Dark Souls... Znaczy nie, zagraj wpierw w Dark Souls 1, a potem w Dark Souls 3.
1519:  W związku z powyższym, postąpiłem za ich radami, zagrałem wpierw w Dark Souls 3, a teraz gramy w Dark Souls 1.
1526:  Tak właśnie.
1528:  To nie jest pierwszy demon.
1533:  Przerażacie mnie.
1534:  To jest boss, do którego wraca się później.
1536:  O Boże.
1537:  Przytłoczenie kulturalne.
1538:  Czuję, że za wszystkie... Wszystkie jest za duże przygody.
1540:  Uwielbiam, że nie zajmuję na to czasu.
1542:  Dlatego trzeba oglądać recenzje, moi drodzy.
1545:  I sobie selekcjonować rzeczy, które czytamy.
1547:  Popatrzcie, następny niewinny przeciwnik.
1549:  Możemy go zabić.
1552:  Wspaniale.
1553:  Kiedy Daxos 2?
1555:  Nigdy.
1555:  Mówiłem przy Daxos 3, że nigdy nie będzie Daxos 1.
1557:  I widzicie, jak się to skończyło?
1560:  Dobrze.
1562:  Największym przeciwnikiem w Dark Souls 1 jest kamera, ale to we wszystkich praktycznie grach.
1565:  Nawet w Lies of Pi było to.
1567:  I owialnego orangutana optometrysty witam serdecznie w gronie wspierających.
1572:  Możesz używać jamników, ale ty już wiesz o tym.
1575:  Czemu tak jedziecie po Dark Souls 2, bo Lewa Elentaria jest lepszy niż Dark Souls 1?
1580:  Zawsze są dwie szkoły, moi drodzy.
1582:  Ja myślę, że kwestia jest taka, że jednak mimo wszystko, jeżeli byśmy mieli oceniać, która gra jest bardziej dorobiona,
1589:  No to dwójka była dorabiana dopiero potem, jak Sony stwierdziło, że jednak pójdzie do Hidetaki Miyazakiego, spłacze i powie, zrób jednak tę grę, nie wycofuj się.
1600:  Dark Souls 2 przeszłam przy jedynce, zrobiłem ragequit na zawsze, pisze Renatari.
1603:  O Boże, pocieszasz mnie, mam już ognisko, moi drodzy.
1606:  Dostrojenie magii, dzień dobry.
1609:  Macie rację, łącznie użyć osiem.
1610:  Osiem kul ognia, czyli musimy mieć, moi drodzy, dobrą broń do walki, wręcz nie do magii, a Mix będzie magiem bojowym.
1619:  Nie, do McBoyowy.
1622:  Dwójka miała development help, pisze Sam Wit, w dodatku bardzo poważny.
1626:  No niestety, niestety, więc tam były klecone rzeczy na samym końcu, dlatego też jechanie po dwójeczce, moi drodzy, to na własną odpowiedzialność nas jako graczy.
1636:  Zaraz zobaczmy, czy możemy tutaj przejść.
1645:  To ja może zawrócę.
1651:  Nie można otworzyć z tej strony.
1652:  Nie mamy wyjścia, moi drodzy.
1654:  Nie mamy wyjścia.
1656:  Czy będziemy grać też dodatek?
1657:  Jeżeli w wersji Remastered jest dodatek, to zagramy też dodatek.
1661:  Sprintem i w lewo przez drzwi.
1678:  Zadajemy za mało obrażeń, moi drodzy.
1680:  Zadajemy za mało obrażeń!
1682:  Zadajemy za mało obrażeń.
1685:  Zadajemy za mało obrażeń.
1687:  Au!
1688:  Zadajemy zdecydowanie za mało obrażeń.
1692:  Ja się nie podejmuję.
1695:  Dlaczego zadajemy tak mało obrażeń?
1696:  Widzicie, jak to jest?
1698:  Widzicie, jak to jest, jak nie ma magii?
1700:  Tak się to kończy.
1703:  Tak się kończy, jak nie ma magii.
1704:  Dostajemy jakiś kijaszek, którym zadajemy dwa punkty obrażeń.
1708:  Przecież to jest żenujące.
1715:  Dobrze, tu jest na szczęście drugie ognisko.
1717:  To dobra wiadomość.
1717:  Czy to jest oryginalna wersja remastera, czy masz jakieś mody graficzne?
1720:  Nie mam żadnych modów graficznych.
1721:  Ja zawsze gram na vanilii, moi drodzy, ponieważ dzięki temu mogę narzekać na projekt gry.
1728:  Wspaniałe.
1729:  Weź tarczę!
1732:  No dobrze, a gdzie jest tarcza?
1735:  Mogę wziąć tarczę, oczywiście, ale nie mam tarczy.
1740:  Czy ktoś mi może powiedzieć, co się właśnie stało?
1746:  Ktoś na bezczelawna strzela.
1750:  Jak memicznie.
1752:  A dobrze, teraz mamy tarczę.
1754:  Świetnie.
1755:  Dobrze, w porządku.
1757:  Pęknięta okrągła tarcza.
1759:  Czy to oznacza, że będziemy mogli robić blok?
1761:  Zapomniałem, że tutaj trzeba jeszcze to wyposażyć.
1762:  Jezus Maria, przecież ja oszaleję.
1766:  Przecież ja to właśnie wyposażyłem.
1771:  Okej.
1772:  Z której strony to jest remastered?
1773:  Dobre pytanie.
1774:  Dobra, czy to jest... Czyli to jest... Czy to jest blok?
1779:  Ooo, jestem głupim szkieletem.
1783:  On ucieka?
1788:  Dlaczego on uciekł przed nami?
1791:  Patrzcie, jaki tchórzliwy.
1792:  Mamy ręczny topór.
1793:  Teraz mamy więcej czasu.
1795:  Świetnie.
1802:  Oczywiście walka z interfejsem trwa dobrze.
1805:  To ja może...
1812:  Okej.
1812:  Ucieka, bo się boi.
1814:  Spróbuj parować dalej w tej części, jest najłatwiej.
1816:  Z tego, co pamiętam, z opisu sterowania, na parowanie jest osobny przycisk.
1821:  Nie wiem, dlaczego później z tego zrezygnowano.
1823:  To jest blok, a to jest parowanie.
1824:  Proste?
1825:  Proste.
1828:  Czemu tak nie jest?
1829:  Czemu tak nie jest w każdej grze?
1831:  Ja musiałem odgadywać, kiedy jest parowanie w Lies of Pi.
1835:  Musiałem to odgadnąć.
1836:  Tutaj wiem.
1838:  Oczywiście jest dużo szans, że i tak to nie będzie działało.
1842:  Nie, Blight Tom, nie przerażajcie.
1849:  Niepokoi mnie to, że tu jest chmura, moi drodzy.
1852:  Jak przechodzę przez chmurę, dzieją się rzeczy.
1854:  Krok w tył.
1858:  Kłamstwo.
1859:  Popatrzcie, jak nas okłamują.
1860:  Wszędzie kłamstwa.
1861:  Wszędzie ohydne kłamstwa.
1863:  Okej.
1864:  Jak się do tego dostać?
1871:  Nie tutaj.
1876:  Nie tutaj.
1878:  Do tego się nie da dostać.
1879:  To jest zasmucające.
1881:  I niestety w Dark Souls będzie tak, że będę musiał w każdą ścianę bić, niestety, toporem.
1896:  Ja to jedziałem na jakimś poziomie,
1906:  Oczywiście, oczywiście, oczywiście.
1908:  No przecież naturalnie.
1910:  Przecież jasne, że tutaj musiała być kula.
1913:  Zazdroszczę grania w to pierwszy raz.
1915:  Ja sobie na razie nie zazdroszczę.
1917:  Czekajcie.
1919:  Ta kula tutaj coś wybiła.
1922:  Tu jest człowiek.
1924:  Patrzcie, jak wygodnie jest oświetlonym do dziury.
1927:  Trzeba być najży dziurą.
1930:  Czy to będzie pierwszy dialog w tej grze, który usłyszymy?
1935:  Znaczy, zależy.
1937:  Eee... Tak?
1961:  Niestety, przegrałem w mojej misji.
1964:  Ale może możesz utworzyć torbę.
1968:  W mojej rodzinie jest takie słowo.
1970:  Ty, który jesteś nieumarłym, jesteś wybrany.
1973:  I twój ekscyt z nieumarłego asylu, zrobisz pielgrzymkę do kraju starych księżyc.
1978:  Kiedy powstrzymasz drzwiące.
1982:  To ma sens, że jesteśmy nieumarłym, skoro to jest azyl nieumarłych.
1986:  I teraz wiesz.
1986:  I mogę umrzeć z nadzieję w moim sercu.
1988:  O, jeszcze jedna rzecz.
2000:  Teraz już wiemy, że to jest rarytas nieumarłych, moi drodzy.
2004:  Sebix, dzięki za wsparcie od 11 miesięcy, wszystkiego jamniczego na nowy rok i dla was również, moi drodzy.
2009:  Dla wszystkich.
2010:  To, co najbardziej lubię, to pisze Sascha Rozbiera Traktor, że pokazuje silną korelację między byciem nikim, koniec końców, czy to w grze, czy w świecie.
2017:  Jest...
2021:  Okej.
2030:  I z niej ironicznie bardzo dużo różnych wypowiedzi ludzi, którzy mówili, że Dark Souls jako seria pomogło im z depresją albo z przezwyciężeniem problemów życiowych różnorakich.
2041:  Hate to harm you.
2048:  Odpoczynek przy ognisku.
2050:  Dobrze.
2050:  No nie będziemy go przecież zabijać, moi drodzy.
2052:  Nie ma takiej możliwości.
2054:  Dlaczego mam zab... Nie chcę zabijać tego człowieka.
2060:  Umartwi go, bo wróci.
2068:  Potem będzie...
2077:  Krzysztof nie zna konsekwencji, jak zawsze, swoich wyborów.
2081:  Co tutaj jest?
2085:  Otóż tutaj możemy wejść.
2087:  Ty zły człowieku.
2088:  Watch me.
2096:  Dobrze, dostrojenie magii.
2097:  Czy ja już mam magię?
2099:  Czemu ja wciąż nie mam magii?
2105:  Była taka łapka nekrom... nie nekromantyczna, tylko łapka piromantyczna.
2109:  Chciałbym mieć tę łapkę.
2113:  Nie ciągnie to za sobą żadne konsekwencje, piszcze Sasamit, poza tym, że jesteś okropnym człowiekiem.
2121:  Nie ma problemu!
2123:  Takie wybory moralne najbardziej lubię!
2127:  O, teraz zauważyłem, że nie będę mógł się przełączać na czaty, ponieważ gra oczywiście działa w oknie.
2132:  Musisz wyjść na pięterko.
2144:  Czy to jest pięterko?
2146:  Zamknięte jakimś urządzeniem, okej.
2148:  Czyli tu się nie da wyjść.
2150:  Teraz zaczyna się błądzenie, moi drodzy.
2154:  Tup, tup, tup, tup, tup od małych stóp.
2157:  Tu będzie drugi raz ten gość, prawda?
2160:  Jak śmiesz... O dobra, poćwiczymy parowanie.
2163:  He, he, he!
2164:  Dobra.
2166:  No, zaatakuj, zaatakuj.
2169:  Będziemy długo ćwiczyć parowanie.
2173:  O, dobrze!
2176:  Trzeba timing poćwiczyć tylko.
2179:  Dobra, jak jest użycie Estusa?
2184:  Strasznie śmieszne.
2185:  A, użycie Estusa to jest R. Strasznie śmieszne, powiem wam, to znaczy jest bardzo wcześnie to parowanie, fajnie.
2191:  To mnie cieszy.
2194:  Jest o wiele, wiele, wiele, wiele, wiele, wiele, wiele, wiele, wiele klatek wcześniej niż Leaf Sekiro tudzież Lines of Pea.
2206:  Dobrze.
2211:  Dzień dobry.
2213:  Krzysztof, tych wrogów należy ominąć.
2218:  Ja się kiedyś nauczę tego parowania, obiecuję.
2221:  Płomień piromancji, let's go!
2224:  Dobrze, to rozumiem.
2226:  Stop, stop, stop.
2228:  Panie!
2229:  Panie!
2233:  Pierwszy raz to zrobiłem.
2236:  Nie żartuję, pierwszy raz w Dark Souls sparowałem, ponieważ ktoś wymyślił, żeby przycisk parowania był osobno.
2243:  Item po prawej.
2244:  Item został wzięty, moi drodzy.
2246:  Chyba, że jest tutaj jakiś inny jeszcze.
2249:  Dobrze.
2260:  Podczas spadania atak z powietrza.
2266:  Za wrogiem trafienie krytyczne, aha.
2270:  O Boże.
2275:  Aha, on, on dźga, on dźga, on dźga, on dźga.
2287:  Okej, on dźga, on dalej dźga, on dalej dźga.
2292:  Ciężko jest, ciężko jest sparować, natomiast pchnięcie zauważyłem.
2297:  Okej.
2299:  O, no okej.
2300:  Okej.
2302:  Zamknięte.
2308:  W każdych stosach parowanie ma ogromny klawisz, tylko że nie w trójce?
2312:  Eee... Okej, okej, okej.
2316:  Dobrze.
2319:  To się nie uda.
2322:  Ja wiem co tutaj jest.
2324:  Ja wiem co tutaj jest.
2326:  Dobra.
2329:  Gdzie jest mój płomień piromancji?
2331:  Aha, ja muszę go wyposażyć, zapomniałem, oczywiście No dobrze A zobaczmy, czy tak się uda No dobra
2371:  Au.
2382:  Nie wierzę, jego ataki nie trafiają od tyłu.
2386:  Odzwyczaiłem się tego, tego, tego z Flies of Pi.
2399:  Magią?
2403:  tutorialowego bossa w życiu.
2405:  Absolutnie nie.
2406:  Choćbym miał zginąć.
2417:  Au.
2418:  Stamina się kończy niedobrze.
2425:  Spalić dziada?
2428:  Prawie mnie przekonaliście.
2433:  Będziemy palić następnego wroga.
2436:  Duży klucz pielgrzyma.
2441:  Abyś go zabił za pierwszym razem, to byś dostał jego broń, ale żeby go zabić za pierwszym razem, trzeba byłoby tutaj spędzić 200 godzin.
2448:  Pierwsze zwycięstwo.
2449:  Pierwsze zwycięstwo z wielu, moi drodzy.
2451:  Z wielu, wielu zwycięstw.
2454:  I teraz tak.
2456:  Uważaj na urwisko.
2456:  Dobra, ale stop.
2457:  Mieliśmy tutaj jeszcze to jedno miejsce, do którego można było przejść.
2463:  Za pierwszym razem tak jest.
2465:  Spokojnie, to jest boss tutorialowy.
2470:  Level w życie do 40 punktów zaraz będzie można.
2472:  Bardzo dobrze.
2473:  W ogóle nie wiem, gdzie się leveluje na razie.
2475:  Nic nie wiem.
2477:  Można wziąć bomby jako dar i zabić go pięcioma bombami.
2480:  Widziałem, że speedrunnerzy to robią, tak.
2483:  Myszkuj za dużymi drzwiami.
2489:  Z okazji pierwszego roku wsparcia można kupić Elden Ringa, pisze Batrus.
2493:  Masz rację, Elden Ring warto, warto, warto.
2495:  Dobrze, co tutaj jest dalej?
2498:  Dobra robota, idź na wprost.
2500:  Wziął Krzysztof i skręcił w prawo.
2504:  Tydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydydy
2520:  Rycerz w trójce też jest tutorialowy, był 10 minut, ale tamten rycerz jest trudniejszy.
2524:  On szybciej atakuje.
2526:  Tu jest to samo.
2527:  Aha.
2528:  Kra kra.
2529:  Ja wiem, że kra kra.
2530:  Tu jest to samo, tylko niedorobione.
2532:  Tu się upuszcza rzeczy.
2534:  Nie wiem, jakie się rzeczy tutaj upuszcza.
2535:  Ja w ogóle nie wiem, jak upuścić rzeczy.
2539:  To jest najlepsze.
2541:  Jaka ta gra jest brzydka, jak musiała wyglądać przed remasterem.
2543:  Prawda?
2544:  Cieszę się, że nie ja to pierwszy powiedziałem.
2546:  Bardzo się cieszę.
2547:  No i gdzie macie przedmiot?
2548:  Nie macie żadnej... Nie ma tutaj żadnej duszy.
2550:  Co to za oszustwa brutalne i wredne?
