🔴 Sif jest jamnikiem, a Gwyn nie | DARK SOULS REMASTERED Livestream #7
🔗 https://www.youtube.com/watch?v=ZXtgOJU1qpg

183:  Muzyka Muzyka Muzyka
734:  Moi drodzy, mamy 23 tysiące, to znaczy można kupić coś tam Artoriasa, Ring of Artorias i można iść do pieska naszego wspaniałego.
742:  Tak należy.
744:  szczyt growych premier minął, więc chciałem nieśmiało przypomnieć o debucach z Mankind Divided przy Bjorn Burdursson.
749:  Pamiętam cały czas, ale jeszcze to Axos 2, jeszcze to Axos 2.
752:  Gdzie jest przejście do Sifa?
755:  Niech sobie przypomnę.
756:  Chyba to się przechodzi, moi drodzy, od... od Firelink Shrine.
764:  A ja nie mam zielonego pojęcia.
769:  Paczejkoteł pyta, jak docenić własne osiągnięcie.
771:  Dzisiaj moja grupa dostała wyróżnienie za prezentację na uniwersytecie, a w myślach linczuje się, że nie trzecie miejsce.
777:  Nauka, Paczejkoteł, to nie jest coś, za co dostałeś pierwsze, drugie i trzecie miejsce.
781:  Nie na tym ona polega.
782:  W nauce zawsze są ludzie lepsi od ciebie i zawsze są ludzie gorsi od ciebie i zawsze jest to spektrum.
787:  Nigdy nie ma tak, że ktoś jest najlepszy.
790:  Ja to zwykle wyjaśniam metaforą wspinaczki po skalę.
796:  że widzisz sobie człowieka, który już dociera, swoją drogą ta muzyka bardzo pięknie temu sprzyja, dociera na szczyt, ale to jest ostatnia osoba, którą widzisz.
804:  Ale nie wierz tego, że ta osoba, którą ty widzisz, że ona jest już tuż przed szczytem,
809:  że ona z kolei widzi, że tam jest kolejny szczyt przed nią i widzi trzy osoby przed sobą.
813:  Na tym to polega.
814:  I na tym polega nauka.
815:  Nigdy nie należy celować w pierwsze miejsce w nauce.
818:  Małgorzata Najdykor dołącza też do grona wspierających.
820:  Dziękuję Ci serdecznie za wsparcie kanału Masz Jamniki.
823:  How cool is that?
824:  Właśnie musimy kupić ten pierścień, moi drodzy, żeby dostać się do Sifa, a to oznacza, że trzeba iść tak czy siak do Kowala, więc zrobiłem głupotę.
833:  Musimy iść, moi drodzy, do Andrzejka.
835:  Tak, i Ogrody Darkwood potem i tam było takie drzwi, które trzeba otworzyć.
839:  Gdzie jest Andrzejek?
841:  Andriej... Andriej jest w Parafii Nieumarłych.
848:  Powiem wam, że natrafiłem ostatnio na mapy level designu w Dark Souls.
855:  My sobie je obejrzymy pod sam koniec tych streamów.
857:  Są niesamowite, tylko muszę je wszystkie zgromadzić i w ciemności związać w Krainie Mordor, gdzie zaległy jelenie.
867:  Co, uważasz o tym, że inteligentni ludzie w rozmowie się nie denerwują?
869:  Czy tak jest?
870:  Pisze Nicole Zabała.
871:  Absolutnie tak nie jest.
873:  U ludzi z jakiegoś względu penalizują negatywne emocje.
876:  Swoją drogą, Dark Souls jest pod tym względem też bardzo dobre, zauważcie.
880:  Bo uczy nas, że negatywne emocje są dobre, ponieważ wyzwalają nasze emocje, które są jakoś tłumione.
889:  Dobra, dobra, dobra, daj mi ten kluczowy przedmiot, klejno drodowe Artoriasa, 20 tysięcy, przecież to jest takie zdzierstwo.
897:  To jest takie, to jest takie nieprawdopodobne zdzierstwo.
900:  Wiecie co?
901:  Jak już tak zdzierają z nas, to kupię zestaw Kowalski do broni.
905:  Wszystko mi jedno.
907:  I wiecie co?
907:  Jak już tak nas zdzierają, to kupię zwykłą strzałę.
914:  W liczbie sztuk wiele.
923:  Nie oglądałem Kubo drugiego sezonu Lokiego.
925:  Jakoś kompletnie odpadłem od MCU.
929:  A w ogóle Marvel, nie wiem czy wiecie, a Disney za ustami Marvela stwierdził, że nie będą już robić drugiego sezonu She-Hulk.
936:  To wielka szkoda, bo to wybitny serial był.
939:  I... Stanawiają teraz na jakąś czułę produkcję, zobaczymy.
947:  Jakie cechy mają wyłącznie inteligentni ludzie?
949:  Ja uważam, że cechą inteligencji jest umiejętność łączenia różnych, często sprzecznych ze sobą informacji i myślenia poza pudełkiem.
959:  Co postać ma na głowie?
960:  Pytaj Dominika.
962:  Takie dziwne skrzydełka, które są charakterystyczne dla Korony Dusk.
967:  Dobra, Darkroot, Darkroot.
969:  Ja wiem, jak tam dotrzeć.
971:  Ja wiem, jak tam dotrzeć.
973:  Nic nie mówcie.
975:  Cisza.
975:  Ja wiem, jak tam dotrzeć.
977:  Drugi sezon Lokiego, pisze Zły Czarownik, warto obejrzeć.
980:  Powiadasz.
982:  Może się zabiorę za niego, jak wreszcie skończę freerun.
984:  Jestem na poziomie szóstego odcinka.
987:  Do założenia związku wyznaniowego trzeba stu osób, pisze SRB, nas w tym jest pięćset.
990:  Jamnikułaje czekają na sygnał.
992:  Proszę bardzo, ja mogę być głównym koryfeuszem kościoła jamniczego.
995:  Nie mam najmniejszego problemu z tym.
997:  Widzicie?
998:  Kto trafił do Daakrut Garden?
999:  Krzysztof.
1002:  Black Cat dzięki za wsparcie od 18 miesięcy.
1004:  Black Cat pisze jamnik, jamnik, jamnik, jamnik.
1008:  Na końcu pisze kot.
1011:  Nie, nie wiem co to za ostatnie stworzenie jest, wiesz?
1013:  No popatrzcie jakie mamy fajne zaklęcia, mamy kulę ognia, mamy, mamy jeszcze wewnętrzną modę, mamy, mamy rzecz po prostu różni... Aaa!
1021:  Ja idę w złą stronę, ja idę w złą stronę, ja idę w złą stronę, ja idę w złą stronę, ja idę w złą stronę, ja idę w złą stronę, ja to wiem.
1028:  Proszę bardzo, tu powinienem był pójść.
1029:  Widzicie, wszystko pamiętałem.
1032:  A nie, jednak nie.
1034:  Tutaj idę w innych okolicznościach przyrody.
1037:  Gin, gin, proszę, proszę gin.
1040:  Proszę gin.
1042:  Nie denerwujcie mnie już.
1043:  Proszę, kępka filetowego muchu.
1045:  Więc dobrze szedłem.
1047:  Ja po prostu byłem teraz przyzwyczajony, że się idzie do hydry często.
1052:  Freeland dalej wychodzi?
1053:  Naprawdę?
1054:  To dobrze.
1055:  Tym razem dobrze, bo Freeren nie ogląda się szybko.
1058:  Jak dojść do tego miejsca tutaj?
1060:  Bo tu jest przepaść, ja to wiem.
1062:  Jakoś się na pewno tutaj da dotrzeć.
1064:  O Boże, przestańcie mnie napastować.
1066:  Błagam.
1069:  Wiecie co, my sobie odpoczniemy przy tym ognisku, żeby mieć święty spokój.
1072:  O tak, bo tu jest pieczęć.
1075:  Czy to jest pieczęć Artoriasa?
1076:  Krzysztof nie wie.
1078:  Będzie końcowo 28 odcinków Freeren.
1082:  Dlaczego mnie zmusiliście do tego, żebym tak wcześnie zaczął oglądać?
1087:  Dobrze, mogę wyeliminować te wszystkie wstrętne drzewa.
1091:  Proszę Tolkienie, nie słuchaj.
1093:  Nie słuchaj tego, co powiedziałem w tym momencie.
1096:  Teraz możemy odpocząć przy ognisku, jak już zniszczyliśmy wszystkie drzewa.
1100:  Odpoczęliśmy przy ognisku.
1101:  Mamy przytłaczającą liczbę dusz.
1104:  Opis klejnotu rodowego Astoriasa nie jest złym pomysłem przeczytanie go.
1109:  Musimy tylko znaleźć go wśród wszystkiego absolutnie, wśród śmieci, które mamy, zasuszonych palców, srebrnych monet.
1114:  No i przypomina, mój kolega Julek w podstawówce, kiedyś został poproszony o to, duszy Manusa też nie czytaliśmy, żeby wymienił wszystkie rzeczy w piorniczku.
1123:  I wiecie, w ostatnim odcinku dla każdego coś przykrego mówiłem, że w szkołach się...
1127:  priorytetyzuje ten język praworządnego dobrego, więc wszystkie dzieci mówiły, że no mam w piórniczku gumeczkę, receptureczkę i ołóweczek i mam, i mam, o pióro mam jeszcze i o, i mam naboje do pióra i pani mówiła ślicznie, Krynsiu, ślicznie.
1148:  Potem przyszło do mojego kolegi Julka, który powiedział, guma do rzucia, brudne, zużyte uszteczki, spinacze, popsute rzeczy.
1157:  Zawsze, zawsze mnie to urzekało.
1159:  Oczywiście dostał jedynkę za, za tak skandaliczną odpowiedź.
1163:  Gdzie jest dusza Artoriasa?
1164:  Czy ten klejnot rodowy Astoriasa?
1166:  Nie jestem w stanie go znaleźć.
1167:  Artoriasa.
1168:  Boże, jak się wszyscy będą na mnie gniewać za przekręcanie imion.
1171:  The deepest lore chyba przy notach kluczowych będzie.
1174:  Jest!
1175:  Drzwi prowadzące do grobu ser Artoriasa, kroczącego w otchłanie.
1180:  Ale żaden z nich nie powrócił spośród tych wszystkich wielkich poszukiwaczy przygód, którzy szukało grobu, gdyż byli zbyt łatwym łupem dla miejscowych bandytów.
1188:  Przy takich niebezpieczeństwach herb może uczynić więcej złego niżli dobrego w niewtajamniczonych rękach.
1194:  Alanciar pyta, czy mam jakiekolwiek nadzieję co do dziesiątego epizodu Bieznych Wojen.
1197:  Ja niestety nie, po tym jak się dowiedziałem, kto ma reżyserować, ja też nie.
1200:  Ale na wszelki wypadek nie dowiadywałem się tego.
1203:  Kolega Julek był chaotyczny, zły?
1204:  Był.
1205:  Absolutnie.
1205:  Ale potem pracował w banku.
1209:  Nie.
1210:  To nie jest miejsce dla ludzi chaotycznych, złych.
1212:  Witamy Julkę Opaczewską, Uchadza i Nadię Lewi, nasze grono moderatorskie, moi drodzy.
1220:  Mardar wita relacja z terapii dolegliwości somatycznej.
1223:  Jest coraz lepiej dzięki za wsparcie wszystkim.
1225:  Moi drodzy, jeżeli coś jest holsam, mówiąc po polsku, to właśnie coś takiego.
1229:  Dziękuję Wam za bycie taką społecznością dla śpiewa nawzajem i za wspieranie.
1237:  Dobrze.
1238:  Praworządny zły, zobaczymy.
1241:  Popatrzcie, możemy teraz to otworzyć.
1245:  W piórniku miałem wszystko, nawet to, czego nie powinienem, a powinno się mieć tylko pióro, bo piórnik.
1251:  Pióro w piórniku.
1254:  Ewentualnie pióra.
1258:  No dobrze, moi drodzy, tutaj nie byliśmy, więc zwiedzanie.
1261:  Jeszcze wrócimy sobie do ogni.
1263:  To jest magus.
1270:  Ty!
1272:  Zostaw mnie!
1276:  Jak śmiesz!
1280:  Temu magusowi, moi drodzy, pomaga jakiś tchórzliwy wojak!
1286:  Ilu ich tu jest?!
1290:  Więcej was mama nie miała?!
1293:  Upokorzę cię.
1294:  Zniszczę cię sztyletem.
1295:  Jesteś wielkim wojakiem?
1296:  Proszę bardzo, przestajesz być wielkim wojakiem.
1299:  Skąd tutaj ten wesoły komitet powitalny?
1304:  tylko pióra, pierze i pierniki.
1306:  O Jezu, pierniki.
1307:  Pierniki są wspaniałe.
1309:  Wiążę toruńskie pierniki, tak długo jak nazywamy w ten sposób pracowników Radia Maryja, ale jeżeli mówimy o ciastkach, to bardzo lubię.
1317:  O proszę bardzo, o proszę bardzo.
1320:  Następne drzewo do zniszczenia.
1322:  Z pozdrowieniami dla Tolkiena.
1324:  Niezmiennie.
1326:  Jeszcze Duszę Manusa musimy przeczytać, faktycznie.
1329:  Patrzcie, ile tutaj jest tych drzew.
1332:  Powiedział nikt w Krakowie.
1338:  Ups.
1338:  Ups.
1341:  W Krakowie nijaki Jacek Majchrowski zadbał o to, żeby nigdy nikt nie zobaczył żadnego drzewa.
1346:  Autentycznie, jak teraz robili, jak ktoś jest z Krakowa, to będzie wiedział o co chodzi, ktoś znowu tutaj drepcze, no naturalnie.
1353:  Więc jak teraz robili pracę przy północnej obwodnicy Krakowa, to praktycznie wszystkie rzeczy wycięli.
1359:  Jechałem tam tędy ostatnio, to byłem aż zasmucony.
1363:  Jak się jedzie koło opolskiej, to jest wszystkie drzewa wycięte nad strumykiem, po prostu nie... Aaaa!
1368:  Dusza Manusa, bo się zdenerwuję znowu.
1371:  Gdzie jest Dusza Manusa?
1373:  Dusza Manusa oczywiście nie będzie przymiota kluczowej, ponieważ nie jest kluczowa, ponieważ jest zużywalna, ponieważ FromSoft.
1382:  Nie, po prostu się rozmytyczy.
1386:  Ile jest tutaj drzew?
1387:  Gdzie jednak w kluczowych?
1388:  Jest w kluczowych jednak.
1390:  Dusza Władcy, Gravelornito.
1393:  No gdzie jest dusza Manusa?
1401:  Czy może mi ktoś powiedzieć, czy ja zwariowałem zupełnie?
1404:  Przecież ja widziałem duszę Manusa wcześniej.
1407:  Może ona jest jednak tutaj.
1412:  Tutaj.
1417:  Ominął mnie rozdanie stu giftów, pisze Baker.
1419:  Stu dwudziestu!
1421:  co jakieś petycje, żeby nie wycinać wszystkich, że wiecie dobrze, co robią politycy z petycjami, ignorują je, to jest smutne.
1429:  Starożytny Manus z pewnością był niegdyś człowiekiem.
1432:  Ja uważam, że był tym... sprytnym karłem.
1436:  To nie jest Tyrion Lannister, nawiasem mówiąc.
1438:  Stał się jednak Ojcem Odchłani po tym, jak jego człowieczeństwo oszalało w odwiecznym poszukiwaniu drogocennego, pękniętego wisiorka.
1444:  Uważam wciąż, że te duszki, z którymi walczyliśmy w Odchłani, to była jedna z najbardziej przejmujących manifestacji tego człowieczeństwa, jaką widziałem w Dark Souls.
1454:  Kiedy Hellblade... A Krzysztof nie wie, kiedy Hellblade.
1457:  Krzysztof jedynie...
1462:  Jeden się uchronił przed kulownia, ale drugi już nie!
1468:  Łoj oj oj, jak mi przykro!
1473:  Lore time od jednorodnego bandyty.
1475:  W ogrodach Darkwood istnieje stowarzyszenie wojowników, którzy nazywają się strażnikami lasu i zabijają każdego, gdyby chronić.
1480:  To byli oni.
1481:  To znowu oni.
1481:  Oj, pardon, walnąłem w mikrofon.
1483:  Wschodni hełm.
1485:  Wiecie, swego drogo, to była randomowa wiedza od Krzysztofa.
1489:  Jest takie miasto Słomniki.
1491:  To dlatego, że wyrabiano tam nie słomę, musimy mieć więcej bomb zapalających, wyrabiano tam nie słomę, tylko hełmy, ponieważ po staropolsku hełm to był szłom.
1501:  Więc teraz czytałem, moi drodzy, opis szłomu.
1504:  Jest jeden problem.
1506:  Zapomniałem, który to był szłom.
1510:  No i tyle w temacie.
1514:  Nie mam pojęcia, który to był szłom.
1515:  Wschodni szłom.
1520:  No nie uwierzycie.
1521:  Ten znakomicie wykonany hełm zapewnia doskonałą ochronę przed cięciami, które są głównym zagrożeniem podczas walk na wschodzie.
1528:  Myślałem, że wschodni szłom będzie chronił przed walkami na południu.
1532:  To duże zaskoczenie.
1535:  To tylko pokazuje, że czasem warto czytać te opisy, a czasem absolutnie nie.
1540:  Opis Ciasta z Łajna czytałem.
1542:  Jest oburzający.
1545:  Czy ja słyszę znowu szum?
1546:  W tej grze jest nagrany tak dźwięk, że szum słuchać głośniej niż muzykę.
1552:  Ej, myśmy tam byli.
1553:  Czy to nie jest miejsce, gdzie jest Hydra?
1555:  Powiedzcie mi.
1556:  Jeżeli to jest miejsce, gdzie jest Hydra, to ta gra ma wybitny level design.
1560:  Bo nawet ja się zorientowałem.
1562:  Powiedzcie mi, że to jest miejsce, gdzie była Hydra.
1566:  Ja pierdzielę.
1567:  Oxide, Mateusz Worek, Magiczny Proszt, wszyscy piszą tak.
1572:  Ta gra ma wybitny level widzenia.
1573:  Naprawdę, ja kocham takie momenty.
1575:  Coś takiego pamiętam z gry Unfinished Swan, że pokazywało nam, jak daleko zaszliśmy w naszych ekskursjach i podróżach.
1586:  Uwielbiam.
1587:  Absolutnie uwielbiam.
1589:  Kępa kwitnącego mchu, to się przyda do trucizny.
1593:  Wsepaniałości.
1596:  Myślicie, że tędy można przejść?
1599:  Wiecie, nie będę tego robił.
1601:  A co tutaj jest?
1603:  Dokąd jest to przejście?
1605:  Może tutaj jest to przejście do drabiny, o której wspominaliście, bo podobno jest jeszcze... Tak!
1612:  Ja znam to miejsce.
1614:  I have a memory of this place.
1618:  Jest tu drabina.
1623:  Zaistę.
1626:  Natomiast jak tu się dostać w drugą stronę, to ja nie mam zielonego pojęcia.
1632:  Ta dolina to też miejsce, gdzie walczyliśmy z Kalamitem.
1634:  Tak, to w przeszłości, ostatnio.
1636:  Rokiem zasługuję, piszę na Chinie na konferencję filmową, ale nie to, co zostało zrobione w Amazonie.
1640:  Ej, ej, ej, ale wiecie o tym, że nadchodzi... Teraz tylko muszę do tego dotrzeć.
1644:  To nie będzie proste.
1646:  Chciałbym do tego dotrzeć.
1647:  Chciałbym do tego dotrzeć.
1650:  Chciałbym bardzo do tego dotrzeć, dziękuję.
1653:  To się nazywa chyba War in the North?
1656:  Czy ja się mylę?
1658:  To się nie nazywa War in the North.
1660:  War of the War... Rohirrim.
1665:  Tak, moi drodzy.
1666:  Więc nadchodzi Lord of the Rings The War of the Rohirrim 2024.
1672:  13 grudnia.
1673:  Więc zbliża się.
1677:  Zbliża się wielkimi krokami.
1680:  Teraz zużyję zaklęcie oczywiście.
1683:  Więc tak.
1684:  Czy ja tutaj byłem?
1688:  Czy ja tutaj nie byłem?
1690:  Wiecie co?
1691:  Mam wrażenie, że tutaj walczyliśmy z trzema psami.
1695:  Czy ja się mylę?
1697:  Chyba nie.
1699:  Kiedy Hogwarts Legacy?
1700:  Grać bym w Hogwarts Legacy.
1701:  A teraz jest tak zepsute, że nie jestem w stanie go odpalić.
1703:  Nie mam zielonego pojęcia.
1705:  Czy ten War of the North jest też od Amazonu?
1708:  Warner Bros.
1708:  Animation.
1709:  To jest animacja.
1717:  Moi drodzy, to jest piękny okaz.
1721:  Grzybni bez chujni.
1722:  Chujnia będzie dopiero potem.
1726:  Wracaj tu!
1728:  Gdzie masz żwirka?
1730:  Żwirek już nie żyje!
1733:  Co to, co to było?
1735:  Dlaczego usłyszałem jakieś wycie?
1737:  Słychać wycie znakomicie.
1740:  Jestem, jestem tu w ogóle pogubiony, powiem wam.
1743:  Musimy bardziej metodycznie to oglądać.
1745:  Jak to nie bij go?
1747:  Zresztą to była grzybnia.
1749:  Precz z grzybnią.
1750:  Wiecie co się dzieje, jeżeli pozwolimy grzybni się rozrosnąć?
1753:  Mamy The Last of Us.
1755:  Jak to mi nic nie zrobił?
1756:  Wszystko w tej grze chce mojej zagłady i śmierci.
1759:  Potencjalnie ten grzyb mógł też chcieć.
1764:  Tam jest, tam jest więcej tych grzybów.
1769:  Co tu się dzieje?
1770:  Jestem total... No i zobaczymy.
1776:  Ej, faktycznie nie atakują.
1778:  Nie atakują!
1781:  Boże, w tej grze coś nie atakuje.
1784:  Ale to nas zaatakuje.
1787:  To nas zaatakuje.
1796:  To jest silne!
1798:  Power within.
1801:  Power without.
1809:  Proszę bardzo.
1810:  Grzyb wyeliminowany.
1813:  Jest jeszcze drugi grzyb.
1818:  Na wszelki wypadek.
1826:  Czy ja dobrze widzę ten atak?
1829:  Czy ktoś zażartował sobie ze mnie tym atakiem?
1837:  Dobra.
1838:  Wiecie, że to będzie mimik, prawda?
1842:  To nie był mimik.
1844:  Zaklęty żar.
1845:  Czy zaklęty żar dajemy kowalowi?
1848:  Chyba tak.
1849:  Jakie są moje ulubione grzyby?
1851:  Nie bardzo mogę jeść grzyby, ale zawsze lubiłem prawdziwki i kurki.
1854:  Boże, jajecznica z kurkami to jest coś przepysznego.
1860:  Jajecznice z kurkami nauczyłem się jeść na Dolnym Śląsku.
1864:  Wspaniałość.
1865:  Cały czas nas pożera Paweł Ływin.
1868:  Jak nie widzieliście na ostatnim streamie, to było bardzo zabawnie, ponieważ Paweł Ływin w tym momencie mnie zabiła, kiedy ja się chełpiłem, że udało mi się pokonać Manusa za pierwszym razem, a Filip jest bez życia, jest bez senatu, klą na czym świat stoi.
1880:  W tym momencie zainterweniował Los i Los stwierdził, że trzeba mnie zabić.
1888:  Własnym moim zaklęciem.
1889:  Tutaj, moi drodzy, była winda w przeszłości.
1892:  Ja to pamiętam.
1893:  W tym miejscu była winda.
1894:  Teraz jej nie ma.
1896:  Oburzające.
