🔴 Niedomag kontra Seath B̶e̶z̶ł̶u̶s̶k̶i̶ Bezmózgi | DARK SOULS REMASTERED Livestream #5
🔗 https://www.youtube.com/watch?v=1RyQsekKD3o

6:  Zdjęcia i montaż
1476:  Bo, szczerze powiedziawszy, jak słyszę Blighttown, to nie mam ochoty się tam znaleźć.
1486:  Oczywiście, że jest ich dwóch.
1487:  Always two there are.
1489:  No more, no less.
1492:  Au, au, au.
1501:  W Blighttown obok zaraz windy.
1503:  Ach, też wiem gdzie.
1505:  Dobra, to możemy, moi drodzy, pójść w podróż.
1507:  Kryształowy prosty miecz.
1508:  Co to jest kryształowy prosty miecz?
1509:  I zdobyć te dwie rzeczy.
1513:  Krystaliczny prosty miecz.
1514:  To kryształowy czy krystaliczny?
1517:  Którego pochodzenie jest owiane tajemnicą.
1519:  Owiane tajemnicą zawsze mnie bawiło, bo to brzmi jak takie miazmaty, które się unoszą w szambie.
1525:  Owiane tajemnicą.
1526:  Jest piekielnie ostry, lecz niestety bardzo kruchy, więc jego przydatność jest ograniczona, gdyż u płytyków kryszta nie da się naprawić.
1532:  No słuchaj, świetna broń.
1535:  Jeszcze lodowy golem to ognisko.
1536:  Dobrze, to spokojnie, spokojnie.
1538:  Tu jeszcze są ptysie do wyeliminowania.
1540:  Zobaczcie, jakie to są ptysie.
1542:  Nędzne ptysie.
1543:  Wyeliminować ptysie.
1545:  Szkule ognia.
1556:  Co to było?
1557:  On jeszcze żyje?
1559:  Nie będę zab... Jak to mam zabić strażniczkę ognia z Anor Londo?
1565:  Aaa, ja już mogę?
1567:  Bo mówiliście, żeby tego nie robić.
1572:  Damian Kajm, dzięki za trybut.
1573:  Nie dowiem się, czy będziesz jutro rozmawiać na bezschemat od Axons 1.
1577:  No zastanawiałem się, wiecie, ale trochę chyba mi głupio, jak nie przeszedłem jeszcze gry, wypowiadać na takim bardzo głębokim poziomie mechanicznym.
1585:  Dajcie mi znać, bo film mnie bardzo zaprasza.
1587:  Nawet dał mi listę pytań, ale nie wiem, czy to ma sens.
1592:  Blighttown koło windy, ścieżka, gdzie jest mob plujący strzałkami z toksyną.
1595:  To wiem, gdzie to jest, ja stamtąd uciekłem po prostu.
1600:  Ja widziałem, jak hitlesowcy i speedrunnerzy Diablosek przechodzą Blighttown.
1604:  To jest niesamowite, po prostu skaczą w określonym miejscu.
1607:  Zapamiętany mają cały szlak.
1610:  Ewidentnie, nomen omen, szlak ich trafia na Blighttown.
1614:  Tak, brakuje nam dosłownie... No bardzo niewiele nam brakuje, moi drodzy, do tego, żeby zadawać w pełni obrażenia.
1623:  To jest mimik.
1624:  To jest mimik.
1624:  To jest kuźwa mimik.
1627:  Jeszcze tego tutaj brakowało!
1630:  Dziada z babą tu brakuje!
1640:  Przestań mnie spożywać!
1648:  Przecież ja miałem tarczę!
1651:  Danuta Trzaskowska jest, ja Mikołajku dziękuję, Joe Rachel otrzymuje wsparcie.
1656:  To był drugi mimik, moi drodzy, który nas pokonał.
1659:  I mamy tam 15 tysięcy dusz.
1663:  No przecież ja nie mam słów po prostu.
1668:  To jest mimik premium?
1670:  No zauważyłem!
1674:  Aaaah...
1682:  Teraz będzie trudność, moi drodzy, żeby się tam przemieścić z powrotem.
1689:  Orsztajn Smoke szybko pokonany, pisze Scaler.
1692:  Jestem weteranem serii, walczyłem z nim 3 dni, zajrzałem ponad 70 podejść.
1695:  Ale wiesz, może to jest kwestia tego, że walczę magią, bo jednak wtedy zadajesz ciut większe obrażenia.
1704:  Ale dzięki za gratulacje, zawsze dobrze usłyszeć od weterana serii.
1711:  Camo Grimmel, dziękuję za trybut, więc mówicie, że ma sens taka wizyta na bez schematu.
1718:  Cieszy mnie wasz entuzjazm.
1721:  Burza ognia przetestowana, nawet jeszcze nie jest wykwipowana, bo nie mam dość slotów, wiecie, musimy mieć sloty radosne.
1729:  O nie, on tam dalej jest.
1735:  O Boże, ja teraz autentycznie, ja spanikuję i oni mnie zabiją.
1739:  Tak, właśnie to się stanie, to się teraz dzieje.
1743:  To się teraz dzieje.
1747:  Dobra, wielka kula ognia chaosu.
1750:  Na nich dwóch.
1754:  Czemu nie... cholera jasne, z wariu jestem sterowaniem.
1769:  Ależ oni mają zasięg, to jest nieprawdopodobne po prostu.
1778:  Gdzie właśnie zmarnowałem wielki zapłon?
1785:  Burza ognia jest typowo dla podbossów.
1788:  Okej.
1789:  Iść po Evelynn.
1790:  Spokojnie, piękny bęk na gramie, dziękuję za trybut.
1792:  Teraz to ja muszę przeżyć, wiesz?
1794:  I muszę zdobyć te dusze, które były.
1796:  15 tysięcy dusz to jest, moi drodzy, level.
1803:  Dobra.
1805:  Wywabiamy ich jednego po drugim.
1812:  I metodycznie zabijamy.
1814:  Nie ma tak.
1816:  Czas ulepszyć płomień piromancji.
1818:  On jest ulepszony do 13.
1824:  Więc wiecie.
1825:  Problematyczne.
1832:  Okej, zaczął tańczyć.
1838:  PRZESTAŃ SIĘ TELEPORTOWAĆ!
1841:  Mmmmm!
1841:  Teraz zobaczyłem ten teleport, moi drodzy, dopiero.
1845:  Oooooh... Szczejki kamery przed... Widzicie?
1852:  Macie wbudowane trzęsienie kamery na streamie.
1855:  Nie musicie dziękować.
1857:  Pełna imersja.
1859:  Się ładnie nazywa imersja kinestetyczna.
1863:  Swoją drogą, imersja kinestetyczna, tak zupełnie serio, to jest coś, co mają speedrunnerzy właśnie w Soulsach, kiedy oni się już nie zastanawiają nad tym, czy F jest dla, no na przykład, wyciągnięcia broni podwójnej, prawda?
1875:  Nie muszą się nad tym zastanawiać, ponieważ to jest w pamięci mechanicznej.
1878:  Ja to pamiętam z okresu, jak grałem na instrumencie i też tak miałem.
1887:  I wtedy człowiek osiąga zupełnie inny poziom grania.
1891:  Przysięgnie kamery, czyli tak zwana panika gaming.
1893:  Ja wam dam panika gaming.
1895:  To jest wszystko przewidziane, moi drodzy.
1899:  To jest wszystko wyreżyserowane.
1900:  Ja dzisiaj cały dzień pracowałem nad tym, żeby dopasować choreografię streamu.
1906:  Na czym grałem?
1906:  Fortepian.
1915:  Ależ to jest bezczelność.
1923:  On szybciej kastuje niż ja, a ja mam na czterdziestym nie wiadomo o którym poziomie już kastowanie.
1931:  Dobra, teraz już mało przerąbane.
1936:  I o to chodzi.
1939:  Lubiłem grę na fortepianie, wiecie, mnie to pomogło zupełnie nieironicznie przetrwać szkołę, bo jak przychodziłem nieprzeciętnie wkurwiony ze szkoły, siadałem do fortepianu i dosłownie potrafiłem dwie godziny
1953:  Nawalać w klawisze.
1954:  Dwie godziny.
1958:  Elden Ring czy Dark Souls 3?
1960:  Elden Ring.
1962:  No jednak mimo wszystko ciekawsze.
1964:  Bardziej rozbudowane, złożone.
1966:  Podobało mi się.
1969:  I ma pewne rozwiązania, których nie ma w Dark Souls 3.
1971:  I co więcej, mam wrażenie, że w Eldenku ta gęstość ognis nie przeszkadzała mi tak, gęstość ognis przeszkadza mi teraz w Dark Souls 3, po tym jak zobaczyłem mistrzowski Lezel Design z Dark Souls 1.
1982:  Jedyne dlaczego Niedemagianic nienawidzi bardziej niż barbarzyńców to innych magów.
1986:  Tak.
1986:  Inni magowie korzystają z tych samych, moi drodzy, wspaniałych magicznych eksploitów, z których korzystamy my.
1996:  Nie wolno tak.
1999:  Only I can live forever.
2003:  Taka zasada.
2006:  Percy i Annabeth fajnie są sportretowane w Persim Jacksonie, generalnie dobry jest casting w Persim Jacksonie, naprawdę polecam Susan O'Freeran.
2012:  Teraz oglądam Azur Robi, jest super, naprawdę.
2015:  Muszę dokończyć wreszcie.
2018:  Gala anonimy z osobistą osiągnięciem stosowych, chcę się pochwalić, że przeszedł Axos 3 bez levelowania na poziomie pierwszym.
2022:  Wow.
2023:  Duży szacun.
2029:  Nie wzdyć się!
2031:  Dobry wróg!
2035:  Przestań rzygać.
2036:  Czy ja ci pozwoliłem rzygać?
2037:  Czy ja ci pozwoliłem swoją treścią żołądkową zawalać mój dywan?
2042:  Nie.
2043:  Widzicie, jak teraz idzie?
2045:  Jeden po drugim, jeden po drugim.
2047:  Teraz bardzo ważne.
2049:  Musimy wykorzystać na nich coś, czego nie będziemy wykorzystywać na mimiku.
2056:  Idealnie.
2058:  Idealnie.
2060:  Idealnie.
2062:  Nieidealnie.
2066:  Ja po prostu, ja się rozindyczę.
2068:  Przecież ten jego podskok jest nieprawdopodobny.
2071:  Ja już nie mam leczenia.
2077:  Dobra, i teraz tak.
2078:  Jedna za drugą kula ognia chaosu.
2080:  Nie poddajemy się.
2082:  Kiedy się skończy emisja odcinków Bersyku?
2084:  Jakoś pod koniec stycznia.
2087:  Teraz jak już pograłeś trochę w Dark Souls, jak ci się podobał tutajszy system korzystania i ilości zaklęć w porównaniu do Dark Souls 3 i Elden Ringa?
2093:  O wiele bardziej.
2093:  Uważam, że dekoncentruje za bardzo... pociąganie z manierki w Dark Souls 3 i w Elden Ringu.
2102:  Strasznie mnie to irytuje.
2105:  Bo tutaj mamy jedną rzecz w ekwipunku cały czas, a ja musiałem mieć z tyłu głowy non-stop dwa przedmioty zużywalne.
2122:  Jeszcze kula ognia, jedna.
2124:  O Boże, nie!
2126:  Zapłon, zapłon.
2132:  I tak się to robi, moi drodzy.
2135:  Doskonale.
2136:  Teraz możemy przejść, wylewelować.
2142:  Kirito pisze, że technika władania kataną w Dasei Sos nie powoduje tętniaka z powodu apopleksji nieprawidłowych technik władania.
2148:  Niczym cepem.
2150:  Dopiero w Elden Ringu technika jest prawidłowa.
2152:  A, okej.
2154:  I Kirito mówi to, moi drodzy, z perspektywy... Czy ja mogę zjechać w dół tym?
2162:  Tutaj będą groźne rzeczy.
2165:  Tak, ja chcę zjechać w dół.
2167:  Więc Kirito mówi to z perspektywy osoby władającej kataną.
2171:  A jest to z plus jeden, to właśnie nie jest szans, chcę to zmienić teraz.
2175:  Opcja zwiększania liczby użyć zaklęć, ale możesz to robić, Janku, po prostu zwiększasz liczbę dostrojeń.
2182:  A, jeszcze golem, macie rację, tak.
2184:  Dobra, czyli tutaj po prostu schodami się schodziło, ja o tym zapomniałem.
2188:  Więc ubijamy golema, tylko wiecie, żeby ubić golema, czy ja mam wystarczającą liczbę zaklęć?
2195:  To jest pytanie.
2197:  Czy zagram w Nioh potem?
2199:  Zobaczę, bo soslajki, które nie są od Fromu, na razie mnie mocno rozczarowywały.
2206:  A może jest tak, że on po prostu jest prymitywny?
2212:  Ja skądś znam te kryształowe golemy.
2214:  Czy to nie jest taki golem sam, którego mieliśmy kiedyś?
2216:  Swoją drogą, niesamowicie mnie rozbawiło, dlatego się dowiedziałem z któregoś z klipów od Kishaka, że tego golema żółtego nazywa się Piss Golem.
2227:  To było piękne.
2228:  Pęknięty naszyjnik dostaliśmy w mojej mini.
2231:  Lies of Pi mnie finalnie rozczarowało.
2233:  Tak, no bo poziom braku precyzji w tej grze sprawił, że ja nie miałem poczucia, że nabywam jakieś umiejętności.
2241:  A mogę mówić różne rzeczy o grach From, ale nie miałem żadnego takiego uczucia, że nie nauczyłem się czegoś.
2248:  Natomiast w Lies of Pi usiłowałem cały czas, bardzo poważnie do tego podszedłem, nauczyć się parowania.
2253:  Nigdy nie nauczyłem się tego.
2255:  A jednak wwaliłem w tę grę tyle godzin, ponad 90, że uważam, że okej, to jest max tego, co jestem w stanie poświęcić.
2264:  Co uważasz, pisze Jeven, o podziale graczy na hardkorowych i niedzielnych.
2267:  Mnie trochę zajeżdża to podziałem w literaturze na wysoko i nisko.
2270:  U mnie też absolutnie, dlatego tego nie używam w ogóle.
2273:  Nie przymierzę, nie przymierzę, teleportacja.
2275:  I teraz tak, po kolei.
2278:  Więc wpierw level...
2281:  I tak musimy iść do Blighttown, z tego względu, że trzeba wziąć ten Estus shard, w związku z powyższym Cura Chaosu.
2289:  Dark Souls 2 będzie wyjątkiem od reguły From Software, no właśnie przez to też chcę zobaczyć.
2294:  Jak oceniam światotwórstwo w Soulsach?
2296:  Giebo, bardzo ciekawa sprawa, bardzo mi się podoba to, w jaki sposób jest to wdrożone.
2301:  Szczerze mówiąc, chyba najbardziej, pod względem światotwórczym jednak, mimo wszystko,
2306:  Lubię Sekiro, to jest dziwne.
2310:  I Dark Souls 1.
2312:  Bo mam wrażenie, że przez to, że te gry są takie bardziej kompaktowe, to można upakować na przestrzeni troszeczkę więcej informacji.
2320:  A w Elden Ringu to było tak rozproszone, że ja już się gubiłem.
2326:  Jeszcze zabić strażniczkę z Anor Londo.
2328:  Tak jest, to też pamiętam.
2329:  Ale pierdwej, moi drodzy.
2331:  Level piromancji.
2335:  Modyfikacja wyposażenia.
2337:  Płomień piromancji plus czternaście.
2339:  Dwadzieścia tysięcy to kosztowało, więc wiecie.
2344:  Więc tak.
2345:  Mając pięć tysięcy dusz mogę się poruszać po Blighttown.
2350:  Który tom księgi całości mi się podoba najbardziej.
