🔴 Po trzykroć przeklęte Blighttown | DARK SOULS REMASTERED Livestream #2
🔗 https://www.youtube.com/watch?v=1R_sadyvDqs

7:  Zdjęcia i montaż
520:  I Grzegorz Sigora, co to nam gra?
522:  Demon Knight nam gra, moi drodzy.
523:  Wesper, Dawid Wojacki, Misiek Milan, Pchamtaczkę, Mephisto, Marlovan, wszyscy wspierający kanał, wszyscy, którzy będą tego odsługiwać.
532:  Później, moi drodzy, zaczynamy, wygaszamy ponurą muzykę i przechodzimy do tego, na co bardzo czekacie, mianowicie, moi drodzy...
540:  Tego wspaniałego, darksosowego sonoryzmu tych brzmień cudownych, które będą nas teraz prześladować wraz z dużym żarem, który umożliwia nie wiadomo co, ponieważ nie można przeczytać.
555:  A nie można przeczytać dlatego, że niestety komputer działa za szybko.
559:  Problemy pierwszego świata.
563:  Pozdrawia Lucyfera i Lucyfer pozdrawia Mephista.
566:  Co to za wspaniałe rzeczy na czatach się dzieją?
569:  Mamy całe piekło, moi drodzy.
571:  Pamiętacie może kwestię klasyczną księdza Natanka?
574:  Czarny jak piekło, czerwony jak ogień?
576:  Tak jest niesamowicie.
577:  Mnie domaga Jamnix, moi drodzy.
579:  Takie są nasze ledy.
580:  Taki jest Jamnik, który zawstydzony gdzieś tam jest w końcu, nawet go nie widzicie, tak jest zawstydzony tym, co się działo ostatnio.
587:  A działy się rzeczy, moi drodzy, na przykład jeden boss po prostu stwierdził, że popełni samobójstwo, bo jeżeli zobaczył tylko mnie domaga Jamnixa, to rzucił się od razu w przepaść.
596:  Szelmutka jest Jamnikołajką jeszcze na samym początku.
598:  Pralinka, Nadia Lewi, nasza moderatorka, także moi Małgorzata Piłat i Mieczysław i Tomasz Skrzypczak otrzymują wsparcie.
605:  Niuch, Karol Łukaszewski na wiedzenie, Bjorn Hurdursson wraca do góry wspierający razem z Grzypem.
610:  Dziękuję najserdeczniej, podziękujcie moi drodzy Jamnikami, Jamnikołaje dla Jamnikołajki, jak zawsze i tradycyjnie dziękuję jeszcze raz za wsparcie społeczności kanału.
623:  Mógł się też, bo spisze Bliksoniak, poślizgnąć na wylanym estusie niedomaga.
628:  To jest dopiero... Wyobraźcie sobie, jak bardzo żenującą musi być śmierć z poślizgnięcia się na własnym estusie.
636:  Znaczy, bardziej żałosne byłoby już wyłącznie poślizgnięcie się na własnych wydzielinach.
642:  Czy myślicie, że ten dziwny człowiek będzie chciał z nami rozmawiać?
647:  Otóż chce?
649:  Proszę bardzo.
654:  Reaguje na to, co zrobiliśmy.
656:  Podoba mi się.
659:  To już więcej niż robi Starfield.
668:  Przepraszam, kaszle i mogliście usłyszeć staw, nie miałem tego wcale na myśli.
672:  Przy okazji widzę jeszcze, że ktoś świętuje urodziny, muszę szybko sprawdzić, kto.
676:  Wesper, dzięki za wsparcie od 7 miesięcy, Wesper prosił o urodzinowe zajamniczenie, w związku z powyższym ode mnie tradycyjnie również... Co ja zrobiłem?
686:  Boże, ja go zraniłem.
687:  Ode mnie również tradycyjnie wszystkiego jamniczego.
690:  Muszę bardzo uważać, moi drodzy, ponieważ mój klawisz chyba... Nie, to nie mój klawisz zrobił.
696:  Do przełączania.
697:  O Boże.
699:  O Boże.
701:  Bardzo, bardzo nie chciałem tego... Przepraszam.
704:  Przepraszam.
707:  Haasakuro, dzięki za wsparcie od 8 miesięcy.
709:  Jamnik, tak.
712:  Czy on właśnie szydzi z naszej katany?
715:  Skandal.
716:  Ja kiedyś przypadkiem zabiłem kupca, więc uważaj.
718:  No właśnie, muszę pamiętać, że w tej grze niestety jest tak, iż lewy przycisk myszy nie przełącza dialogów.
727:  Balrog72 pisze, że był na godzilli, dobry, ale jednocześnie trudny w odbiorze film.
731:  Czuć szacunek Japończyku do tego potwora.
733:  Na pewno warto pójść na godzillę w odróżnieniu od pana Kleksa, więc wykorzystajcie to ostatnie dni dobrze.
738:  Mieliśmy wczoraj fajną dyskusję na temat tego, jak ogarnąć te wszystkie twory kultury, które nas otaczają, skoro jest ich tak dużo.
746:  Jak wszystko poznać?
747:  Jak być na bieżąco?
748:  No właśnie w ten sposób, to znaczy słuchacie recenzji kogoś, z kim się zasadniczo zgadzacie, albo kto ma podobny gust jak wy i dzięki temu oszczędzacie sobie pieniądze i czas i nie idziecie na jakieś guano kompletne.
761:  To jest rozwiązanie.
762:  Jakub Młotko pozdrawia razem z żoną i dwoma kotkami.
765:  Serdeczne pozdrowienia dla całej radosnej kamaryli Jakuba.
767:  Proszę pogłaszczyć kotki.
770:  Nie wiem, jak żona by zareagowała na pogłaskanie, więc zatrzymajmy się na kotkach.
775:  Nie pytajcie, skąd przyszedł makatany.
776:  Podobno zaciukałem kupca.
781:  Szymon Nalewajko pisze, że należy zaznaczyć, że Sapka twierdzenie, że Polacy nie umieją fantazy nie dotyczy pisarzy, a wyłącznie filmowców.
786:  No w przypadku Sapka niestety też to dotyczyło fantazy, ale prawda, jeżeli chodzi o Feliksa Kresa, Roberta Wegnera, Agnieszkę Hałas, Annę Kain, to...
798:  podobno również Rafała Kozika, choć nie znam tego jego jednego opowiadania fantasy, które napisał Marcina Podlewskiego, no wielu, wielu innych, to zdecydowanie wnosząc po moich lekturach ich muszę powiedzieć, że Polacy umieją fantasy, tylko zauważcie, że to nie jest taka klasyczna słowiańska fantazy, o jakiej mówił Sapkowski.
816:  Każdy wykuł swój własny styl, mocno się inspirując z fantasy zachodnio, natomiast prawdą jest, że fantasy jako gatunek nie jest za bardzo zakorzeniona w naszym...
825:  nie wiem, idiomie w naszej kulturze, w naszych odniesieniach.
828:  Mamy z tym pewien problem.
829:  Strasznie czekam na to, aż ktoś to wreszcie zrobi dobrze.
832:  Legendy polskie Allegro były this close.
839:  Lucyfer pisze, że ktoś zostanie przerobiony na elfa z cebulą.
843:  Dobry.
847:  Będę niezmiennie wykorzystywał ten efekt, aż się wszystkim znudzi, włącznie ze mną.
851:  Wiecie, dlaczego tutaj przeszliśmy?
852:  Ponieważ zapamiętałem, że nie zabiliśmy tych dwóch.
855:  Widzicie?
855:  Widzicie, moi drodzy?
857:  Krzysztof pamięta.
861:  Lore time.
862:  Za każdym razem, gdy usłyszysz bicie dzwonu przebudzenia, będzie to oznaczało, że inni nie umarły, dokonał tego samego, co ty wczoraj.
867:  Ale numer!
868:  Rewelacja.
869:  Pan inżynier pisze, że mamy możliwość zdobycia pierścienia.
871:  Dobrze.
872:  Wiecie, co jeszcze możemy zrobić?
873:  Spróbować...
880:  U góry już nie ma snajpera, został zabity.
882:  Ostatnio.
883:  Na szczęście.
884:  Ich tam jest... ...więcej.
892:  Beka!
894:  Jak śmiesz!
898:  Ja zabiłem bossa!
903:  Jakie piętnaście!
907:  Jakie osiemnaście!
910:  No!
911:  104!
911:  Au, au, au!
921:  Grasz offline, więc nie usłyszysz dzwonów od innych.
923:  Oj, to jest ta wada.
925:  Czy idziesz na najnowsze filmy Studia Ghibli, chłopiec jego szapla?
927:  Tak strasznie chcę pójść.
929:  Strasznie chcę pójść.
930:  My jesteśmy ustawieni z partnerką, że idziemy na to, albowiem obydwoje lubimy Studio Ghibli.
935:  Proszę nie śmiać się!
936:  Ze śmierci nie domagajam niks, a po prostu jeszcze jestem niewprawiony, niewyćwiczony.
940:  Wiecie dlaczego?
941:  Dlatego, że z jakiegoś względu schowałem katanę i nie mogłem go trafić.
946:  To jest fantastyczny początek.
950:  Moi drodzy, święty Gerwazy od Zielonych Świątek taki umierania uczynił początek.
958:  Mam PTSD sprzed paru minut przy Jan Guzek, tak.
960:  A propos schodzenia w dół, o nie, nie, nie, nie, nie, nie.
963:  Nie mówimy jeszcze o schodzeniu w dół.
965:  Na razie spokojnie, na razie czyścimy to miejsce, tak.
969:  Pozwolenie dla wszystkich podróżujących pociągiem.
971:  Stream jak umili 6-godzinną wyprawę.
973:  Tak należy, moi drodzy.
974:  Tak należy.
975:  Gdzie są moje dusze?
976:  Ale widzicie, ten pomysł, żeby się skradać był dobry.
981:  Przynajmniej jednego wyeliminowaliśmy.
983:  Natomiast nie wiem, w jaki sposób wyeliminować ich wszystkich.
987:  A może jak zrobimy tak, to będzie łatwiej?
998:  Nie.
999:  Nie, to był bardzo zły pomysł.
1004:  Dobra, dobra, dobra, dobra.
1005:  Poszedł jeden prawie.
1008:  Kot!
1010:  O nie, not good, not good, not good, not good, not good, not good, not good, not good.
1014:  Zapomniałem o nich.
1017:  Zły pomysł.
1018:  Bardzo zły pomysł.
1022:  No, no, no, chodź, chodź, chodź.
1023:  Chodź, ptysiu, chodź.
1034:  Jakim cudem to się udało?
1036:  To ja nie wiem, ale się udało.
1040:  Dobra, 125.
1041:  Poszedł.
1042:  Został jeden.
1043:  Został ostatni.
1046:  Emocje jak na grzybach.
1048:  Ostatnia kula ognia.
1049:  Tak jest!
1050:  Siach!
1051:  Wygrana!
1058:  Teraz została nam, moi drodzy, już tylko katana ma.
1061:  Więc obu rączki chwytamy i modlimy się do mamy.
1065:  Uda się.
1068:  Pokonujesz super trudnego bossa bez problemu.
1070:  Pokonuje cię bez problemu.
1071:  Kąt prosty 90 stopni.
1073:  Tak jest.
1073:  Tak właśnie jest.
1075:  Ulepsz miecz.
1075:  Trzeba będzie pójść do kowala i to istotnie uczynić.
1078:  Aaa!
1080:  Ja już wspominałem, jak ja kocham tę interconnectedness.
1086:  Wewnętrzną łączliwość tego świata.
1089:  Absolutnie kocham.
1091:  Ehehehehehe!
1098:  Klucz do piwnicy.
1100:  Niedługo dołem się, mam wymyślić o feministkach w Polsce, bo dziki trener wstawił film przy Just Whiteley.
1104:  Całe szczęście.
1105:  Bardzo się cieszę.
1106:  Teraz czekam tylko, aż Magdalena Środa na przykład wstawi film o wyciskaniu na klatę i mamy komplet, moi drodzy.
1113:  W sumie myślę, że ten klucz jest bardzo ważny.
1114:  To świetnie, że go zdobyliśmy w takim razie.
1116:  Zobaczcie, najczy dziura Krzysztof znalazł następną dziurę.
1121:  Był już robiony kowadło mordy, boss opcjonalny.
1124:  Nieeee.
1126:  Przewejście z Halabarda, pisze FinkHero.
1128:  Nie wiem, czy nie będziemy poprzestać na razie na Katanie.
1133:  Bliksoniak pisze, że ostatnio jak grał w Dark Souls 3, najwięcej zginął na tym pierwszym mobku kryształowym.
1136:  Wszystkie bossy to były kwestia dwóch, trzech podejść.
1138:  Włącznie z Nameless Kingiem?
1140:  Włącznie z Midirem?
1142:  Włącznie z Demonem?
1144:  Demon of Hatred bodajże?
1146:  Gratuluję ci.
1148:  Tu jest, moi drodzy, halabarda.
1151:  Ja przy Nameless Kingu pierwszy raz w serii Dark Souls i w ogóle w Souls-like'ach straciłem kompletnie kontenans, a ściślej mówiąc straciłem zdrowe zmysły.
1161:  Drugi raz zdarzyło mi się to przy Elden Beast, ale nie do tego stopnia jak przy Nameless Kingu, bo Nameless King miał ten problem, że była tam taka muzyka.
1172:  I wytrzymałeś się to przez kilka godzin treningów, więc ja sobie włączyłem jakąś sympatyczną muzykę, na przykład...
1179:  Jakiś ładny swing albo coś w tym stylu.
1182:  I w ten sposób ćwiczyłem sobie przez parę godzin.
1184:  Tylko dzięki temu nie straciłem zmysłu przynajmniej z Kingu.
1187:  Natomiast Midira?
1188:  Midira ja mogę trenować ad mortem usrandum.
1191:  Z dziką przyjemnością.
1193:  Midir ma taką muzykę, że wow.
1195:  Percy Jackson jest obecnie jednym z najlepiej ocenianych seriali na Disneyu.
1197:  Pisze Hau Asakura, który jest swoją drogą wielkim fanem Percy'ego Jacksona.
1203:  Dziękuję ci za trybut.
1205:  No przecież OST Midira to jest coś wspaniałego, moi drodzy.
1208:  Aaa...
1214:  No więc tego się nie spodziewałem.
1216:  Dobra, Estus.
1217:  I spróbujemy go... Ja nie mogę teraz parować, prawda?
1224:  Nie mogę parować.
1236:  Krzysztof go zabił.
1239:  No nie żartuj na WMO, ja nie byłem w stanie kompletnie się do tego przyzwyczaić.
1247:  No ja miałem problem w drugiej partii, zresztą wywiązała się mała dyskusja na Discordzie w komentarzach do streamu, moi drodzy, holistyczna agencja jest kapistyczna, link w opisie.
1255:  I dyskutowaliśmy w sekcji, nie, to było w sekcji Dark Souls and Souls Bones, dyskutowaliśmy tam na temat tej walki z Eldenbeath.
1262:  Wyobraźcie sobie teraz, wyobraźcie sobie przez moment, że pod koniec walki z Radogonem w tym momencie wjeżdża cutscena i przybywa nasz torrent.
1275:  nasza szkapa urodziwa przybywa i w drugiej części walki, jak walczymy z Elden Beast, mamy konia.
1282:  I w ten sposób gra by sprawdziła naszą umiejętność walki kony.
1285:  O Boże, jakie to byłoby wspaniałe.
1286:  Witamy Dominika Jamniko, twórczynię Klimczak.
1288:  Moi drodzy, pytacie, kto taką przepiękną grafikę zrobił?
1291:  Otóż była to Dominika, która zasługuje na dwa jamniki na raz.
1295:  Wiele jamników dla Dominiki.
1298:  Dwukadrowe, moi drodzy jamniki, tylko dla Dominiki, jamnikotwórczynik Limczak.
1302:  Obczajcie jej rzeczy.
1304:  Czekajcie, ja w tym naszym gronie jeszcze nie mówiłem o stronie Dominiki, na której ona ma swój sklepik, a czemu by nie, czemu by nie, zrobię to przecież.
1313:  Tylko poczekajcie, muszę się przełączyć na drugi ekran.
1315:  To nie jest proste przy Dark Soulsach.
1317:  To nie jest proste przy Dark Soulsach, ponieważ trzeba zrobić tak i trzeba zrobić tak i wejść na stronę bajmiszka.pl, moi drodzy.
1324:  To jest ta strona.
1325:  Ja wam zaraz wyślę link do tej strony, proszę bardzo.
1328:  Tu możecie kupować rzeczy, które robi Dominika i jak dobrze pójdzie, jak dobrze pójdzie, to będą się tutaj pojawiały jeszcze inne rzeczy niespodziankowe, rzeczy, ja wam nic na razie nie mówię.
1336:  A tu macie plakaty, nie wiem, jest po świętach, tak?
1339:  Ale kto powiedział, że nie można zrobić prezentu noworocznego?
1342:  Oczywiście, że można zrobić prezent noworoczny.
1344:  Wbijajcie na stronę Dominiki.
1345:  Tutaj macie stronę Dominiki, a wracamy teraz do Dark Souls i wracamy do ginięcia.
1349:  Czy zostało jeszcze jakieś miejsce, do którego powinniśmy pójść?
1351:  Tak, został kowal, moi drodzy.
1354:  Pójdziemy do Fakes Forge i wykłujemy sobie fejkowy miecz.
1358:  Taki plan.
1360:  Po czym poznajemy, że zbliżamy się do kowala?
1363:  Po tym wspaniałym dźwięku.
1365:  Będziecie z zachwytem go słuchać przez najbliższe nie wiadomo ile.
1370:  Krzysztof, czy popsuć Akademię Pana Kleksa jest polską odpowiedzią na to, co zrobili w Stanach z Piotrusiem Panem?
1374:  Możliwe.
1375:  Co zrobili w Stanach z Piotrusiem Panem?
1376:  A, już wiem, ja to wyparłem.
1380:  Może sobie, moi drodzy, jakiś nowy poziom zrobimy.
1383:  Co wy na to?
1383:  Może nowy poziom nie jest złym pomysłem.
1387:  Dlaczego ja się zaśmiałem?
1388:  Tak jak Nemezis...
1391:  Nie, nigdy sobie nie przypomnę jak się nazywa ta postać z przyjaciół, ale już w sumie nikt nie kojarzy przyjaciół, więc co tam.
1401:  Nie mamy żadnych duszyczek już.
1407:  Chłopi lepsi od Kleksa.
1409:  I to o ile?
1411:  I to o ile, moi drodzy?
1413:  Wspaniałości.
1415:  Śmiejesz się jak każdy NPC w Soulsach.
1416:  Nie wiem, z czym problem.
1418:  Jenis, dziękuję.
1419:  Widzicie?
1420:  To jest niesamowite.
1421:  Ja powiedziałem, że śmieję się jak ktoś od tego kogoś, a czaty i tak się domyśliły, o kogo chodzi.
1426:  To jest niesamowite.
1432:  Co myślisz o grze Avatar?
1433:  Nie grałem.
1434:  Nie grałem jeszcze.
1440:  Tak, potrzebuje wzmocnić broń.
1444:  I proszę bardzo, katana ma.
1446:  Otóż nie da się, potrzebuje jeszcze jednego odłamka Tytanitu.
1450:  Gdzie są jeszcze jakieś odłamki Tytanitu?
1453:  Dobrzy ludzie.
1454:  Czy oglądają Williego Łąkę?
1455:  Dzisiaj oglądają i nawet fajny przyda w Bigos.
1457:  O, to dobrze wiedzieć, dobrze wiedzieć.
1459:  Tak jest, Yuna Gasei, rozumiemy się bez słów.
1461:  Tak jest.
1462:  Nenu pisze, że szkoda strasznie tego kleksa, była szansa zrobić coś dobrego.
1465:  Absolutnie.
1466:  Wczoraj też rozmawialiśmy o tym, że można było na przykład bez żadnego problemu zrobić sobie kleksa, w którym podróżujemy do bardziej aktualnych światów baśniowych, nie?
1475:  Na przykład takie
1475:  Nie.
1476:  Nie idziemy tutaj jeszcze.
1477:  Nie idziemy tutaj jeszcze.
1478:  Kup przedmiot.
1480:  Właśnie, jaki przedmiot?
1481:  Bo mamy troszeczkę duszyczek rzeczywiście na zbyciu, więc może rzeczywiście coś kupimy.
1485:  Kup przedmiot.
1513:  Ej, to jest OP!
1516:  Ile ja jeszcze mogę tego Titanitu kupić?
1518:  Już nie mogę.
1521:  Ale to jest bardzo dobra wiadomość.
1522:  Uwolniłeś typka w złotej zbroi na piętrze, to jest NPC, z którym można pociągnąć quest.
1526:  Uwolniłem, ale nie wiem, gdzie się pojawił.
1528:  Nowy Kleks wyszedł już.
1530:  Był lot rano na pokazach przedpremierowych.
1532:  Oficjalna premiera jest 5 stycznia, ale dzięki mnie już wiecie, że na to nie warto iść.
1537:  Jeszcze jest jedna rzecz, którą możemy zrobić, mianowicie pogadać z Rycerzem Cebulą.
1540:  Ucieszy się, że zadzwoniliśmy już w jeden dzwon.
1544:  Poza tym, moi drodzy, to jest Akademia Pana Plebsa.
1546:  Odróżnimy Akademię Pana Plebsa od tej rewelacyjnej Akademii Pana Kleksa, gdzie mieliście na przykład...
1553:  Ja wam to puszczę, bo nie mogłem tego puścić w filmie, bo wiecie, copyright, ale mogę wam na moment, na moment dosłownie na scenie puścić.
1560:  To jest, to jest, to jest legenda.
1566:  To jest absolutna legenda.
1575:  Jak ja się tego bałem w dzieciństwie,
1579:  bogowie!
1580:  I to było ultra realistyczne, jak na tamte czasy.
1583:  Tak jest, TSA, i to się, to było jakieś tajne stowarzyszenie abstynentów, tak się to rozwijało, jakoś śmiesznie się nazwiało nazwę tej kapeli.
1591:  I nie jestem w stanie zrozumieć, jak w latach osiemdziesiątych można zrobić realistyczne fantasy, a dzisiaj, nie, dzisiaj będziemy szli w jakiś kompletny brak realizmu.
1602:  Nie jestem w stanie tego zrozumieć.
1603:  Nigdy tego nie pojmę.
1605:  Pan Kleks obecny, przepraszam, pan Plebs jest...
1609:  na całkowitym krańcu spektrum przeciwległym wobec tego, co teraz widzicie, a zwłaszcza słyszycie, o Boże, jakie to było dobre.
1618:  Ja znowu sieknąłem kataną, tak.
1621:  Zaklęcia doktora Paihiwo, tak.
1624:  1670 nawet jest wspomniane Stefanie Szwedczenko w recenzji, bardzo mi się podobało.
1632:  Ej, zadzwoniłem dzwonem, czemu mnie nie chwalisz, głupia cebula?
1637:  Już strzelają fajerwerkami po mocy, pisze Jesa.
1640:  No, to jest problem straszny, niestety.
1642:  Firelink Shrine siedzi naprzeciwko fajerki P. Należy go zabić albo piękna pani umrze, a ognisko zgaśnie.
1648:  Zabijamy go, ale gdzie jest... Trzeba dotrzeć do Firelink Shrine.
1651:  Tu się nie da teleportować między ogniskami, prawda?
1654:  Nie da się, nie da.
1660:  Jaka jest najkrótsza droga do Firelinka?
1664:  Nie zabijamy go.
1666:  Czaty jak zawsze niezdecydowane.
1668:  Ja mam od wczoraj tak, okej zabijamy Złotego Rycerza, okej nie zabijamy Złotego Rycerza, okej zabijamy Złotego Rycerza, okej nie zabijamy Złotego Rycerza.
1677:  Catboy pisze, że dzięki, dzięki mnie obejrzeli 1670 i bardzo się cieszę.
1682:  Miałem wcisnąć M, a potem sobie przypomniałem, że mapy nie ma.
1685:  Dobra moi drodzy, tak czy siak musimy się udać do Firelinka.
1688:  Nie mam bladego pojęcia jak to zrobić.
1691:  Czy to oznacza przy Wilka w nowej wersji nie ma żadnego utworu typu rock metal?
1694:  Grimhawk, ja ci nie będę mówił na wszelki badek, co jest tam, dobrze?
1697:  Ale podpowiem, zresztą wspominam o tym w recenzji, że to jest na poziomie krakowskich potworów i to miasto umiera!
1705:  I innych tego typu rzeczy.
1707:  Tak.
1710:  W parafii jest winda.
1711:  Mądre, mądre, mądre, mądre, mądre, mądre, mądre, mądre, mądre, mądre, mądre.
1718:  Krzysztof zapomniał, Krzysztof zapomniał, ale już pamięta.
1721:  Dzięki czatom.
1724:  Im szybciej dotrzemy do Anor Londo, tym szybciej będzie fast travel.
1727:  Spokojnie.
1728:  Czy Golasz Filip był?
1729:  Golasz Filip jest na bezsenatu.
1732:  Ale to dopiero wtedy, jak Filip bezsenatu zetnie zarost.
1738:  A Filip mnie prędko zetnie zarost.
1742:  Będzie jeszcze film Pieprzyć Mickiewicza, wyświetlił mi się trailer, nie prezentuje się ciekawie, ale zgadzam się z przesłaniem.
1749:  Nie muszę oglądać tego filmu, ja już się zgodziłem z przesłaniem.
1754:  Nie muszą mnie przekonywać, moi drodzy.
1756:  Ja się już zgadzam.
1759:  Czy to jest zapasowa pamięć Krzysztofa?
1761:  Absolutnie nie, Anno.
1763:  Teraz tutaj muszę pilnować, bo jest o wiele głośniej muzyka niż wszędzie indziej, ale to jest z drugiej strony piękna muzyka, więc miejmy ją sobie relatywnie głośno.
1770:  Dobrze, gdzie ma... Ja tak czy siak nie widzę tego rycerza w złotej zbroi, więc wiecie co?
1775:  Jest bezpieczny.
1776:  Nie zabijemy go.
1778:  Gdzieś tutaj są schody, ja ich nigdy nie umiem znaleźć, albo one są ukryte za drzewem.
1783:  Użyję ogniska.
1783:  Mądre, mądre, mądre, mądre, mądre, mądre.
1791:  Użyte.
1793:  Ale te schody są ukryte, moi drodzy, także obokowie.
1797:  Używać kopnięć.
1799:  Ach, tu jest złoty rycerz.
1800:  No faktycznie jest rycerz znycerz.
1802:  No dobrze, porozmawiajmy z nim.
1803:  Ah, hello there.
1804:  I have your reward.
1811:  Proszę bardzo, słoneczny medal.
1812:  Moje drodzy, oni się nie umieją śmiać.
1814:  Jest tylko jeden kanoniczny śmiech.
1848:  To, to jest śmiech.
1850:  Ian McDiarmid.
1852:  Boże, jak ja tego aktora kocham.
1855:  Nikt nie byłby w stanie zrobić Siwa Palpatina tak jak on.
1858:  Po prostu nikt.
1860:  Schodzimy, moi drodzy.
1861:  Decyzja podjęta.
1863:  Śmieję się prawie jak Siw Palpatine.
1865:  Nie mam serca go zabijać.
1867:  Co tu jest?
1868:  Powiedzcie mi, że to nie będzie przerażające.
1871:  Rany boskie urna!
1875:  No dobrze.
1876:  A tak, kojarzę tę Windy Pindę.
1879:  Ian McDermott!
1882:  Nie odsłuchałem jeszcze wywiadu z panią, dziękuję, na źle zagranicznym Mephisto.
1886:  Za mało czasu niestety.
1888:  Ja pochwalę się przy Jan Guzek Gargulca, pokonałem dziś za pierwszym razem.
1892:  No proszę!
1894:  To rozumiem.
1896:  Co myślę o systemie magii w malazańskiej Księdze Poległych.
1899:  Bardzo jest ciekawy koncept z grotami, podoba mi się to.
1902:  Co ta dźwignia robi?
1903:  Nie wiem.
1904:  Groty dla tych z was niezorientowanych umożliwiają czerpanie zaklęć.
1910:  Tam jest bardzo dużo niebieskich ogników.
1913:  Śmiech Voldemorta?
1916:  Bezkonkurencyjny.
1918:  Ale on nie jest potężny.
1920:  Dobrze, ja znowu nic nie widzę.
1922:  Widzicie, dlaczego gramy teraz... Widzicie?
1925:  Nie widzimy.
1926:  Widzicie, dlaczego gramy, moi drodzy, piromantą?
1929:  Właśnie dlatego, żebyśmy mogli sobie podświetlać kulą ognia.
1933:  Enneagramor, dziękuję za wsparcie od 18 miesięcy.
1936:  Nie polecam Eryni na NF.
1938:  Nie wiem, czym jest NF.
1942:  To nie twój level.
1946:  I nie idź do lokacji na wprost?
1948:  Masz klucz, więc idź, skręć w prawo do Blighttown?
1951:  Mówicie mi jakieś dziwne rzeczy, ja tutaj nie mam prawo na razie.
1955:  Popatrzcie, jak go zabiję.
1957:  Widzicie?
1957:  Gdzie nie jest mój level?
1959:  Proszę bardzo, pokonany.
1961:  Ruiny Nowego Londo.
1963:  Czy Nowe Londo i Anor Londo są ze sobą jakoś związane?
1967:  Na pewno.
1973:  Czemu nie wchodzi backstab na nich?
1977:  Tylko wchodzi takie chlast, chlast.
1979:  Krzysztof nie wie.
1984:  Na razie wszyscy żenujący przeciwnicy giną.
1988:  Estok.
1990:  Estok to jest miecz z Estusów.
1994:  Śmieszni, bezbronni przeciwnicy.
1995:  Lubię bezbronnych przeciwników.
1998:  Patrzcie jak giną.
1999:  Ha, ha, ha.
2002:  Uwielbiam.
2003:  Nie walczą z nami.
2004:  Wspaniałe.
2007:  I zdobywamy 20 duszyczek za każdym razem.
2011:  Już się zgubiłem.
2012:  Dobrze, tutaj jest jakieś wejście.
2016:  Nie byliśmy tu.
2016:  Wiecie dlaczego?
2017:  Kto wiem?
2017:  Ponieważ nie są stłuczone dzbany.
2022:  Jeśli jesteś dobry w uciekaniu, to możesz tu znaleźć ulepszenie Estusa.
2027:  Niebezpieczna droga jest.
2029:  No nie wiem, no nie wiem.
2030:  Użyto główny klucz.
2034:  Dolina Smoków.
2039:  Aha.
2041:  Podstawowe pytanie jest następujące.
2043:  Czy ta kładka jest stabilna?
2045:  Okej, ta kładka jest stabilna.
2056:  Bardzo mi się nie podobają te kolory.
2063:  Bardzo mi się nie podobają te kolory.
2071:  To ja, to ja stąd idę.
2073:  To ja stąd idę.
2074:  Dobrze, to ja stąd idę.
2077:  Tam, tam, tam są, tam są nekrotyczne kolory, moi drodzy.
2081:  Nie, nie, nie, nie, nie, nie, nie, nie, nie.
2083:  I may be an idiot, but I'm not a fool.
2085:  Idziemy dalej tą ładną doliną.
2087:  Przypomina mi dolinę, która się nazywa Lejowa.
