🔴 Wszystkie smsy Takemury | CYBERPUNK 2077 Livestream #5
🔗 https://www.youtube.com/watch?v=3YoWbiMmPU4

67:  KONIEC!
499:  Deskoriandori, The Clever One, PL, Maciej, Fredko, Mia Cibana, Amelia, Emeriu, Bryszardo, Giaos, Black Cat, Zaleś, Szef, Red Jaga, Night Flesh, Tomek91, Xenofanes, Alanciar, Maciej, Fedko, Ditfirebone,
518:  wampirzak, onufry i wszyscy stali i nie stali bywalcy streamów.
522:  Moi drodzy, to jest nie jedyne ogłoszenie drobne, jakie mam, póki nam jeszcze grają piękne rzeczy, a mianowicie, a mianowicie dzisiaj wyszedł nowy odcinek Bunkra Nauki, więc jeżeli interesują was takie rzeczy, to
535:  Moi drodzy, tu jest bunkier, a tu jest Krzysztof w bunkrze i Krzysztof jest nie sam, ponieważ jest także Ada Florentyna Pawlak, która zajmuje się, moi drodzy, rzeczami futurystycznymi, transhumanizmem, życiem po śmierci, życiem w cyberciele, jakże adekwatnie względem Cyberbanka.
552:  Nomeus, dziękuję serdecznie za trybut, przy okazji Gnom Dior, no nie inaczej.
557:  Więc polecam serdecznie, moi drodzy, nawet wam podlinkuję, o taki jestem dzisiaj dobry, a wiecie co nawet?
564:  Bunkier nauki o transhumanizmie.
569:  I cyberpunku, proszę bardzo, będzie bardzo adekwatnie, przypnę, żeby ludzie wiedzieli, którzy przybywają, nabijemy bunkrowi wyświetleń, a ponadto, moi drodzy, bo to nie jest też jedyna rzecz z tego, co pamiętam, coś jeszcze dla was miałem, nie, a, coś jeszcze dla was miałem, to znaczy, śmieszne rzeczy się dzieją, nie mogłem się powstrzymać, mianowicie, wiedźmińsko się śmieszne rzeczy dzieją.
592:  Mianowicie, scenarzysta Wiedźmina zaatakował fanów mówiąc o tym, że się fani nie znają, że fani nie rozumieją, co się dzieje, tylko problem polega na tym, że jak zaczął argumentować, to się okazało, że niestety pomylił fakty z książki, w związku z powyższym ludzie mu to radośnie uświadomili.
610:  Haha, haha, czy ktoś się tego spodziewał?
613:  Oczywiście, że ja się tego spodziewałem.
615:  Staram się dla was, moi drodzy, jeszcze zrobić recenzję Wiedźmina, ale nie wiem, jak z tym będzie, ponieważ jestem tak zmęczony już tą sytuacją całą, że tak, że moi drodzy, potrzebny jest eskapizm, tak?
625:  Potrzebny jest cyberpunk.
628:  Gdzie jest cyberpunk?
629:  Dlaczego cyberpunk się nie pokazuje?
630:  Pokazał się cyberpunk, proszę bardzo.
633:  W tym miejscu, w którym zakończyliśmy, moi drodzy, nie będziemy nic kombinować, bo Wiedźmin już się skompromitował tak, że się bardziej nie da, moi drodzy.
641:  Nie jest to możliwe.
644:  Nie znam się, a się wypowiem.
645:  Tak jest, tylko że wiecie, problem polega na tym, że nie znam się, a się wypowiem, mówi scenarzysta hendożonego Wiedźmina, Loren Fistek.
652:  Tak, to jest problem jeden jedyny.
654:  Ekranik pisze, że szkoda, że mnie nie było na skierkonie.
656:  Też tak uważam.
657:  Bardzo chciałem mieć możliwość porozmawiać.
659:  Bardzo mi przykro, moi drodzy, nie da się czasem wszystkiego połączyć.
663:  Ja jeszcze do tego wszystkiego musiałem być w domu z uwagi na zalecenie lekarskie, przynajmniej jeszcze tydzień.
670:  bo Krzysztof się leczy, korzystając z tego, że nie ma roku akademickiego.
673:  Co myśmy ostatnio zrobili?
675:  A, mamy teraz się spotkać z Takemurą, a tutaj zakończyliśmy quest z Panam, Panam, Panam!
681:  Co tu się dzieje?
682:  Dlaczego Saul nie może już odebrać telefonu?
686:  Nie możemy zadzwonić do Saula, ponieważ Saul dychawicznie kaszle, jak nasza szkapa.
692:  Deskorian cieszy się, że wreszcie pierwszy raz jest na żywo, a nie nadrabiam.
696:  Jamniki, moi drodzy, dla Deskoriana, któremu się udało taką wspaniałą rzecz osiągnąć.
701:  Proszę bardzo.
702:  Krzysztof, masz oddać dług Riperdekowi.
704:  Nigdy Riperdokowi.
705:  43 477, to jest bardzo mało pieniędzy, moi drodzy.
711:  To jest najwyżej parę lamp Amaranu.
716:  Oddaj dług Wiktorowi.
717:  Nie, macie rację, zobowiązałem się, że pierwsza rzecz, jaką zrobimy, moi drodzy, pierwsza rzecz podczas tego streamu, to będzie oddanie długu Wiktorowi.
726:  Ja to obiecałem, nie mam teraz wyjścia.
729:  Problem polega na tym, że nie wiem, gdzie jest Wiktor.
732:  Spłać dług zaciągnięty u Wiktora.
737:  Kiedy obiecane?
738:  Command & Conquer.
739:  Obiecałeś, Krzysztof obiecał.
740:  Dzięki mi, Joci Bana, za trybut.
742:  No ciężka sprawa, nie wiedziałem, że będzie tak dużo gier, bo teraz wychodzi Baldur's Gate 3, a wiecie, co jest we wrześniu?
748:  We wrześniu jest Phantom Liberty.
752:  Kto wie, czy nie będzie jeszcze nadchodziło przy okazji jakiś dodatek 1 do Warhammera 3, a oprócz tego Lives of Pi.
758:  Musimy zagrać w Lives of Pi, nie ma wyboru.
760:  Martu, dziękuję za bycie Jamnikołajką.
763:  Martu podarowała wspieranie Redjadze, Nani Nani, Tik Tak, Wojciechowi Franciszkowi Żurawskiemu i Remigiuszowi Bębniście.
772:  Martuj zjemnikołajku, dziękujemy serdecznie.
775:  Starfield, Starfielda olewam.
777:  Starfielda to obejrzyjcie sobie na bezschema, znaczy na bez życia.
780:  Jak znam życie, Filip na tysiąc procent będzie streamować Starfielda, bo Filip kocha science fiction, a ja nienawidzę.
787:  Znaczy nie,
788:  Lubię, ale w porównaniu z fantasy nienawidzę, to znaczy tak bardzo kocham fantasy, a nienawidzę, ściślej mówiąc, science fiction, w którym nie ma potworów, w którym nie ma kosmitów.
798:  Starfield jest właśnie takim przypadkiem science fiction, gdzie dostaje, o, ludzi w różnych frakcjach, jakie to interesujące, będziemy eksplorować kosmos, zupełnie jak w naszej rzeczywistości, o, rakieta, rakieta ma silnik, rakieta startuje, o,
818:  Lądownik ląduje, krążownik krąży.
821:  Oj, oj, oj, oj, oj!
823:  Jaka ta ludzkość nowoczesna i futurystyczna!
829:  Blech!
832:  Okropność, dajcie mi obcych, to będę grał wtedy, tak?
836:  Musi być element fantasy w science fiction, żeby było dobrze i wtedy mamy Warhammera, tak?
841:  40 tysięcy.
843:  Oczywiście, że narzekam, zawsze narzekam.
844:  Muszę się zbierać.
846:  My też wkrótce ruszamy.
848:  Jak tylko chłodnica trochę ostygnie.
851:  Trzymaj się, V. Nie zapomnę, co dla mnie zrobiłaś.
854:  Jeszcze dodajmy do tego to, co Luke Stevens cały czas powtarza na temat Starfielda, to znaczy, że genialna baktezda razem z jeszcze bardziej genialnym, jak on się nazywa, Todem Howardem, stwierdziła, że genialnym pomysłem będzie, o Boże drogi, ażeby uniemożliwić ludziom eksplorację planety szybko.
875:  Znaczy, będziemy eksplorować planetę, wiecie, jak będziemy eksplorować planetę w Starfieldzie?
879:  Pokażę wam.
881:  To jest, to jest eksploracja, to jest eksploracja w Starfieldzie, dużej planety, nie jednego Night City, tylko planety.
902:  O, zeskanujmy tę roślinę!
903:  To obca roślina!
904:  Skanujemy, skanujemy, skanujemy, skanujemy, skanujemy, o!
916:  O. O. Czy ja widzę na horyzoncie obcą formę życia?
921:  Czy to jest obca forma życia?
923:  O, nie!
925:  To nie jest obca forma życia.
927:  Skanujemy.
931:  Zeskanowane.
933:  Tak będzie wyglądała eksploracja w Starfieldzie, tak?
936:  Tutaj nawet mogę sobie przywołać motor, a nie mogę tego zrobić, cholera jasna, w grze, która polega na eksploracji kosmosu.
943:  Krzysztof już zgubił motocykl.
944:  Motocykl jest w tę stronę.
947:  Immersja, tak jest Macieju Fatko, tak jest.
949:  No Man's Sky po raz drugi, tylko że w No Man's Sky Panie Czerny można było, przypominam, lądować i startować w sposób płynny, a backtesta nam zaoferuje ekran ładowania z animacją.
960:  Koszmar absolutny.
964:  Więc tak.
966:  Nie, absolutnie nie zamierzam grać w Starfielda.
971:  To jest No Man's Sky, tylko w innym opakowaniu Bethesda, więc jeżeli ktoś chce grę o eksploracji kosmosu, polecam No Man's Sky, zdecydowanie.
978:  Mavka i Strażnicy Lasu w ogóle nie kojarzę.
980:  Czyli nie tylko według mnie Starfield zapowiada się jako coś śmiertelnie nudnego, pisze Przemysław Szewiński.
985:  Starfielda baszuje od jakiegoś miesiąca Luke Stevens na swoim kanale, cały czas, non-stop.
991:  Więc nie jesteśmy osamotnieni.
994:  Bethesda nie musi się starać, bo przecież on też zrobił za nie grę.
997:  Bethesda ma zrobić The Elder Scrolls VI.
999:  Nikt na nic innego nie czeka.
1001:  Widzicie, jak się kończy robienie czegoś, czego fani nie chcą, a ignorowanie kompletnie swoich klientów tym, że jesteśmy Tomaszem Bagińskim i Loren Fiste, którzy mają 30% mniejsze przychody z Wiedźmina, a było... O, to nie jest dla fanów!
1016:  To jest dla...
1017:  szerokiej publiki!
1019:  Oj, oj, oj, oj, oj, oj, oj!
1020:  Bardzo mi przykro, ptysiu!
1022:  Szeroka publika nie interesuje się twoim serialem!
1026:  Widział Krzysztof wywalając się z motoru.
1030:  Jeżeli chodzi o eksplorację kosmosu, która mnie interesuje, o proszę bardzo, weźmy sobie taki jego chociażby Stellaris, nie?
1036:  Są obce rasy, są obce rasy.
1038:  Krzysztof od razu jest zadowolony.
1039:  Należy włączyć radio, należy wzionoć pył.
1043:  Proszę bardzo.
1046:  Wszyscy chcą The Elder Scrolls VI, ponieważ jedyne gry Bethesdy, które się udawały, to były Souls'y, ewentualnie, no powiedzmy ewentualnie niektóre Fallout'y.
1055:  Chociaż przypominam, że Fallout 4 i tak był krytykowany, a o Fallout'cie 76 nawet nie przypomina sama Bethesda.
1061:  Świetne radio, nawet nie puszcza nam muzyki, po prostu gada jakiś typ.
1065:  O Krzysztof, dlaczego nie słuchasz radia?
1067:  Bo nie chcę, żeby za każdym razem gadał mi jakiś typ, ponieważ mam dość radia, które za każdym razem wygląda w ten sposób, że speaker radiowy mówi.
1076:  Mówi mi rzeczy zamiast puszczać muzykę.
1079:  Dzisiaj pogoda będzie beznadziejna, ponieważ jest słońce i będzie bardzo gorąco.
1086:  A teraz będziemy słuchać zespołu, o którym nikt nie pamięta i którego nikt nie zna, ale dla który stać naszą stację.
1094:  Dla czatów Piotr Pokraśko.
1099:  Nie znoszę.
1101:  Czy jesteśmy blisko Wiktora?
1102:  Proszę bardzo.
1103:  Prawie już dojechaliśmy, moi drodzy.
1104:  Prawie dojechaliśmy.
1105:  Jak szybko.
1107:  A wiecie, co by było, gdybyśmy to robili w Starfieldzie?
1111:  Tup, tup, tup, tup, tup, tup, tup, tup, tup, tup, tup, tup.
1114:  Ale byłoby fajnie, moi drodzy.
1115:  Ale byłoby fajnie.
1116:  Ale ja wiem, co Bethesda zrobi.
1118:  Mianowicie zrobi system szybkiej podróży.
1121:  Jeszcze zapomniałem wspomnieć o smogu.
1123:  To prawda.
1124:  Smog jest... Czy myślicie, że smog jest częścią pogody?
1128:  Zawahał się przy podaniu imienia i nazwiska.
1130:  Piotr Pokraśko zawsze robi dramatyczną pauzę przed podaniem imienia i nazwiska, ponieważ wiecie, to nazwisko jest sławonośne.
1139:  Jest on takim celebrytą, że w momencie, gdy podaje swoje imię i nazwisko, to od razu trzy osoby stają się sławne.
1147:  Zupełnie jak w przypadku Tomasza Polisa.
1151:  Tomasz Polis również musi dołączyć do Piotra Pokraśko, tylko nie jestem niestety dość wulgarny i prymitywny, żeby móc go roleplayować, ale postaram się.
1160:  Myślę, że muszę troszeczkę poćwiczyć i damy radę.
1164:  Przypominam, że udało mi się już w jakiś sposób imitować styl wypowiedzi Andrzeja Stasiuka, więc się da.
1174:  Proszę bardzo, dostaliśmy jakąś bardzo dziwną muzykę, moi drodzy.
1178:  Argumentacja Netflixa jest taka, że dla szerokiej publiki miałby sens, gdyby serial był sam sobie dobry i miał sens, a nie wyglądał jak produkcja półamatorska.
1185:  Półamatorska?
1186:  Nie, moi drodzy.
1187:  Wiedźmin, trzeci sezon?
1188:  To jest porno-parodia.
1191:  To nie jest produkcja półamatorska.
1192:  Znaczy, nie, możemy powiedzieć, że to jest amatorskie porno, okej.
1195:  Litości.
1198:  Jak się włącza radio?
1200:  Weźcie mi, weźcie mi z tym radio.
1201:  Gdzie jest radio?
1202:  Weźcie mi z tym.
1203:  Co to jest w ogóle?
1203:  Jakiś, jakaś katastrofa.
1206:  O!
1208:  Muzyka ze Stranger Things, no co najmniej.
1213:  Więc mówimy o Pokraśku, jak Stanowski mówi o Janosze, to źle, bo jest Stanowskim?
1217:  Co?
1218:  Stanowski jest prymitywnym chamem.
1220:  To wystarczy w zupełności, moi drodzy.
1223:  Nie obchodzi mnie, o czym zrobi.
1224:  Może zrobić o tym, że gry wideo są źle traktowane przez polski mainstream kulturoznawczy.
1233:  Może wylaleźć lek na raka.
1236:  A to i tak nie zmieni faktu, że zrobił szowinistyczny materiał przeciwko kampanii antymolestacyjnej i
1243:  Łamię ustawę o wychowaniu w trzeźwości w Polsce notorycznie i prowadzi jeden z najbardziej prymitywnych i bagnistych, wulgarnych programów w Polsce i przenosi najgorsze rzeczy z telewizji do YouTube'a.
1259:  Może sobie robić cokolwiek, co mu się żywnie podoba i w dalszym ciągu nie kliknę.
1264:  Zaletą YouTube'a było to, że nie ma starych mediów na YouTube'ie.
1268:  Natomiast jak włączam kanał sportowy, to czuję się, jakbym włączył TVP.
1275:  Albo inny Polsat.
1276:  O, to jest na poziomie agrobiznesu.
1279:  Kojarzycie agrobiznes?
1281:  Agrobiznes to było coś, co się włączało przed fajnymi kreskówkami w radosnych latach 90.
1287:  I ponieważ człowiekowi się nie chciało...
1291:  odchodzić od telewizora, ponieważ wiadomo, za moment miał być jakiś fantastyczny Scooby-Doo czy coś podobnego, to się oglądało agrobiznes.
1299:  No więc dla mnie narracja Stanowskiego jest na takim samym poziomie jak agrobiznes.
1304:  To znaczy mogę równie dobrze słuchać o bulwach albo oglądać rosnącą trawę i będzie na to samo.
1313:  Agrobiznes dalej istnieje?
1315:  Ojej.
1317:  Dajcie spokój.
1318:  Dramat absolutny.
1319:  Czy to wreszcie jest to miejsce?
1321:  Tak.
1324:  Nawet jak wytłumaczył tą Janosik, to Stanowicki nadal powinien być jechany za swoje poprzednie rzeczy, które odwala i za pewne, jak będzie dalej odwalał?
1330:  Tak.
1330:  No tak, znaczy wiecie, ja mam taką zasadę, że póki ktoś nie przeprosi, to dalej będę jechał.
1337:  To tak samo jak jadę po fundacji Olgi Aryskarczuk za to, że nie przeprosili w imieniu snoblistki za nazwanie ludzi idiotami.
1344:  Póki tego nie złoją, potem będę jechał.
1347:  Prosta sprawa.
1352:  To widzicie?
1352:  To jest common experience.
1353:  Właśnie, jest lepsze commentary, które można oglądać, moi drodzy.
1370:  Prosta sprawa Marcin Mazurek pisze, że właśnie kończy pisać artykuł naukowy Niestety musi go skończyć do końca września, bo puk dziki Nigdy nie pomyślałbym, że będę tak zmęczony pisaniem i czytaniem o temacie I feel you bro Miałem dokładnie to samo Moi drodzy Nie uwierzycie
1404:  Dlaczego ja słyszę tu straszne łomotanie?
1406:  Zanim spłacimy dług, to porozmawiamy.
1409:  Chcę jak najbardziej przesunąć w czasie ten moment.
1412:  Korpusi już się nauczyli, żeby tu nie przychodzić.
1415:  Ale za to Arasaka znów rekrutuje wolnych strzelców, a oni zawsze chcą mieć najnowsze wszczepy.
1422:  Dobrze, że Misty ci pomaga.
1424:  Że znosi twoje marudzenie.
1426:  Pomógł się spłacić Creepy Truth, bo wiązałem się czapą.
1429:  Było najlepszą decyzją, jaką podjąłem w życiu.
1433:  Jesteś jednym z niewielu ludzi naprawdę zadowolonych z życia w Night City.
1437:  W pewnym wieku człowiek wyzbywa się złudzeń i życie staje się łatwiejsze.
1444:  Krzysztof pyta, czy opłaca się ministrologię Husysko na własnej półce.
1447:  Na pewno nie na cudzej.
1449:  To jest nieodpowiednie, ponieważ wtedy musisz pożyczać.
1452:  Pożyczanie książek to jest najgorsza rzecz w świecie, więc we własnym regale tak, wypada, warto, trzeba.
1459:  Miło.
1460:  We wszystkich przypadkach jest to dobry pomysł, ponieważ to jest najlepsza rzecz, którą napisał Sapkowski.
1473:  Ja... Gdzie popełniłem błąd?
1475:  Jaki Borys?
1476:  Nic nie wiem ja niczymut o tym, co piszesz.
1478:  Nic nie wiem.
1481:  Ciągle tłukło, ale to tak tłukło... Właśnie, właśnie dokładnie tak jest, moi drodzy.
1485:  Ja nie wiem, jakim cudem Wiktor jest w stanie tutaj wytrzymać.
1488:  Czy to jest boiler?
1490:  Przerażające miejsce.
1493:  Strasznie tłucze.
1495:  Mam kilka pytań związanych z Chipem i Silverhandem.
1499:  Nie jestem ekspertem, ale spróbuję odpowiedzieć.
1504:  O, proszę, proszę.
1507:  Johnny próbował mnie zabić.
1509:  Kurwa.
1511:  Co mogę zrobić, żeby w przyszłości mu przeszkodzić?
1514:  Dopóki sama nie oddasz mu kontroli nad ciałem, zawiernie w skóra.
1519:  Ale to będzie się zmieniało z biegiem czasu.
1522:  I co wtedy?
1524:  Nie możesz dopuścić, żeby nastąpiło wtedy.
1527:  Znajdź sposób na pozbycie się Silverhanda.
1533:  Jak to możliwe, że widzę Silverhanda?
1536:  Biochip służy do komunikacji z konstruktami, więc właściwie robi to, co do niego należy.
1543:  Czyli to zasługa Arasaki.
1545:  Jesteś najbardziej pechową beneficjentką programu Secure Your Soul.
1550:  Przepraszam, nie mam na to wpływu!
1554:  Dlaczego przeżywam wspomnienia Johnny'ego?
1557:  Macie teraz wspólny mózg.
1560:  On ma dostęp do twoich zmysłów i części wspomnień.
1563:  Ty masz dostęp do części jego pamięci.
1567:  Z biegiem czasu przestaniesz zauważać różnicę.
1573:  Ja już wolę zapłacić, byleby nie słyszeć tego tłuczenia.
1577:  Wiesz moje pieniądze wszystkie.
1578:  Weź czterdzieści tysięcy, byleby tego już nie było.
1583:  Moim jedynym przyjacielem był Jackie.
1586:  To był mój najlepszy przyjaciel.
1601:  Myślałam o wymianie cybernetyki.
1604:  Dawaj tę optykę Kiroshi, masz pod... Cisza.
1615:  Spokój.
1617:  Magdaleno, dziękuję za wsparcie od 9 miesięcy.
1619:  Pozdrawiam wszystkich mizofoników.
1621:  No właśnie, no właśnie.
1625:  Mówicie, że dobry omen dobry?
1630:  Ja nie oglądałem pierwszego sezonu w całości, bo czekałem, aż wyjdzie wszystko, natomiast Paweł Majka napisał ostatnio i trochę się z nim zgadzam, po tych pierwszych odcinkach, pierwszego sezonu tylko, więc zaznaczcie i pamiętajcie, że nie wypowiadam się o całości.
1646:  że brakuje tam Pratchetta, tzn.
1648:  było tam bardzo dużo tych dziwnych pomysłów narracyjnych Gaimana, ale było za mało humoru Pratchetta.
1653:  A Dobry Omen oryginalnie napisał Gaiman do spółki z Pratchettem i było tam 50-50 pomysłu światotwórcze Gaimana, ale też 50% ten humor Pratchetta.
1662:  Dobrze, mamy optykę Kiroshi.
1663:  Czy jeszcze coś możemy mieć, moi drodzy?
1665:  Dozownik adrenaliny, mikrogenerator.
1668:  Gdy twoje zdrowie spada, okej, do 15% uwalnia wyładowania, to nam się nie przyda.
1674:  Po pokonaniu przeciwnika przywraca 10% wytrzymałości, to się nam też nie przyda.
1677:  Układ immunologiczny, nie.
1680:  Układ nerwowy, nie.
1684:  Nie.
1686:  Szkielet, nie.
1690:  Łącze Smart.
1691:  LEGENDARNE ŁĄCZE SMART!
1695:  Świetnie!
1697:  Kupujemy!
1698:  Stać nas!
1700:  Nie mam już w ogóle pieniędzy.
1702:  Żaden Sandewistan.
1704:  Żaden Sandewistan, moi drodzy.
1706:  O Boże, znowu tłuczę!
1708:  Uciekamy stąd!
1709:  Uciekamy!
1710:  Nie obchodzą mnie twoje interesy!
1712:  O, tak!
1715:  To tutaj tłukło?
1718:  Sio, sio, sio, sio.
1720:  Dobrze, dobrze, ooo.
1722:  Ooo.
1725:  Ooo.
1729:  Dobrze, moi drodzy.
1732:  A gdzie augmentacja, dzięki której można więcej jeść?
1734:  To są pytania, moi drodzy, których potrzebujemy.
1736:  Absolutnie tak.
1738:  Dobrze, teraz jedziemy do Takemury, zgodnie ze zobowiązaniem w tytule.
1742:  Chciałem się jeszcze nauczyć jakiegoś języka obcego.
1746:  Absolutnie nie.
1748:  Wystarczy mi angielski w 100%.
1751:  a moje umiejętności kognitywne, poznawcze już nie pozwalają mi na to, żeby opanować jeden język.
1757:  Jestem też perfekcjonistą, więc nie umiałbym na przykład podstawowo ogarniać jakiegoś języka i ponadpodstawowo innego.
1765:  Muszę mieć jeden?
1767:  Świetnie.
1768:  Co więcej, koniecznie również muszę wypowiadać się po angielsku z grubsza, tak samo skomplikowany sposób, jak po polsku.
1776:  Muzyka ze Drunners.
1780:  dlatego czata się smoczały Krzysztof tymczasem
1792:  Nie mam silonego pojęcia, o co chodzi.
1794:  Nie pamiętam tej sceny!
1796:  Ale macie rację, była bardzo smutna, czapy.
1799:  Absolutnie.
1805:  To musiała być bardzo smutna scena.
1809:  Czy ktoś pamięta tę scenę?
1815:  Czy istnieje rynek wymyślony światło pod arambą bar?
1817:  Czy tworzysz sobie świat?
1819:  Zasady jak działa, później komu to wszystko sprzedajesz?
1822:  Wydaje mi się, że opisujesz trochę pracę narrative designera, to znaczy możesz coś takiego sobie robić niezależnie, ale nie ma czegoś takiego w formie jakiegoś otwartego sklepu, jeżeli o to pytasz.
1832:  Dobrze.
1837:  Ach, to była ta scena na księżycu, zakończenie, aaaa... aaaa... Już wiem, dlaczego się smucicie.
1847:  Ale za to, moi drodzy, teraz będzie piękna scena.
1856:  Proszę bardzo.
1861:  Czym nie ma magii w fantazji?
1862:  Jest sporo krótżycieniu.
1863:  Poczytaj Drudikana, Wan.
1864:  Będziesz mieć samę magię.
1864:  Dobrze widzieć mi.
1867:  Trochę... odludne miejsce wybrałeś.
1872:  W sam raz na spotkanie takie jak to.
1876:  Kiepsko... Oczywiście też drolujemy takie mury.
1878:  Co ci się stało?
1880:  Kiepsko wyglądasz.
1882:  Tak wygląda człowiek ograbiony ze wszczepów pieniędzy i godności.
1892:  Przynajmniej dobrze wdabiam się w miasto.
1893:  Ale dobrze jest dubbingowany Takemura, powiem wam.
1897:  Cetrus pyta, jak oceniam szansę opublikowania artykułu na podstawie pracy dyplomowej?
1901:  Bardzo wysoko.
1902:  To jest coś, co ja sam zrobiłem.
1903:  Opublikowałem cztery artykuły na podstawie jednej pracy dyplomowej i sześć na podstawie drugiej.
1907:  Jest kwestia tylko przereagowania poszczególnych fragmentów i dodania części teoretycznej.
1912:  Absolutnie dobry pomysł.
1914:  Takemura w swoich smsach daje wrażenie typowego boomera, bo to jest typowy boomer.
1918:  Gdzie ten twój kumpel?
1920:  Oda?
1921:  Za chwilę powinien się zjawić.
1923:  Powiesz mi wreszcie, co to za jeden?
1925:  To uchroniasz Hanako samy.
1928:  Hanako oraz Aki.
1929:  Mówimy o córce samego Saburo, tej z lotniskowcem w zatoce.
1935:  Jeśli nam uwierzy, umówi nam z nią spotkanie.
1951:  Ja jestem przywiązany do rozróżnienia dendekowego, to znaczy, że czarownik czerpie z chaosu, z żywiołów, nie studiuje ksiąg, nie przygotowuje sobie wcześniej jakiś zaklęć, tak, czarodziej, tylko idzie na żywioł.
1967:  Natomiast czarodziej studiuje wiele, wiele lat rzeczy, wierzy sobie radośnie, jest takim typowym magiem właśnie i później splata jakieś potężne zaklęcia.
1977:  Czarownik bardziej zawsze mi przypominał takiego maga bitewnego.
1984:  Na pewno mu ufasz?
1986:  Tak.
1987:  Aha.
1988:  I to mnie miało przekonać.
1990:  Nie mam nic do stracenia.
1992:  Tak lepiej.
1993:  Gorzej.
1995:  Ja mam.
1995:  Czarownikiem, a czarodziemiec różnica między ministrem a ministrantem.
2000:  Tak, czarownik-ministr.
2002:  Samochodem.
2004:  To dobrze ruchuje.
2006:  Przynajmniej go widzimy.
2008:  Odmówić podwiezienie przez taką murę?
2010:  Destiny, naprawdę?
2014:  Takemura-san.
2044:  To ona, twoja złodziejka?
2049:  Mój świadek.
2051:  Tak, to V. Potrafię mówić.
2055:  Więc mów.
2056:  Podobno coś wiesz.
2064:  To ci się nie spodoba.
2066:  Chcę gwarancji bezpieczeństwa.
2069:  Masz ją.
2070:  Możesz mu wierzyć.
2072:  No dobrze.
2074:  Tamtego wieczoru byłam w Konpeki Plaza.
2077:  Na początku wyglądało to jak zwykła kłótnia, ale... Nagle Yorinobu rzucił się na ojca i zaczął go dusić.
2083:  Milcz.
2084:  Ani słowa więcej.
2086:  Sprowadzisz na siebie wyrok śmierci.
2089:  To prawda.
2090:  Hanako sama musi ją poznać.
2093:  Jestem zajęty myśleniem, jak zapewnić jej bezpieczeństwo w tym mieście.
2097:  Co może jej grozić?
2099:  Teraz?
2100:  Nic.
2102:  Podczas parady na cześć Saburo-samy?
2104:  Wszystko.
2106:  Przyprowadzam ci naocznego świadka jego śmierci, a ciebie zajmuje pierdolona parada?
2113:  Zgadza się.
2114:  Przecież nie możesz tego tak zostawić.
2121:  Zgadza się.
2122:  W przeciwieństwie do ciebie dopełniam swoich obowiązków.
2126:  Pożałujesz tych słów.
2129:  Jedyne, czego żałuję, to to, że zgodziłem się na to spotkanie.
2134:  Jest nagroda za twoją głowę.
