🔴 Detektyw River na tropie | CYBERPUNK 2077 Livestream #7
🔗 https://www.youtube.com/watch?v=EJ0Rjuo5KvE

313:  Dzięki za oglądanie!
531:  Tak, jeżeli chodzi o zniżkę, macie dane w opisie, nie zmieściło mi się jeszcze, albo wiecie co, może mi się zmieści.
540:  żebyście tutaj też mieli ten kod, bo ludzie będą się dopytywać, ludzie się będą troskać i ludzie się będą martwić.
547:  A ja mam to w opisie tamtego live'a, więc zaraz wam podlinkuję tak, żebyście mieli wszystkie informacje, które chcecie, a wy nie jesteście stratni, ponieważ słuchacie wspaniałej techniawy.
560:  Dobrze, edytuj film, już dla was to wydobędę.
566:  o dobrze i teraz pytanie czy 252 znaki ok czyli napiszemy tak z kodem bez przypadku z kodem bez przypadku dobrze rabat 40% na książkę Rafała Kosika i pozostałe o zmieściło się
594:  Proszę bardzo, zastąp przypiętą wiadomość.
598:  Zanim zaczniesz powiedzieć, jakie książki polecam sprzedać z wydawnictwa Power Graph, to już zrobię większe zamówienie.
602:  To jest akurat bardzo prosta sprawa, moi drodzy.
605:  To znaczy z Power Graphu mamy...
607:  Przede wszystkim większość rzeczy, które napisał Kosik.
611:  Co ja polecam Kosika?
613:  Jak ktoś lubi Feliksa Netta i Niket, to jest bardziej młodzieżowa i są tam elementy fantastyczne jak najbardziej, ale ja od razu biegnę tutaj na sam koniuszek z bardzo prostego powodu.
623:  Miałem tutaj swoje ulubione rzeczy.
625:  Po pierwsze Mars.
630:  Vertical to jest jedna z najlepszych powieści science fiction, jakie czytałem w życiu.
634:  A ja rzadko mówię takie rzeczy.
636:  I to nie mówię tylko o polskiej fantastyce, jest to genialna powieść.
639:  To, co macie na okładce, to jest windowiec.
642:  Windowiec, który cały czas wznosi się ku górze i nie wiadomo dlaczego.
646:  I tak jest od 400 lat.
648:  Polecam też Marsa i Różaniec.
650:  To jest wszystko to, co czytałem.
652:  No i oczywiście najnowsza rzecz, czyli bez przypadku.
654:  Oprócz tego tutaj jest, moi drodzy, Mekka, mojego ukochanego Roberta M. Wegnera.
663:  Jak to nie znaleziono?
664:  To skandal jakiś jest, Wegner.
668:  Dziękuję.
669:  Opowieści z mlekańskiego pogranicza.
670:  Proszę bardzo, macie pięciopak za dwie stówki.
673:  Nie wiem, prawdopodobnie nie łączy się z naszym rabatem, ale to jest za pół darmo.
677:  Ja pamiętam, ile ja kupowałem, to było straszne.
679:  I oprócz tego, słusznie piszecie na czatach, Anna Kajntoch.
684:  Anna Canto, Przed Księżycowi przede wszystkim, bardzo polecam.
687:  To są zbiory opowiadań, też w pakiecie.
689:  Więc można się obkupić w powergraphie.
691:  I jeśli nie pamięć, nie myli, tutaj chyba też był wydawany Zbierzchowski.
697:  Nie mylić ze Zbierzchowskim.
698:  Tak, Distortion, rekwiem dla laleki Holocaust F. To jest taka bardziej hard science fiction, więc polecam te rzeczy, moi drodzy.
707:  Dobrze, to oznacza, że możemy odpalać naszą cyberpunkową muzykę już.
713:  Bardzo dobrze, bardzo dobrze.
716:  Dawno nie graliśmy w Cyberpunka, moi drodzy, ale mam kułemu dobry powód, to znaczy jest Baldur's Gate 3, który jest znakomity absolutnie.
723:  O Jezus, jeszcze Radek Rak jest w Powergraphie, no przecież absolutnie macie rację.
727:  Czemu zapomniałem o biednym Radku Raku?
729:  A już wiem, dlaczego zapomniałem, bo Radek Rak to nie jest fantastyka, tylko to jest realizm magiczny.
735:  Więc baśń o wiążonym sercu, to jest to, co dostało Nikę.
738:  Ja bardzo polecam Puste Niebo Araka.
740:  Agli jeszcze nie czytałem, a ma być niebawem drugi tom.
745:  Wita Szostaka mniej polecam, nie lubię go.
748:  Kiedy Warhammer?
749:  Dobre, kiedy wszystko.
751:  Kiedy Genshin 4.0?
752:  Ja nie wiem kiedy.
753:  Baltur gra dekady?
754:  Absolutnie, ja rzadko kiedy miałem coś takiego, moi drodzy, żeby nie móc się doczekać grania.
760:  Czy dzisiaj lecimy na finisz gry?
762:  A w życiu, Vesper, na spokojnie.
765:  Jak mi się podobał świat w Verticalu, w niewielu książkach pisze Ketamin Pidgeon, tak bardzo odczuwalne były doznania bohaterów, poczucie życia w tych miastach, ruch powietrza, to jest świetnie napisane, absolutnie.
774:  Jakim cudem jesteś w stanie grać w Cyberpunk'a pod doświadczeniem Baldur's Gate 3?
777:  Bo to jest inna fabuła, wiecie?
779:  Inaczej opowiadana, bardziej filmowa.
782:  I uważam, że nie należy porównywać tych rzeczy.
785:  A faktycznie, Baś, o że w wiążonym sercu, to jest k***a. Macie rację.
790:  Zresztą zobaczcie, jeżeli nie widzieliście questu z Riverem, to zrozumiecie dlaczego mówię to, co mówię.
796:  Proszę bardzo.
798:  I to są rzeczy, które ja lubię.
818:  Całe szczęście siły bezpieczeństwa Arasaki pod osobistym przewodnictwem Yorinobu Arasaki błyskawicznie namierzyły porywaczy i odbiły Hanako-sama.
828:  Yorinobu-sama wydał oświadczenie, który posiada osoby odpowiedzialne za ten podły atak przed nieuchronnymi konsekwencjami.
835:  Tym, którzy ośmieli się podnieść rękę na rodzinę Arasaka, obiecuję jedno.
838:  My tę rękę umrzmiemy, a krwawiącą ranę posypiemy solą.
848:  Szymszy, też witam w gronie Trybutariuszy.
851:  Dzięki za wsparcie.
852:  Gdzie jest mój niuchacz?
853:  That's what she said.
854:  Nioch!
855:  Nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nioch, nio
869:  Nie, no nieprzesadnie długo, bo jednak wiecie, do rozmowa z Rafałem to były dwie godziny i muszę dbać o wydolność mojego biednego organizmu.
877:  Niestety czasy 12-godzinnych streamów z Wiedźmina III nieprędko wrócą.
885:  Do kiedy jest promocja na książki PowerGrafu?
887:  Do końca sierpnia dla nas.
891:  Proszę bardzo.
893:  Czy tak wygląda?
895:  Fabuła noir?
897:  Tak wygląda fabuła każdego filmu noir.
900:  Proszę bardzo, prochowiec, który nie jest prochowcem tak naprawdę, ale co tam.
907:  Smutny detektyw i dużo deszczu.
911:  A my mamy jeszcze po drodze świetny quest z Peralesami.
915:  Oprócz tego mamy jeszcze rzeczy.
919:  Możemy się udać do Afterlives, żeby mieć quest z Johnym.
922:  Mamy quest z Panam, który absolutnie, absolutnie zamierzam opóźnić.
927:  I jeszcze musimy skończyć quest z Claire.
929:  Widzicie, ile jest rzeczy do skończenia?
931:  Strasznie dużo.
932:  Prochowiec jak kożuch, jest to prawda.
935:  Jest to absolutna prawda.
936:  Kontrakty pomijamy kompletnie.
939:  Chyba, że będą jakieś bardzo interesujące, ale wątpię, bo... Zadania, zadania poboczne to jest to.
945:  Cyberprzychodzy w ogóle nie robię konsekwentnie na tych live'ach, bo jest okropna.
950:  Kroniki kryminalne to pfff... Automania to nawet nie będę komentował.
955:  Więc stróże bezprawia moi drodzy.
958:  Czas na książkowe inwestycje, nie inaczej Aurora.
961:  Podziękowania za promkę ślicie do Rafała i Kasi Kosików.
965:  To oni.
967:  Sami napisali do Krzysztofa.
969:  Krzysztof się bardzo tym zainteresował.
972:  Byliśmy u Judy tylko po odbiór trupa Nadio, bo Judy się odzywa wtedy, kiedy przewinie się czas, co im przypomina, że przewińmy czas na wszelki wypadek.
981:  Trzeba częściej przewijać czas.
987:  Strzeżcie się wszyscy przed wet bulbem.
989:  Temperatura mokrego termometru, jak to szło.
991:  O co chodzi w New Universe'a z tym?
993:  Wszystkie konkrety są takie same, pisze Karol.
995:  Ukradnij, zabij kogoś, wgraj wirusa i tak chujo.
997:  Tak, tak, dlatego ją mijam, bo interesujące są questy, a nie żadne odrażające, fillerowe misje.
1006:  Nie lubię czegoś takiego strasznie.
1008:  Moro.
1009:  Bierzemy.
1013:  Zrobię kiedyś podcast kilku godzin z innymi osobami, z innymi alkoholikami, to Lajmos.
1021:  Anima tak nawet z tematu czasem.
1022:  Live zapowiem super, cieszę się, że się podobało.
1023:  Ej, pierwszy raz mieliśmy taką sytuację, że na kanale pojawił się pisarz.
1028:  Dopisaliście, jeżeli chodzi o frekwencję, więc ja jestem człowiekiem danego słowa i jak powiedziałem, że ściągnę Sandersona, to kiedyś mi się uda.
1036:  Muzyka za głośno.
1037:  To jest standard.
1038:  I już wiem, ja jestem za cicho.
1039:  Ja jestem za cicho, bo byłem ciszej z uwagi na to, że Rafał miał cichy mikrofon.
1046:  Teraz powinno być dobrze.
1048:  Głośniej muzę.
1049:  Krzysztof cicho, muza głośno.
1052:  Tak.
1053:  Podniesione do temperatury i wygodności upadły pytania o deszcz i gorące dni.
1056:  Wet bulb to jest temperatura, kiedy organizm od moja posłuszeństwa udary i koniec końców śmierci.
1060:  Mam wrażenie, że wiele razy mi się to wydarzyło.
1064:  ale to dlatego, że mieszkałem kiedyś w Krakowie bez klimatyzacji i jest to najgorsza rzecz jaką sobie można wyobrazić.
1074:  czy panie kiedyś Dominik Bosk.
1075:  Ja u Dominika utrzymywałem ścianość na Genshina.
1078:  Teraz jest 4.0 Genshinowe, więc wciąż szansa jest, a ja jak zobaczyłem, jak niewiele jest dostępnego Fontaine na 4.0, to stwierdziłem, że pieprzę to i czekam, aż ukaże się nowy region.
1091:  I wtedy zrobię Arkon Questa.
1092:  Jak ukażą się dwie, trzy części Arkon Questa, to zrobimy wtedy, moi drodzy, fabułę na streamie.
1099:  Więc ja na razie w Genshinie nie będę robić Arkon Questa, będę sobie tylko eksplorował off-stream.
1104:  Bo i tak nie ma czasu, mamy tak kalendarz, oj, jest taki piękny, piękny graficznie, mamy tak kalendarz zajęty grami, że nawet nie ma kiedy odpalić węślinach.
1113:  Jesteś taki kozak, kto to okiena ściągnie.
1116:  Wiecie, że dużo ludzi w Polsce, osobliwie pracowników akademickich szczebla doktorskiego i profesorskiego reprezentujących dziedziny literaturoznawstwa, pomyślałoby, żeby to zrobić?
1128:  SMS od Judy?
1129:  Stop?
1131:  Judy?
1131:  Judy?
1132:  Otwórz komunikator.
1135:  Judy?
1137:  Judy?
1139:  Dziś pochowałam Evelyn.
1141:  Kolumbarium niedaleko Norfolk.
1143:  Pomyślałam, że powinnaś to wiedzieć.
1146:  Dzięki, że dałaś mi znać.
1147:  Jak się czujesz?
1151:  Zamierzam się dziś porządnie spić.
1154:  Czy samotnie?
1156:  Dajcie mi na to odpowiedzieć, dajcie mi na to odpowiedzieć!
1158:  Klik!
1159:  Klik!
1160:  Klik!
1161:  Wojtek, przecież dzięki za wsparcie od 10 miesięcy.
1163:  Dzięki za polecą go, za parę dni wegnę na półce.
1165:  Aaa, jak dobrze!
1167:  Nie, opowieści z McConaughey'skiego pogranicza, moi drodzy, to jest cudo.
1174:  Pierwsze wspieranie bez Jan Mikołaja, pisze Tenebris.
1176:  Dziękuję serdecznie!
1179:  Na siedmiu Jan Mikołajów się załapałaś?
1181:  Moi drodzy, to co, ale mamy się udać do tego kolumbarium?
1184:  Gdzie jest kolumbarium?
1186:  Gdzie jest to wspomnienie w kolumbarium?
1189:  Nie widzę wspomnienia w kolumbarium.
1192:  Nie pojawiło się to jako quest.
1196:  No i dupa.
1200:  Orale Judy, otóż to.
1200:  Moi drodzy, to jest, to jest, to jest, to już tu, to już tu.
1208:  To nie jest kwestia kolumbarium, dr Dziwadełko, to jest cmentarz tutejszy.
1213:  Nazwa bierze się z tego, że są tam betonowe kolumny, na których wyświetlają się dane dotyczące zmarłych.
1218:  Dobry sposób, swoją drogą, pokazania upamiętnienia zmarłych w świecie, w którym jest tak bardzo droga ziemia, że nie opłaca się robić cmentarza.
1227:  Ketamin Pidgeon pisze, że jak teraz zaczęła robić kurs na prawo jazdy, czuje się dokładnie tak jak Krzysztof, tylko jeździ 30 km na godzinę.
1236:  Tak, ja tutaj nie jeżdżę 30 km na godzinę i być może to jest błąd.
1241:  Chcę użyć intercomu.
1242:  Aha, zadzwoń.
1245:  Mekanickie pogranicze niedokończone, ale teraz będzie nowy tom, Nowa Adamus.
1249:  Dzięki.
1250:  Będzie nowy tom i prawdopodobnie na Dniach Fantastyki Robert Wegner coś powie więcej.
1257:  Szumny news dotyczący najlepszych uczelni na świecie i obecności w tymże rankingu polskich uczelni.
1260:  Miałem robić o tym shorta i chyba zrobię o tym shorta.
1264:  W dużym skrócie, jest coś tak jak ranking szanghajski.
1268:  I co roku jest spust dziennikarzy nad tym, że... Polskie uczelnie są na 400 miejscu.
1278:  Delamain.
1279:  A, to.
1291:  Przyjadę.
1293:  Mogę kontynuować?
1294:  Dziękuję.
1295:  Więc jest ranking szanghański robiony i jest wielki spust dziennikarzy i naukowców, że ohoho, teraz, teraz UJ jest na miejscu 401, a był 402, a później UW robi swój komunikat, ale UW jest na miejscu 427, a było na 484.
1310:  Tylko że zabawne jest w tym wszystkim to,
1317:  że nikt nie wie, skąd się wziął ten ranking.
1319:  Podpowiem, nazywa się szanghajski.
1322:  Wziął się stąd, że Chiny, przepraszam, zachodni Tajwan, chciały ściągać talenty osobliwie z dziedziny inżynieryjno-technicznej do siebie,
1332:  W związku z powyższym stworzyły pomocniczy ranking dla chińskich obywateli, żeby chińscy obywatele wiedzieli, gdzie jeździć, do jakich uczelni.
1341:  Jakie kryteria chińskie korporacje, bo to one układały ten ranking, powzięły?
1345:  Ano mianowicie liczba noblistów, liczba papentów, inne rzeczy, po których jesteście w stanie świetnie ocenić, gdzie jest najlepsza filologia angielska.
1354:  Więc ranking ten, jak każdy ranking, jest do kant dupy rozbić, ale w odróżnieniu na przykład od rankingu perspektyw, ten jeszcze jest posmarowany, polukrowany chińskim kapitalizmem.
1364:  Takim, wiecie, dobrym kapitalizmem, bo połączonym z totalitaryzmem.
1368:  Genialna sprawa, nie?
1370:  I nikt o tym nie mówi.
1372:  Ale oczywiście jesteśmy w stanie dwójmyśleć tak, że w jednym zdaniu powiemy, że nie zgadzamy się z totalitaryzmem chińskim i że obozy koncentracyjne Ujgurów to trochę niefajne, ale równocześnie jak jest ranking szanghajski, to wysmarujemy się nim jeszcze z radością.
1389:  Lisior, witam Ronie Trybutariuszy, tak nawiasem mówiąc.
1393:  Krzysztof wie, jak się mówi UW?
1394:  UW.
1396:  Zawsze się mówi o UW na Uniwersytecie Warszawskim.
1399:  Penthouse, moi drodzy.
1404:  Co takiego?
1404:  Zawsze jestem ostrożna.
1417:  Zawsze jestem ostrożna.
1418:  Lub jak uważasz.
1420:  Ja tu przecież, kurwa, nie mam nic do powiedzenia.
1422:  Wszyscy jarają się rankingiem szanghajskim, a dlaczego się jarają rankingiem perspektyw?
1425:  Ponieważ to jest tani i łatwy sposób na to, żeby łowić studentów, a łowienie studentów to równa się kasa dla uczelni.
1433:  Jeżeli ktoś robi w kraju 300... Ile jest uczelni w kraju?
1437:  Aż sprawdzę, że bywa... 362 uczelni, jak ostatnim razem sprawdzałem.
1441:  No to wiecie, nie oczekujcie, że będzie dobrze.
1445:  Bardzo niedobre rzeczy widzę, to znaczy widzę, że już mi się wyczerpuje bateria w kamerze, a nie wiem, jak jest z naładowaniem drugiej.
1453:  Więc jest duże ryzyko, że przez jakiś czas będziemy mieli Krzysztofa wyłącznie w formie voice-overu.
1459:  Przestrzegam.
1460:  Ty, Jędziki, za wsparcie 21 miesięcy, uwu!
1463:  Teraz pora ułożyć ranking szkół bez perspektyw.
1465:  Zgadzam się, Wiktorio Kocur, tak należy zrobić.
1468:  Autentycznie, za moment będziecie mieli Elgato.
1472:  No dramat jakiś.
1476:  Będziemy grali jak w 2002 roku.
1478:  Bez mordy Krzysztofa.
1481:  Nie miałeś sześciu baterii?
1482:  No niestety wszystkie są wyładowane, które mam.
1490:  No, zapomniałem.
1491:  Ostatnio dużo było live'ów, moi drodzy, i to dlatego.
1496:  Miałem kupić, miałem kupić taką ładowarkę na dwie naraz.
1501:  No i wyszło jak wyszło.
1502:  Proszę bardzo.
1507:  Claude Deligne.
1509:  Claude Debussy.
1516:  Od razu widać, moi drodzy, że jesteśmy u szwarc charakterów.
1519:  Jest muzyka klasyczna.
1521:  Prowizorycznie podłączyć kamerę pod zaślacz.
1523:  To jest non-stop podłączona mlekołak.
1525:  Tylko dzięki temu wytrzymuje 6 godzin.
1527:  Inaczej by wytrzymywała 2.
1529:  A Sony uniemożliwia w najnowszych modelach swoich kamer dummy batteries, które pozwalają na podłączenie bezpośrednie.
1537:  Nie da się właśnie nightlash połączyć bezpośrednio.
1539:  Sony się już wycwaniło.
1541:  W ten sposób nie używasz ich bateryjek.
1545:  Strasz.
1548:  Jak możemy mówimy po francusku, to może Fontaine.
1550:  Fontaine będzie, jak będzie więcej Archon Questów, moi drodzy, Kroniki Tytanii.
1557:  Nie masz pojęcia o czym mówisz, pychnęła kobieta o zielonych włosach.
1560:  Odwiedziłam wiele światów.
1562:  Każdy jest zbudowany na kłamstwie, wiesz?
1565:  Każdy.
1566:  Ale jeszcze nigdy nie widziałem ludzi, którzy by tak uparcie zamykali oczy na prawdę.
1570:  Wizen poczuł wzbierający w nim gniew.
1572:  Jakim prawem ta obca dziewczyna jako intrus w perfekcyjnym organizmie Tytanii ośmielała się oceniać system, który dał szczęście milionom ludzi?
1581:  Jeśli ktoś tu jest ślepy, to tylko ty.
1582:  Wybuchnął.
1583:  Mój świat nie zna podziałów, niedostatku.
1585:  Po raz pierwszy w historii ludzkości wszyscy jesteśmy klasą uprzywilejowaną.
1589:  Dziewczyna uśmiechnęła się, a w jej żółtych oczach zabłysła złośliwa iskierka.
1593:  Tak?
1594:  To czemu zapieprzasz w fabryce konserw?
1597:  Wisan zmusił się, by zachować pozory spokoju.
1600:  W zasadzie nie był pewien, dlaczego naiwne komentarze nieznajome tak bardzo go denerwowały.
1604:  Miała prawo nie rozumieć, że idealny system społeczny jest osiągalny.
1608:  Sama pochodziła z prywitywnej cywilizacji, która nie wyrosła nawet z feudalizmu.
1613:  Była jak dziecko.
1614:  Głupie, czy mądrzałe dziecko.
1616:  Jeśli klasa niższa nie istnieje, ktoś musi brać na siebie jej zadania, wyjaśnił.
1620:  Dzięki pełnej automatyzacji środków produkcji, praca ludzi ogranicza się do nadzoru.
1624:  Tak więc nie, nie zapieprzam w fabryce konserw, robią to za mnie roboty.
1628:  Pani wiesz, co to są roboty?
1629:  Nie, że wiem.
1630:  U nas też jest coś takiego, tylko z gliny.
1632:  W oczach dziewczyny ciągle byli dać było szyderstwo.
1634:  No dobra, nie potrzebujecie robotników fizycznych.
1637:  A skoro tak, to znaczy, że tacy jak ty zajęli ich miejsce na dole trabiny społecznej.
1640:  Nie powiesz mi chyba, że nie będziesz jakiegoś szefa, zaśmiała się Wison, że Wison nie wie, co odpowiedzieć.
1645:  Przykro mi.
1646:  Może jestem agen... jesteś agentem jednej z tych waszych kopro... koprofili?
1650:  Nie, nie, nie, nie.
1651:  Nie mówimy dzisiaj o Hitlerze, korporacji, ale coś mi się widzi, że to określenie znaczy dziś zupełnie co innego niż się wydaje.
1661:  Tak.
1664:  Brzmi znajomo.
1669:  Ooo, A.V., coś, czym nigdy nie polecimy.
1672:  Ale coś, o czym pisał Rafał Koś?
1673:  Proszę bardzo.
1676:  Pani Perales.
1677:  Proszę, siadaj.
1678:  Tak, to jest Elizabeth Perales.
1681:  Moi drodzy, jak w Blade Runnerze niemalże.
1685:  Żółto.
1688:  Dziękuję.
1697:  Bez schematu mam drugą kamerkę, dokładnie taką jaką ja miałem wcześniej, Logitecha.
1701:  Brio.
1703:  Elizabeth mówiła mi, że masz już dla nas odpowiedzi.
1706:  Słucham zatem.
1709:  Mam pewien obraz tego, co zaszło.
1711:  Odpowiedź nie jest jasna i oczywista.
1714:  Jak mało co w życiu.
1716:  Ale?
1718:  Ale mam już pewien obraz sytuacji.
1722:  Był wypadek.
1723:  NCPD zatuszowało sprawę.
1725:  Zad stoi za tym Holt.
1726:  Ryan został zamordowany za pomocą Braindance'u.
1731:  Lee?
1733:  Nie mam zielonego pojęcia, co tu się wydarzyło.
1737:  Ryan został zamordowany.
1739:  W seks-klubie ktoś podsunął mu zawirusowany braindance.
1742:  Jesteś pewna?
1744:  Ten braindance o mało mnie nie zabił.
1747:  Więc tak, jestem pewna.
1749:  Wiesz, kto za tym stoi?
1751:  V, V, nie kichaj, odpowiadaj, V!
1753:  V, Orale V, V!
1754:  V!
1754:  V!
1759:  V?
1761:  V?
1761:  Może lepiej się z tym nie ociągać.
1765:  Ten żółty przypomina Deus Exa, co za tym idzie.
1767:  Energetyczne batony cyberblasta.
1769:  Słój.
1770:  Pasty energetycznej cyberblasta, powiedziałbym nawet.
1774:  Weldon Holt.
1775:  Nie mam pewności, ale sporo wskazuje na Weldona Holta.
1779:  Wiedziałem.
1781:  Masz dowody?
1782:  Nie.
1783:  Mam jedynie domysły.
1785:  To nam wystarczy, Jeff.
1787:  Musimy się pilnować.
1789:  Trzeba patrzeć Holtowi na ręce i zwiększyć ochronę.
1793:  Masz rację.
1795:  Jak zwykle masz rację.
1797:  Dziękujemy za pomoc.
1799:  A, jeszcze honorarium.
1801:  Bóg Ojczyzna Honorarium.
1805:  Uważajcie na siebie.
1806:  Cieszę się, że mogłam pomóc.
1810:  Nie zdążyłem wypikać na zdrowie, jest to prawda.
1816:  Natomiast o ile pamiętam, można tutaj małe hakowanko zrobić, wiecie?
1822:  Ale chyba jeszcze nie teraz.
1825:  Tak.
1827:  Nie teraz.
1830:  Hakowanko chyba później będzie można zrobić, na ich zlecenie.
1833:  Bo ten quest ma jeszcze kontynuację.
1836:  Wrócimy jeszcze do tego.
1839:  Dlaczego Jamior na początku ma ledy w kolorze B?
1842:  Are you one of us?
1844:  Jakie ledy w kolorze B?
1845:  Gdzie masz Jarnika na początku?
1848:  A, tego!
1850:  Wsparcie zawsze, a jest słuszne, ale to jest pomysł, który jest wzięty zupełnie na serio z samego Cyberpunka, bo jak zobaczycie tutaj, jakie są barwy, to właśnie takie.
1862:  Magenta i sajan.
1863:  Wiecie, dlaczego są barwami Cyberpunka?
1866:  Wyjaśnię to nam bardzo szybko.
1872:  Mianowicie, jakie są kolory neonów?
1876:  Matrix...
1877:  Cyberpunk jak najbardziej, kolor zielony.
1880:  Żółć, gdzie się pojawia Blade Runner.
1883:  Magenta i sajan, Cyberpunk 2077.
1887:  Niebieski, Tron Legacy.
1889:  Bardzo często się będą pojawiać wam te kolory właśnie przy cyberpunku, z uwagi na to, że to są kolory neonów domyślne.
1902:  I źródła do napisania pracy magisterskiej.
1903:  Polecałeś jakieś AI?
1905:  Nie no, źródeł szukasz w Google Scholar.
1908:  Mam o tym nawet cały film.
1913:  O menadżerze bibliograficznym Citavi.
1915:  Polecam.
1918:  No one w sumie też są przez lata osiemdziesiąte, tak bym strzelał.
1921:  Generalnie cała estetyka na przykład japońska w cyberpunku pierwszym, czyli no najbardziej kojarzonym, bo wcześniej był też Johnny Mnemonic, ale no nie uszukujmy się, Blade Runner jest bardzo klasyczny i to tam się pojawiło, Saiyan i Magenta w takim gigantycznym natężeniu, więc to jest raz.
1938:  Dwa.
1940:  Pojawia się tam również bardzo dużo motywów japońskich, zwłaszcza architektonicznych, dlatego cyberpunk się kojarzy z Japonią mocno.
1950:  No, potem jeszcze oczywiście Ghost in the Shell, nie?
1952:  Gitz, klasyczny.
1953:  Wystraszył mnie jamnik, szczekający na mnie.
1956:  DJ Bartos, on chciał po prostu jeść, to jest bardzo proste.
1959:  kiedy neon z jamniczkiem, no jak zostanie stworzony, bo customowo mi tworzą, wiecie, bo powiedziałem, że nie będę kupować neonu w jednym kolorze.
1967:  Chcę mieć wiele kolorów.
1970:  Zadania poboczne.
1972:  Popatruję na to.
1972:  Dobrze, jest jedna kreska w tamtej baterii.
1974:  W związku z powyższym jestem w stanie teoretycznie robić słapy baterii co jakiś czas i jakoś w ten sposób przetrwamy.
1982:  To będzie przerażające.
1983:  Ale nie unikniemy, moi drodzy, przez chwilę grania w trybie pełnej imersji.
1987:  I zastanawiam się, czy nie będzie dobre to w odniesieniu do Biura de la Maina, bo to jest dość długi quest.
1994:  I będą się tam działy rzeczy piękne.
2000:  A w ogóle, jeżeli nie widzieliście jakimś cudem rozmowy z Rafałem Kosikiem, to przypomnę, że tam się pojawia, może nie jamnik, ale pies.
2008:  Pies nazywa się Omlet.
2010:  To jest owczarek niemiecki.
2014:  Będzie Elgato Maxima Multipla, tak.
2017:  Mea culpa, mea culpa, mea maxima culpa, lub w wersji...
2022:  W drugiej, jak spotykacie galaretę w świecie Dungeons & Dragons, czyli Ferunu, mea pulpa, mea pulpa, mea maxima pulpa.
