🔴 W Night City nie wygrywa nikt | CYBERPUNK: PHANTOM LIBERTY Livestream #8
🔗 https://www.youtube.com/watch?v=AyWqqbnDY4E

54:  KONIEC!
616:  Czy będą dzisiaj misje z Kerem?
617:  No taki jest plan, ale nie mogę teraz wejść do ekwipunku.
619:  Dlaczego nie mogę tego teraz zrobić?
622:  To jest skandal.
625:  Będziemy mogli chyba potem, dopiero po tym dialogu, moi mini.
629:  Serduszko będzie pękać przez zakończenie, tak?
631:  Będzie, niestety.
633:  Więc ostatnim razem uratowaliśmy Somi, znaczy nie uratowaliśmy, a przez to, że ofiarowaliśmy jej dar śmierci.
638:  To jest zakończenie kanoniczne, podkreślam.
641:  Takim akurat jest japońskiego dosłownie poduszka przytulanka.
644:  Jeżeli nie zabraliście tego schematu, to już za późno, pisze Mateusz.
647:  Aha.
648:  Wydaje mi się, że zabrałem.
653:  I odpisze, że z wyzdrowieniem to potrwa jeszcze trochę czasu, ale dobrze jest móc wstać, to życzymy rekonwalescencji.
661:  Oj, oj, oj.
662:  No niestety moi drodzy.
664:  Ja będę bardzo teraz cierpieć.
669:  Czy Strumyk ucieka?
669:  Muszę iść z klasy do teatru na jakiś dramat po trzy dni do matury.
672:  Oj Przemku, jak ja ci współczuję.
679:  Czy zmieniamy język na polski?
680:  Tak, w podstawce Adrianie wracamy do języka polskiego.
683:  It's good in your...
699:  Przez gry cierpię dwa razy, moi drodzy.
704:  Gdy widziałem film Dawida z Naukowego Bełkotu, nie tylko widziałem, ale i skomentowałem.
707:  Ja się bardzo zgadzam z tym, co mówi Dawid.
711:  Dla tych z was, którzy nie wiecie, o co chodzi, zanim się na mnie rozwinie to, to na wszelki wypadek polecę
720:  Zresztą my z Naukowym Bełkotem, ze społecznością Naukowego Bełkotu, trzymamy nie od wczoraj, moi drodzy.
727:  Pamiętam, jak była jakaś sytuacja, że Dawidowi kanał zwinęli i staraliśmy się wtedy dołączyć do tej akcji przywrócenia Naukowego Bełkotu.
734:  Mowa o tym filmie.
736:  Nie czuję się bezpiecznie na YouTubie.
737:  Bardzo wam polecam ten film.
740:  Także dlatego, żebyście wyciągnęli wnioski co do tego, czy warto jest na YouTubie polecać content, który opiera się wyłącznie na hejcie.
751:  Albo content, który opiera się wyłącznie na tym, że bierzemy sobie cudzą twarz, wykrzywiamy ją w dowolny sposób i maskujemy nędzną próbą defamacji, niemerytoryczność zarzutów.
764:  To samo się dzieje zresztą w komentarzach i o tym pisze głównie Dawid.
768:  i przytacza tutaj rzeczy, które otrzymuje w komentarzach, a Dawid jest osobą taką jak ja, która czyta to, co dostaje.
776:  Więc oczywiście wiecie, można mówić, że gruba skóra i tak dalej, natomiast tutaj chodzi raczej o pewne zjawisko i o przyzwolenie na to zjawisko i o to, co możemy robić naszymi kliknięciami, żeby nie wspierać śmietnika.
790:  Więc jak czasem pytacie, o Krzysztof, dlaczego nawet nie klikniesz na jakiś film na Twój temat, to dlatego.
796:  To znaczy, ja po prostu nie chcę wspierać śmietnika.
798:  Nawet jednym moim kliknięciem tego nie będę robił.
802:  Więc jeżeli na przykład ktoś by nakręcił film pod tytułem Uważam, że 15 powodów, dla których pruski system oświaty jest dobry i sprzyja dyscyplinie, bym to obejrzał.
815:  I ustosunkowałbym się do tego filmu, zamieszczając go w opisie jako źródło.
820:  Natomiast nakręcanie spirali na zasadzie X reaguje na Y, który reaguje na Z, to jest robienie śmietnika.
829:  Po prostu.
831:  Taki sam śmietnik jest niestety czasem w komentarzach.
833:  I Dawid akurat oberwał od antyszczepów.
836:  Ja też czasem pod filmami o jeden, jedyny film zrobiłem o COVID-zie i dostaję dokładnie takie same komentarze jak on.
842:  I wszystkie banuje.
843:  Bez zastanowienia.
844:  I zanim ktoś jęknie słowo cenzura, przypominam, że cenzura odnosi się do aparatu państwa, który blokuje nam wolność słowa.
851:  Nie odnosi się do łamania maksymy konwersacyjnej Grajsa.
854:  A maksymy konwersacyjne Grajsa to jest to, co reguluje nasze współżycie społeczne.
858:  Krótko mówiąc, że pokuszę się o analogię.
861:  Jeżeli przychodzicie do kogoś, tak jak Dawid, oferując kontent edukacyjny, a on ściąga spodnie i na ten metaforyczny talerz, gdzie dostał obiad,
870:  dobry, dopasowany kalorycznie, ściągnąwszy te spodnie, się wypróżnił, podetkał Dawidowi pod nos i wysmarował mu tym twarz, to Dawid nie ma powiedzieć, o, dziękuję ci!
881:  Tylko ma wyrzucić za drzwi.
883:  I to nie jest cenzura, tylko to jest przestrzeganie umowy społecznej.
887:  Taki jest mój komentarz, moi drodzy.
888:  Do tego bardzo Wam polecam ten materiał.
890:  Jest znakomity i wstrząsający.
895:  Dlaczego dolośli, znani, poważni ludzie znają się w coś takiego, w takich komentarzach?
898:  Dlaczego się bawią?
899:  Nie mam pojęcia, dlaczego się bawią w coś takiego.
902:  Ale tam muzyka dopasowała do tego, haha!
906:  Tak, ten film jest cholernie smutny, więc macie trigger warning, że jest to smutne.
911:  Smutne 55 minut.
912:  Dziwnie wyglądasz w tych słuchawkach.
916:  Dziękuję, Cugowski!
918:  Ale wiesz, jakie są wygodne, kurczę.
924:  Dobrze.
925:  Reed zaraz tu będzie.
927:  Co to jest za utwór?
930:  Nie wiem, Saina, ale jest piękny.
934:  Nie Będą nigdy... Brzmi mi jak ten zaśpiew Percivala Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie
965:  Będę... szybko... I to będzie koniec.
966:  Sumi, ja... Ja nie mogę.
967:  To jest twoja rozwiązanie.
968:  To jest... jedyna rozwiązanie.
969:  Błagam cię... V.
1000:  FIA, moi drodzy, to niestety wymagane jest do tego zakończenia.
1003:  Bardzo jestem zasmucony tym.
1005:  Ja... Ja nie mogę, Sumie.
1012:  Wiesz, że potrzebuję tej matrycy neuronalnej.
1015:  On mi mówił, że jak już wyjadę, to będzie działało.
1021:  Tylko proszę...
1026:  Przepraszam, Somi, ale... FIA... pomoże, jeśli... i tylko, jeśli zabiorę cię w żywność.
1030:  To jest porozumienie.
1032:  Nie, proszę... Gary... Zostajesz mnie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie... w szaleństwie...
1061:  Muzyka robi tutaj 90% emocji.
1064:  Krzysiek jeszcze poleca książkę Jessica Aro, Trolle Putina, czy film na Netflixie The Social Dilemma.
1069:  Dzięki niemu dobrze zrozumiałem mechanizmy działające za hejtem.
1072:  Tak, The Social Dilemma jest znakomity, książki nie znam.
1084:  W ogóle doceniam, że najbardziej skorupowani złole w sebeplanku to Międzynarodowa Federacja Sportów Samochodowych.
1091:  Pisze Mats.
1093:  Obczajamy all possible endingos, tak jest.
1096:  Muminak.
1097:  Konkretnie idziemy do sekretnego zakończenia podstawki.
1101:  Nie wiem.
1102:  Nie wiem, V. Chcesz porozmawiać?
1106:  Wiesz.
1108:  Ale co się stało?
1113:  Oddaj nam Mirosława bakę.
1119:  I oddawaj nam bakę, piszą na czatach, tak.
1124:  Ostatnio mieliśmy Kubat inne zakończenie, teraz tylko... Wypróbujemy inne zakończenie w podstawce.
1146:  Egoistycznie, podobnie jak w zakończeniu Sony, kiedy to ona wykorzystała Wii, Redzi pokazali w tym DLC świadkom, że przecież trzeba się skurwić i nie brać jeńców.
1158:  Dobrze powiedziane, różowy mak.
1167:  Zakończenie Phantom Liberty bypasuje wszystkie misje prowadzące do głównych endligów podstawki?
1170:  Jak to?
1176:  Czyli mówicie, że teraz dostaniemy zakończenie, zakończenie?
1179:  Oho, to mnie ciekawi.
1186:  Pójdźmy w te opcje.
1188:  Jeszcze zostaną nam w podstawce misje poboczne.
1192:  Drzemka po zajęciach ważna szejku truskawkowy.
1206:  My teraz jedziemy, nie, jedziemy dokładnie w to samo miejsce, w którym w zakończeniu z Reedem.
1212:  Dobrze.
1214:  Przyspieszona odprawa.
1215:  Coś, czego nigdy nie ma na Netflix... Boże, na notfliskach?
1219:  Dlaczego zrobiłem z lotniska i Netflixa jedno słowo?
1222:  Na lotniskach.
1237:  Widziałem niebieskakiego samuraja na Netflixie.
1239:  Jeszcze nie.
1240:  Jeszcze nie Marto.
1241:  Ale jest w liście do obejrzenia.
1245:  TheIncarnate1 pisze, że teraz dostaniemy nowe świetne zakończenie całej gry.
1254:  Dobra, super.
1255:  Czyli to bypasuje nam Hanako i Embers.
1260:  Tak zwanym międzyczasie jeszcze widziałem, że Jaolin pisze, że chciała się pochwalić zdobytym stypendium wszystkiego jamniczego dla Jaolin, moi drodzy.
1272:  Nowym jamnikiem się zajamniczy.
1274:  Nowy jamnik jeszcze ma karteczkę.
1282:  Znowu jest lag?
1284:  Jezus Maria.
1286:  Ja zwariuję z YouTubem po prostu, ja oszaleję.
1295:  Zrobiłem to.
1331:  W porządku.
1331:  Wszystko oczywiste na dole.
1355:  Nie martw się, Somi.
1356:  Będziemy ci pomagać.
1357:  To będzie wkrótce.
1358:  Uważaj na nią.
1389:  Znamienne jest to, że w każdym zakończeniu niesiemy somi.
1391:  Raz żywo, a raz nie piszesz szejk truskawkowy, tak?
1396:  Smutne to, moi drodzy.
1401:  Ale dziwne.
1410:  Tak, wszystko się zaczęło psuć na YouTube'ie od czasu walki z adblockami, to jest prawda.
1419:  Zrób to, co mówią, V. Nie mamy czasu.
1434:  Cześć, Rosalind.
1435:  V, cześć.
1436:  Zrobiłeś świetną pracę.
1452:  V, przestałeś swoje życie pomóc mi.
1453:  Pomóc naszemu narodowi.
1455:  To ma prawo do zrozumienia.
1456:  Nie oczekiwałam tego.
1457:  Dziękuję, V, za twoją pomoc.
1464:  Nie zapomnę tego.
1466:  Możesz jej pomóc.
1466:  Jesteś pewna.
1483:  Uspokój się.
1484:  Będzie świetną ręką.
1486:  Zdobyć najlepszą ochotę na kontynencie.
1488:  Będziesz lepsza, Rosalind.
1490:  Będziesz lepsza.
1495:  Wszyscy opuściłeś Somi życie, Fi.
1497:  Nie możesz na to wpłacić ceny.
1499:  Ale spróbuję.
1506:  Co to jest to S?
1506:  W porządku, więc... to to jest to?
1510:  Chodzenie do Brass Tacks, zniszczenie akcji i pakowanie paparazzi.
1514:  Gdziekolwiek oni są.
1516:  Bądź pewien, że żadne nagrania tego spotkania pojawią się w każdym miejscu.
1519:  Oficjalnie to się nie dzieje.
1522:  Medal jest po prostu symboliczny, oczywiście.
1524:  Twoja prawdziwa kompensacja będzie bardziej praktyczna.
1529:  Reed będzie Cię włożył na detale.
1531:  Wszystko w porządku, Pee?
1532:  Kiedy Somi będzie lepsza, oddajesz jej słowa.
1535:  Nie martw się.
1536:  Odpoczyna.
1537:  Okej, ale opowiesz mi, prawda?
1540:  Opowiem jej?
1557:  Boję się, że to będzie niemożliwe.
1559:  Nasza bezpieczeństwo wymaga tego, że wszystko, co się tu wydarzyło, będzie klasyfikowane jako najnowsze.
1566:  Dobre, że to będzie Reed.
1567:  Bo na pewno nie mogę się o ciebie zaskoczyć.
1570:  Powinieneś pracować nad tym, jak wypowiadasz gratytację, V. Wszystkiego najlepszego.
1581:  YouTube powinien zrezygnować z reklam na filmach i wysiadać się w pustych miejscach na ekranie jako gify z możliwością zamknięcia.
1587:  W życiu się na to nie zgodzę, zbyt dużo zarabiają na reklamach wideo, niestety.
1593:  Dobrze, czyli to był Street Kid, moi drodzy, innymi słowy punk.
1595:  Dobrze.
1596:  To oznacza, swoją drogą, po tym kwestii od razu zmieniamy język na polski.
1600:  You alright?
1606:  We're all set to go.
1611:  Powiedziała mi raz, że bym zawsze był za sobą, gdybym się zniszczył Powiedziałem, że nie przegapię tego dla świata Nie wierzyła mi, po prostu uśmiechnął się Zabrał jej głowę, że nie był za sobą, to wiedziałem Wtedy zniszczyła tę bombę Zostawiłeś wszystkich moich przyjaciół, kiedy mnie zlikwidowałeś, mówiła
1639:  Najgorsze zrobiło się to co samo co w telewizji, reklamy są dużo głośniejsze niż filmy.
1658:  Telewizacja YouTube'a to jest najgorsza rzecz na YouTube'ie.
1661:  Pawełek też pisze o galach Freak Fightowych i MMA.
1664:  To jest telewizja.
1667:  To jest to samo, co macie w telewizji.
1668:  Dlatego, że jak teraz Stanowski swój kanał zero zapowiedział, zauważcie, on zapowiada ramówkę telewizyjną w paśmie porannym to, w paśmie wieczornym to, w paśmie popołudniowym coś innego.
1680:  To nie jest YouTube, o którym nic nie zrobiłem.
1683:  YouTube dla mnie miał sens w postaci takiej, że siada sobie ktoś przed kamerą i gada.
1689:  Natomiast w momencie, w którym robią się z tego studia i tak dalej, to trochę tak Dawid Myśliwiec mówi, ok, dobrze, w porządku, ale zróbmy z tego nową zakładkę na YouTubie.
1698:  Jeżeli ktoś chce oglądać telewizję, chce oglądać telewizję.
1701:  I proszę uprzejmie niech dziennikarze, celebryci, wszystkie Jimmy Kimmele tego świata i tak dalej dostaną swoją własną część YouTube'a.
1709:  Proszę uprzejmie, ale nie mieszajmy tego z twórcami, którzy są oddolni, że tak to ujmę.
1714:  To znaczy nie przychodzą z telewizji.
1717:  Ja nie znoszę, nienawidzę telewizji.
1719:  Uważam, że telewizja to jest najgorsze rakowisko, jakie istnieje.
1722:  Z wszystkimi reality show i tak dalej.
1723:  Nie znoszę tego.
1724:  Nic to nie wnosi.
1725:  Nie lubiłem nigdy.
1727:  I ucieszyłem się, jak telewizja przestała być w ogóle...
1730:  jakoś, nie wiem, mainstreamowo obecna i jak zaczęły się streamingi, bo ja w zasadzie miałem telewizor nie tylko po to, żeby móc sobie film obejrzeć, więc jak pojawił się streaming, to stwierdziłem, o, idealnie.
1740:  A YouTube był dla mnie też idealny z tego względu, że mogłem bezpośrednio do jakiegoś twórcy wejść do jego domu i patrzeć na jego świat jego oczami, prawda?
1749:  A w momencie, w którym jest to wszystko wyreżyserowane, wypudrowane, kurczę, Elgato nawet w którymś momencie wypuszcza dla streamerów, nie wiem, czy widzieliście, prompter.
1759:  Autentycznie.
1761:  Pokażę wam.
1763:  Dosłownie jest to prompter telewizyjny.
1766:  Znaczy, przepraszam, to już może będziemy od razu, no od razu sobie zróbmy jeszcze reżyserkę, tak?
1773:  Żeby w reżyserce nam mówili, jak mamy odpowiadać na pytania, żebyśmy byli śmieszni jak Kubuś Wojewódzki.
1777:  No ale to jest żenujące, nie znoszę tego, nie lubię, to jest, okej, to jest mój bajas, tak?
1782:  Zawsze będę patrzył na to źle, więc ja nie lubię, krótko mówiąc, traktowania takiego samego, takiego Jimmy'ego Kimmela, który sobie przychodzi na YouTube'a ze swoim budżetem i Your Every Joke, który robi dobry kontent recenzencki gier wideo.
1801:  Tak, to jest Toelgato.
1802:  Toelgato od tej doskonałej, zajebistej karty do przechwytywania sygnału, która ma glicze zielone.
1810:  Dziabowscy, 23 miesiące wsparcia.
1813:  Jakże ja wam dziękuję serdecznie.
1815:  Pozdrowienia i dla was najserdeczniejsze nowym jamnikiem.
1818:  Okej, Robert Makłowicz to jest wyjątek, potwierdzający regułę.
1824:  Wiecie, no zawsze jest tak, że ktoś na przykład może w telewizji się czuć źle i potem na YouTubie odżyć kreatywnie i twórczo.
1831:  Natomiast nie mam wrażenia, żeby Robert Makłowicz robił z tego telewizję.
1834:  W paśmie porannym zobaczymy sobie, o, a co wtorek będziemy mieli Makłowicz Live o 19.35, a o 19.47 będziemy mieli pasmo reklam.
1843:  No nie...
1850:  O Boże, znowu lag.
1852:  Ja już nie mam możliwości odrodzenia żadnego wpływu na to z poziomu OBS-a.
1856:  Nic nie mogę zrobić.
1860:  Zmniejszyłem jakość maksymalnie, jak byłem w stanie.
1864:  Nie mam pojęcia już, co mogę zrobić.
1869:  Zielonego pojęcia.
1875:  Makrołowicz jest naturalny i tym wygrywa, pisze Seras Victoria.
1877:  Tak!
1882:  Ja mam teraz kartę przechwytującą Pana Andrzeja od Black Magic, jestem zachwycony
1915:  Myślisz, że nie wiem tego?
1916:  FIA ją uratuje.
1916:  Będzie w porządku.
1918:  Słuchaj, potrzebuję kilku dni, żeby złożyć to, co ci zapewniliśmy.
1923:  Ufam, że to nie jest problem.
1947:  Chciałabym, żebyś się uratował.
1950:  Żyjesz tutaj bezpośrednio.
1956:  Jestem świadomy.
1956:  Meryl i Coy oczekiwania.
1958:  Tokenty ważnych wspomnień.
1959:  Nigdy nie wątpię.
1960:  Nie bądź w błąd, ale prawdopodobnie... Zostawię to tak, jak Zomi to zrobiła.
1970:  Albo sprzedaję.
1977:  Będę potrzebowała poważnego skręcenia, po tym jak zniszczysz moją głowę.
1986:  To wszystko twoje.
1987:  Zrób to, co będziesz mógł.
1988:  Idziesz do domu, Somi.
1991:  Będę cię widzieć wkrótce.
2007:  Wiesz, od początku tego całego biznesu FIA, próbowałem podpisać dziwne uczucie.
2038:  Ta strach w moich wnętrzach.
2040:  Yellen mówił, że powinienem jechać tak daleko jak to możliwe.
2041:  Myślę, że w końcu zrozumiałem, co to było.
2066:  Cześć, Morrisek, cześć.
2068:  Cześć, mój Pan Giesuś, nie mogłem wyczynać, mi dostała baki, Pawełku.
2073:  Będzie ending z Fio i Reedem, mam nadzieję.
2077:  Znaczy, wezwy Fio i Reedem.
2077:  Co to jest?
2094:  Arasaka?
2095:  Plecak?
2096:  Dlaczego mamy Merge Arasaki?
2102:  Piosenka skończyła się, Johnny.
2104:  Przeciwdziałeś śmierci.
2107:  Co jeśli nie jest śmiercią?
2109:  Przeciw to przeszło.
2110:  Zrób sobie pomysł i pozwól, że to spoczywa w spokoju.
2114:  Spoczywa w spokoju, aha.
2116:  Tak, w pewien sposób czy inny, kawałek zawsze kończy się kawałkiem.
2120:  Najpierw Saburo, później Nyori Nobu, a teraz Myers.
2124:  Miałem kłopot za to, żeby się wchodzić w drogę niebezpiecznej, wiesz?
2130:  Na prawdę jednak.
2131:  Jak się czujesz, wiesz?
2133:  Z tym wszystkim, co się skończyło.
2135:  Somi nie musiała tam umrzeć.
2137:  Zrobiła to, co myślałam, że byłoby odpowiednie.
2163:  Złożyłem lego już moje, nie no moi drodzy, będzie na streamie składany żyraf, co wy sobie myślicie jak tylko, jak tylko wyjdzie na pececie Horizon Frozen Wilde Forbidden West
2177:  Boże, gdzie mam porozmawiać z nim?
2178:  Znowu mam usiąść na kanapie, żeby porozmawiać.
2180:  Nie robisz swojego życia o wiele łatwiejszym, wiem.
2186:  Ale myśląc o Songbird, o Reed, w końcu zaczynam zobaczyć, dlaczego zrobiłem wszystko, co zrobiłem.
2206:  Niesamowite.
2226:  John jest bardziej gadotliwy w tej wersji.
2229:  Idealistów, którzy walczą o powód.
2232:  Śmierdzą od tego, że wszystko, o czym my się cieszymy, zostanie na ziemi.
2237:  Jedyna rzecz, która nas rozstrzyga, to jego wiarę w system, w jego pryncypalsy.
2244:  Oprócz tego, że wierzymy w idealizm i jesteśmy napewno naiwni... ...to jest, no... ...pięknie szalony.
2257:  Krzysztof, jak wrażenia po rozmowie z Przemkiem Górczykiem?
2259:  Wiesz co, Aniu, niesamowicie nam się gadało.
2262:  Jest nagrane, bo ja byłem w Warszawie w poniedziałek i nagrywaliśmy podcast z Przemkiem Górczykiem.
2267:  Dwie godziny czterdzieści minut!
2271:  Nie żartuję.
2271:  O, teraz widać lepiej jamnika.
2274:  Więc to będzie soczysty i sążny kawał podcastu, a teraz w piątek z kolei nagrywamy z dwiema lewymi rękami.
2281:  I z tego, co mi mówił Marcin, to jest szansa, że nawet już od razu w piątek będzie dostępne, więc dlatego w tym tygodniu jest mało filmowo, moi drodzy, na kanale, bo się nie wyrobiłem z niczym.
2290:  Zwykle poniedziałek to jest moment, kiedy nagrywam.
2292:  That's where you're nothing alike.
2298:  Reed zrobił wszystko, co mógł, by utrzymywać tę piosenkę.
2301:  Wszystko skarżył na siebie.
2302:  A ty, z drugiej strony?
2303:  Chyba, że nigdy nie szukałem idei.
2306:  Nie naprawdę.
2306:  Życie.
2307:  To, z czego się uciekałem.
2308:  I?
2308:  Wciąż się uciekasz?
2311:  To nie ma znaczenia.
2312:  Wciąż się śpię.
2317:  Trochę.
2317:  Tylko nie wiem, dla czego.
2327:  Wracane z anime Don't toy with me.
2330:  Mrs. Nagatoro.
2331:  Hmm.
2348:  Jestem tak w tym momencie do tyłu, jeżeli chodzi o seriale, filmy i animki, że nie macie pojęcia.
2355:  Lukas pisze, że też przychodzi sekretne zakończenie.
2359:  No właśnie.
2361:  To mnie bardzo zainteresowało, moi drodzy.
2365:  Tak, ty też.
2376:  Teraz sobie wyobraźcie, że jesteście w swoim własnym kiblu i musicie mieć oznaczenia, gdzie jest toaleta, a gdzie jest prysznic.
2388:  Ja naprawdę zwariuję z tym YouTube'em teraz, ja z nim oszaleję.
2396:  Ja nawet w tym momencie dostaję notyfikację, że jest transmisja do YouTube'a za wolna, co jest kpiną absolutną.
2407:  Dramat.
2414:  Nie będziemy tego zamykać.
2417:  Czy bierzesz zakończenie jak podczas ścieżki Somi oddajesz ją Reedowi?
2420:  To jest właśnie to, Gen Greymane.
2422:  Właśnie to.
2426:  Boże, drogi.
2428:  Pora na Twitcha?
2429:  Nie, Twitch jest jeszcze gorszy.
2431:  Twitch jest jeszcze gorszy.
2432:  Na Twitchu nie jesteście w stanie na przykład w ogóle nie zamieszczać żadnych reklam.
2435:  No dajcie spokój.
2437:  Dobrze, musimy przeczytać wiadomość od Reed'a.
2440:  Lecimy.
2444:  Proszę bardzo.
2444:  Może kiedyś tam zajrzysz.
2462:  Teraz musimy jeszcze zmienić na polski dźwięk, tak.
2468:  Ojej, Urszula pisze, że kaszelek z zeszłego tygodnia to COVID, rany boskie.
2474:  Izolacja i zdrowiej.
2479:  Moi drodzy, jamniki zdrowotne dla Urszuli i serdeczne pozdrowienia.
2484:  To jest poważna sprawa.
2485:  Jeszcze bardziej irytuje, jeszcze bardziej irytuje to, o czym Dawid myśli jest w Czajmuju w tym kontekście.
