🔴 Pandaemonium Filippo-Rysławium | DIABLO IV Livestream #9 i ostatni
🔗 https://www.youtube.com/watch?v=Q2LSy4NEYOw
KMM (Krzysztof M. Maj)
RC (Ryszard Chojnowski, Rysław)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

35:  Zdjęcia i montaż
497:  KMM - Więc tym bardziej dziękuję wszystkim, którzy wpadli o tej nietypowej dla nas porze.
502:  KMM - Niech będzie płomienna chałwa, pisze Brendo, tak.
505:  KMM - Bardzo dobrze, bardzo.
507:  KMM - Było ich trzech, w każdym z nich inna krew.
509:  KMM - Moi drodzy, kim gramy i powiedzcie, przedstawcie się teraz growo.
513:  KMM - My gramy kusą po kusą.
515:  KMM - Czaty dobrze znają kusą po kusę.
516:  KMM - To jest najbardziej rozwydrzona spośród wszystkich czarodziejek, która obnaża się, ale równocześnie goreje ogniem i wszystkich wypala.
526:  RC - To ja gram barbarzyńcą, tutaj stoi obok.
530:  RC - Bogdan z brzegu, bezwzględny łajdak, to ja.
534:  RC - Troszkę mam wyższy poziom niż wy, wobec tego będę miał możliwość przeprowadzenia was przez podziemia wieńczące i wejścia na wyższe rangi świata.
545:  KMM - Boże drogi, ty mówisz bezwzględny łajdak, ja teraz zobaczyłem, że kusa pokusa jest przelotną kozą.
552:  KMM - Właśnie...
554:  KMM - To jest wszystko przez to, że spotkaliśmy Guślarza.
557:  KMM - Rysław, może przypomnisz, kto dubbingował Guślarza w Wiedźminie III?
561:  KMM - I tutaj też się pojawia ten aktor.
563:  KMM - Włodzimierz Press dubbingował.
564:  KMM - O proszę, o proszę.
566:  KMM - No więc on zawsze ma taki bardzo charakterystyczny głos.
569:  KMM - Guślarz, Guślarz nie wie, nie wie kto zbrzuchacił jego księżniczkę.
574:  RC - I tak za każdym razem było, w związku z powyższym... Tak, pan Włodzimierz Press występuje w grze i występuje także jego wnuczek.
581:  RC - Kosma Press, który jest przesympatyczny młodym człowiekiem i akurat miałem przyjemność być na nagraniach, kiedy obaj wymieniali się w drzwiach.
592:  RC - Wtedy też jeszcze wpadł pan Jacek Rodzenek, który też jest, ale nie jest w głównej linii fabularnej, możecie go spotkać i jeśli graliście w Diablo 3,
602:  RC - to możecie poznać bardzo, znaczy spotkać, nie poznać, bo poznaliście już Diablo 3, pewną bardzo ważną postać z Diablo 3, która tu je powraca, no i jest cała linia fabularna z tą postacią bardzo ważną z Trójki.
617:  RC - Po wielu latach, po 50, minęło 50 lat od trójki, więc postać jest trochę starsza, bardziej doświadczona, ale nadal ma skłonności do zgrywy, więc... Proszę bardzo, proszę bardzo.
628:  KMM - Natalia pisze z tyłu z live'ami z Diablo.
630:  KMM - Nie martw się, dzisiaj będziemy grać bez zobowiązania, bo fabuła jest już skończona.
635:  KMM - Filip, kim ty grasz?
638:  BFP - No, w sześciu chłopa, jak dobrze pójdzie.
642:  BFP - Mówisz.
643:  BFP - Właśnie, wy nie widzicie moich szkieletów.
645:  BFP - Musisz chyba wejść w pole widzenia Krzysztofa.
649:  BFP - No ja jestem w polu widzenia, ale właśnie nie widać moich szkieletów.
653:  BFP - To jest ekipa ośmiu chłopa, pięć szkieletowych wojowników, trzech szkieletów magów, którzy do tego... Sprawdź, Nergal.
660:  KMM - O, możemy cię sprawdzić, nie masz wybranego tytułu.
664:  KMM - Co Filip, co to w ogóle jest?
665:  KMM - Dlaczego nie masz wybranego tytułu?
667:  KMM - Bądź przelotną kozą też.
670:  RC - On może być przelotnym kozłem.
674:  BFP - Ja nie potrzebuję tytułu, ja i tak jestem najlepiej ubrany z całej waszej trójki.
677:  BFP - To raz.
679:  BFP - Dwa.
680:  BFP - Czekaj, to jest dobrze ubrany.
683:  BFP - Jestem black metalowcem i to takim norweskim black metalowcem i nie dajcie się zwieść temu, że... I masz farbę na twarzy, tak?
691:  BFP - Nie, właśnie nie mam farby na twarzy, bo noszę dosłownie maskę szkieleta razem z demoniczną koroną.
699:  BFP - Więc ja, jak to mówi młodzież, I'm all about the swag.
703:  BFP - Tu nie chodzi o tytuły.
704:  BFP - Tytuły są dla ludzi, którzy...
708:  BFP - nie są dzisiejsi.
709:  BFP - Ja po prostu stawiam na blink-blink.
712:  KMM - Okej, Filip.
713:  KMM - Stawiasz swoje szkielety.
714:  KMM - Dobrze.
715:  KMM - Wszystko już wiemy.
715:  RC - Panika, dzięki za wsparcie od 12 miesięcy.
717:  RC - Będą widoczne w walce chyba, jak już wejdziemy do walki.
720:  KMM - Właśnie, Drysław, prowadź nas, bo ja nic nie wiem.
723:  KMM - Myśmy skończyli fabułę na ostatnim live'ie.
726:  KMM - Lilif została pokonana i to jest wszystko, co wiemy.
729:  KMM - W związku z powyższym... O, teraz zobaczyłem wszystkie szkielety Filipa.
734:  KMM - Tak?
734:  KMM - Tak, i teraz zniknęły.
735:  S09 - Czy możesz napisać taką książkę?
737:  S09 - Wszystkie szkielety Filipa?
739:  S09 - Tak, tak właśnie.
740:  RC - Dobrze, moi drodzy, pierwsze podziemia wieńczące są tutaj, w tym, że w Kiełbosadzie, w świątyni, więc idziemy do świątyni.
749:  KMM - Czy to jest trzecia ranga świata koszmar?
751:  KMM - Bo ja mam zadanie priorytetowe, trzecia ranga świata koszmar.
754:  RC - Właśnie, to musisz wejść właśnie... podążaj za tym zadaniem.
757:  RC - Podążaj za tym zadaniem i ono poprowadzi cię tutaj na północ do posągu Rangi Świata i wyżej.
764:  S09 - Ja po prostu za to będę biegł.
767:  KMM - Kto lepiej jest ubrany?
768:  KMM - Czatek chcą rozstrzygnąć, kto jest lepiej ubrany, w związku z powyższym piszem.
771:  KMM - Nie wiem jak można pokazać.
773:  KMM - Możemy pokazać.
774:  KMM - Dobrze.
775:  RC - Nergal.
776:  KMM - Dobrze.
777:  KMM - I Bogdan.
780:  KMM - Ja pokazywałem Filipa, nie pokazywałem jeszcze Bohdana, ponieważ Bohdan spierniczył na północ.
787:  RC - Dobrze, idę do ciebie.
788:  KMM - Przy okazji dziękuję serdecznie za trybut.
789:  S09 - Bo nie mamy jak pokazać na przykład trykotu elegancko.
794:  KMM - Pokusa, ono tu.
796:  KMM - Jest, jest, Jamnikowy Piechurze, dziękuję ci za trybut.
799:  KMM - Dzięki Jamnikowemu Piechurowi teraz sprawdzamy Bohdana.
802:  KMM - Proszę bardzo.
803:  KMM - Dlaczego masz talerze na sutkach?
807:  KMM - jako Bogdan.
809:  RC - Gdyż po prostu były wystarczające, gdyż na dół były za małe, więc musiałem je umieścić na górę.
817:  KMM - Proszę bardzo, kusa po kusa 60% głosów na czatach.
821:  KMM - Widzicie, tak to jest, jak się zgorszą.
822:  KMM - Ciekawe dlatego.
823:  KMM - Prawda?
823:  KMM - Ale nie, zadanie jest inne.
825:  KMM - Potrzebujemy 69%.
829:  KMM - Dobrze, idziemy.
831:  KMM - Ja jestem teraz w kaplicy.
834:  KMM - No i idziesz tutaj na bok, po lewej.
837:  KMM - Dobrze.
838:  KMM - I tutaj są drzwi.
838:  KMM - Czy mam kliknąć w drzwi?
841:  KMM - Kraina Światłości, tak to zostało napisane.
843:  KMM - Katedra Światłości.
845:  KMM - Katedra.
845:  KMM - Habit Krzysztofa, koszula Rosława, koszula Filipa.
848:  KMM - Głosować, tak.
850:  KMM - Wampir, dzięki za wsparcie od 7 miesięcy.
851:  KMM - Krzysztof ma tę samą bluzę od roku.
852:  KMM - Nie, od dwóch lat.
854:  KMM - O, teraz zobaczyliśmy szkielety.
856:  RC - No i teraz zbierz po ożywionych rycerzach animus, czyli będziemy taką substancję ich ożywiającą zbierać.
862:  RC - Najpierw będę chciał zobaczyć... Nie ma Filipa.
865:  KMM - O, i są jego szkielety.
866:  KMM - Jest Filip, jest twoja... Jestem ja i moja ekipa.
868:  KMM - Ja wiem, jaki wierszyk będziemy teraz Filipowi cały czas recytować.
873:  KMM - Na cmentarzu, w snu ukropie, trupek trupka nogą kopie.
877:  KMM - Tak.
878:  RC - Bardzo ładnie i ja najpierw popatrzę co wy będziecie robić.
881:  KMM - Ooo Rysław, Rysław.
883:  KMM - Jak się gra w diabla?
885:  RC - Nie, nie, nie, no chciałbym zobaczyć po prostu jak sobie radzicie, bo możliwe, że moja pomoc nie będzie potrzebna.
889:  RC - Może Rysław jest niepotrzebny?
891:  RC - Proszę bardzo, proszę bardzo.
893:  RC - Może jesteś tutaj tylko zbyteczny?
896:  KMM - Nie Rysław, nie jesteś zbyteczny, nikt nie jest zbyteczny.
899:  KMM - Znaczy zbyteczna jest moja postać.
901:  KMM - Spooky scary skeleton piszą czaty, strasznie spooky szkielety.
905:  KMM - Ale dlaczego one są widoczne tak lekko tylko?
908:  KMM - Trzeba ty powiedzcie, czy nie zagłusza muzyka z gry i efekty dźwiękowe naszych wspaniałych gości.
918:  KMM - Filip już ginie.
920:  KMM - Nie ma to jak potężny nekromanta.
923:  BFP - Mój Ergal ma głos Wojciecha Malajkata, bo Wojciech Malajkat nigdy nie zginie.
929:  BFP - Kim jest Wojciech Malajkat?
931:  KMM - Dobra, Krzysztof.
933:  KMM - Graj.
934:  KMM - Troszeczkę ciszej gra, mówicie.
936:  KMM - Dobrze.
937:  KMM - Efekty zagłuszają.
939:  KMM - Problem z moją postacią jest taki, że ja dotknę przeciwników i oni umierają.
943:  KMM - Ale to znaczy, że masz gorący dotyk, bardziej gorący od kusej pokusy, Rysław.
949:  RC - Zobaczcie, jak sobie radzicie z tym rycerzem i drajecie go i tam pomogę wam.
953:  KMM - Brakuje mi potrzebnej esencji.
955:  KMM - Co to było?
956:  KMM - Dlaczego usłyszałeś?
957:  KMM - To był Wojciech Malejkat.
959:  KMM - Ale to strasznie sabawnie zabrzmiało.
962:  KMM - Dobra, już nie żyję.
963:  KMM - Lepiej zna przyczantek, jest to dobrze.
965:  KMM - Filip i jego przypakowani koledzy z siłowni.
969:  KMM - To jest to, co ona powiedziała.
997:  KMM - Fanrodzynek w serniku.
998:  KMM - Niemożliwe jest bardziej gorąco od kusy po kusy, pisze Lucifer, prawda?
1003:  KMM - Też się z tym zgadzam, jest to fizycznie niemożliwe.
1005:  KMM - Kusa po kusę jest najbardziej gorąca.
1008:  BFP - A, to ja tu sam walczę, a wy sobie poszliście.
1010:  BFP - Ojej, przepraszam, bo ja sobie tam stałem i walczyłem i myślałem, huał, chłopaki, patrzcie na mnie.
1015:  BFP - A wy jesteście w innej lokacji.
1017:  BFP - Tak.
1017:  BFP - Zrobiło mi się bardzo przydro nagle.
1021:  S03 - Po prostu tak.
1025:  KMM - Ryusowo, a poziom ten by był tatą, który gra z synami.
1028:  KMM - Dobra, już zabijam, już zabijam, no.
1031:  S07 - Tak.
1033:  KMM - Sobie świecisz, czy mnie?
1035:  S07 - Dobra.
1038:  BFP - Tak.
1039:  BFP - No poczekajcie na mnie, no bądźcie... Ale myślałem, że jak jesteś nekromantą, to się poruszasz szybko dosyć.
1044:  BFP - Poruszam się szybko, ale ja czyszczę wszystkie kąty.
1046:  BFP - Jestem nekromantą, który jest pokusy pedantem.
1051:  KMM - Filip jest nekromantą i pokojówką w jednym.
1053:  KMM - Ma taką specjalną zmiotkę i zmiata kurze wszędzie.
1057:  KMM - Krzysztof, zapytałeś mnie o tytuł.
1059:  BFP - Mój tytuł to jest nekromanta z Manhattanu.
1064:  BFP - O nie.
1066:  KMM - O nie.
1068:  KMM - Ach, Borysław.
1069:  KMM - Już wiem, dlaczego czaty piszą o serniku.
1071:  KMM - Borysław jest zwolennikiem serenika z rodzynkami, a myśmy rozstrzygnęli ten dylemat, stwierdzając, że sernik z rodzynkami to jest po prostu inne ciasto i nazywa się rodzynnik.
1081:  RC - Nie, nie, nie.
1082:  RC - Rodzynnik to byłoby ciasto wykonane z rodzynek.
1085:  RC - No właśnie.
1086:  RC - Nie, nie, tam jest przetykany.
1088:  RC - On jest delikatnie inkrustowany.
1091:  RC - Rozumiem.
1091:  KMM - Tym jakże wspaniałym owocem suszonym.
1095:  KMM - Filip jest rumbą.
1096:  KMM - Perfekcyjny nekromanta domu.
1098:  KMM - Wskrzesza myszy z kurzu.
1099:  KMM - Nekromanta i pokojówka wie... Tak, czaty są zgodne.
1103:  KMM - Pronto na sponsora odcinka.
1104:  KMM - Pronto... Nie śmiejcie się z Pronto.
1106:  KMM - Pronto to jest super rzecz.
1109:  KMM - Uwiebiam prąto.
1110:  KMM - W ogóle uwiebiam środki do czyszczenia.
1113:  RC - O, zobaczymy, jak ten... Bo chcę zobaczyć, jaka rzeczywista jest Ruica.
1117:  RC - Wy macie niezłe postacie, w sumie, przecież na tym poziomie.
1119:  RC - Proszę bardzo.
1120:  KMM - Proszę bardzo.
1121:  RC - No i sobie rotujcie.
1122:  RC - Dobra.
1122:  RC - Hop, koniec.
1123:  S07 - Koniec już.
1123:  S07 - Zabić.
1129:  KMM - To mi się przypomina od razu to, co mówiła Krystyna Czubówna w IMAXie, że to jest sprzęt wykorzystany z niezwykłu, jak na taki przedmiot, precyzją.
1137:  KMM - I my też z Filipem mamy buildy niezwykłe, jak na taki poziom.
1142:  KMM - Tak jest.
1144:  KMM - Dlaczego tutaj mi się wyświetla stronnik?
1146:  KMM - Aha, bo to są przeciwnicy po prostu.
1148:  KMM - No właśnie, Rysław, opowiedz nam, jak to było z przekładami nazw potworów na początek.
1154:  RC - Powiem tak, to jest, mimo że pracowałem przy wszystkich, jestem jedną chyba z nielicznych osób na świecie, które pracowały przy wszystkich częściach Diablo, bo przy wszystkich... O, nawet nie widziałem.
1164:  RC - ...tłumaczyłem coś, to przy czwórce tłumaczyłem najmniej.
1169:  RC - Sporo dialogów, sporo nazw miejsc,
1174:  RC - Mało umiejętności i trochę przedmiotów.
1179:  RC - Natomiast tutaj podejrzewam, że mój wpłat w całość to jest pewnie z 20%, więc są osoby, które przetłumaczyły znacznie więcej.
1190:  RC - Ja troszkę się udzielałem paszczowo też, ale tak malutko.
1194:  RC - Jak się udzielałeś?
1195:  RC - Poszczowo.
1197:  KMM - Robiłeś voice acting do czegoś?
1198:  KMM - Tak, tak, tak.
1201:  KMM - Myśmy mieli teorię.
1203:  KMM - O co chodziło z tą postacią, o której mówiliście, że Rysław na pewno dubbingował?
1209:  KMM - Która to była, pamiętacie?
1210:  RC - Rzeźnika nie dubbingowałem teraz, tak.
1213:  RC - Był ktoś inny.
1216:  RC - Ja tu jestem tak naprawdę, mówię swoim łagodniejszym głosem, mówię tak bardzo spokojnie i dostojnie i jestem jednym z rycerzy w świcie Viggo.
1228:  RC - Pamiętacie, jest taka postać fantastyczna, świetna.
1231:  KMM - A Astaroth?
1233:  RC - Nie, nie jestem Astarothem, nie, nie.
1235:  KMM - A to strasznie podobnie, wiesz, brzmiał do ciebie.
1238:  KMM - Rzeczywiście zrezygnowano zupełnie z tych przekładów.
1247:  RC - generatywnych, takich wiesz, losowych nazw przedmiotów, które... Nie, nie, nie, wszystkie są praktycznie przedmioty, są... oprócz unikalnych, są losowe.
1256:  RC - A, no właśnie, no właśnie, bo to brzmiało dziwnie.
1258:  RC - Ja sobie przełożę ekran troszkę, żeby mógł się na wprost patrzeć, o. Dobra, dobra.
1263:  RC - I czata sobie wziąłem z boku.
1266:  KMM - Dorysław na pewno prędzej czy później powie czaty, świeże mięso.
1270:  RC - Nie, wszyscy mnie na to proszą.
1272:  RC - Mierzę mięso.
1281:  KMM - To byłem ja.
1282:  KMM - Filip się teraz wcielił w sklepową w PRL-u albo w... O nie, ja wiem co to jest.
1287:  KMM - O nie, to rzadko się zdarzało, żeby tak powiedzieć.
1291:  KMM - Tylko w piątki.
1293:  KMM - Masaż erotyczny mianowicie.
1294:  KMM - Ja to muszę pokazać, nie ma innej opcji.
1296:  BFP - W sensie, że masaż... To sam na sobie zrobi masaż erotyczny teraz.
1301:  KMM - Stop, stop, stop.
1301:  KMM - Patrzcie.
1303:  KMM - Musicie to zobaczyć i następnie Filip musi powiedzieć dokładnie tym głosem to, co powiedział.
1308:  KMM - Bo to jest dokładnie to.
1309:  KMM - Tylko ja muszę teraz się wklikać do rzeczy, do której starałem się wklikać.
1313:  KMM - Nie jest to takie proste.
1315:  KMM - Dobrze czaty, więc przygotujcie się.
1317:  KMM - Proszę bardzo.
1318:  KMM - To jest serwis Wielka Rzeczpospolita.net.
1320:  KMM - I w serwisie Wielka Rzeczpospolita.net jest Buchomas.
1323:  KMM - I w Buchomasie jest grafika, którą w tym momencie otwieram.
1327:  KMM - Filip...
1329:  KMM - Lecisz.
1331:  BFP - Ale mam tylko powiedzieć to, co już mówiłem, czy to chodzi o... Tak, świeże mięso.
1334:  KMM - Świeże mięso.
1336:  KMM - Mówiłem, że będzie idealnie?
1337:  KMM - Mówiłem, że będzie idealnie?
1340:  KMM - Jest masza serotyczna.
1341:  KMM - Po prostu ja potrzebowałem wam to pokazać od bardzo dawno.
1345:  KMM - Nie wiecie, co to jest Wielka Rzeczpospolita?
1346:  KMM - To jest najlepsza strona satyryczna ever.
1348:  KMM - Przedstawia Polskę, która podbija cały świat.
1350:  KMM - Są na przykład hipermarkety z połem.
1352:  BFP - Wysyłałeś mi to kiedyś, pamiętam.
1354:  BFP - Pamiętam jak się nie śmiałem.
1356:  KMM - Małe wielkie imperium, w sensie... Małe wielkie imperium.
1360:  KMM - Są też zakłady produkcji czołgów Fiat, znaczy Fiat to jest akurat włoski, ale no wiadomo, czyli Polonez byłby po naszemu, o, tak.
1369:  KMM - Zawsze myliłem przy lata z Polonezem.
1370:  KMM - Wielka rzecz, posłuchaj to jakie to jest stare.
1373:  BFP - Mega mi się podoba, że Rysław jest tak naprawdę opiekunem na koloniach.
1379:  BFP - Pojechał i patrzy jak dzieciaki na basenie się bawią.
1383:  RC - Od czasu do czasu tam kogoś zabije, no ale to wiecie... Gdybym chodził i czyścił wam, to byście nie mieli żadnej frajdy z tego.
1390:  BFP - Jak któryś z nas się zacznie topić, to Rysa podchodzi, wyciąga rękę i po prostu wyciąga za czuprynę z wody.
1395:  RC - Nie no, bo póki sobie dobrze radzicie, to jakbym ja tu jej chodził i czyć, patrzcie jaki ja jestem super, to byście nie mieli żadnej z tego frajdy, no co to za frajda jest.
1402:  S03 - To jest sprawność człowieka godnego.
1403:  KMM - My sobie fundamentalnie radzimy, ale w ogóle chciałem zwrócić uprzejmie uwagę, że film ma niższy poziom niż kusa po kusa.
1411:  RC - Widzę, że peregnący krwi kapitan szkieletów, on ma wampiryzm i z nim możecie mieć pewne problemy, bo on sobie od... Dobra, no to ja go ten.
1420:  KMM - Musi go.
1421:  KMM - Nawet Rysław potrzebował dwóch uderzeń.
1424:  KMM - Nonsensopedia miała kiedyś planetę Mołdawię.
1426:  KMM - Nonsensopedia też była super, też to jest stara rzecz.
1430:  KMM - Fiat produkował czołgi?
1431:  KMM - Naprawdę?
1432:  KMM - Nie wiedziałem.
1434:  RC - Za czasów Mussoliniego chyba produkował.
1438:  KMM - Wszyscy by myśleli, że to oni zabijają, a nie Rysław, prawda?
1442:  KMM - Niepotrzebnie zdekonspirowaliśmy się.
1444:  KMM - Trzeba było tak zrobić.
1445:  RC - Zobacz, ja sobie nawet tak człapię.
1448:  RC - Powolutku.
1449:  KMM - Idę sobie.
1450:  KMM - Ja jestem szybki, bo kusa po kusa się teleportuje.
1452:  KMM - To my bądźmy w awangardzie, Krzysztof.
1454:  KMM - No wy idźcie.
1455:  KMM - Ładnie się komponujemy.
1456:  KMM - Absolutnie.
1457:  KMM - Kusa po kusa rusza szybko, ponieważ ona musi odnajdywać nowe cele swoich erotycznych podbojów, dlatego ma teleportację.
1464:  S07 - A ja będę sobie tak ochodził.
1465:  S07 - Widzicie, o.
1468:  KMM - Proszę bardzo, takie mamy, moi drodzy, tutaj rzeczy
1482:  KMM - U nas zwykle właśnie tak jest, kochani.
1484:  KMM - Pokutny rycerz.
1485:  KMM - Ale dostałem bąk.
1488:  KMM - Dostałeś bąk?
1488:  KMM - Dostałem bąk, tak.
1490:  S00 - Takie ciężkie bąk.
1492:  KMM - Znowu dostałeś bąk.
1494:  S03 - Znowu dostałem bąk.
1497:  S03 - Dobrze sobie radzicie.
1499:  S03 - Super.
1500:  S03 - Nikt mnie nie słuchał.
1501:  S03 - To dobrze, to dobrze.
1503:  S03 - Ja tutaj sobie przywołam hydry w kąciku.
1506:  BFP - Ale to ja, jeżeli ja mogę powiedzieć jedną rzecz a propos resocjalizacji więziennictwa, to naprawdę chwali się, że jest ktoś, kto chce się tym zajmować, ponieważ jest to bardzo, bardzo poważne w Polsce.
1519:  BFP - Jest to niewdzięczne, ale...
1521:  BFP - Jeżeli po coś idzie się siedzieć, to nie tylko po to, żeby to była sankcja za uczynki, ale też po to, żeby znaleźć możliwość dania drugiej szansy, no bo inaczej...
1535:  BFP - Inaczej, kto wyjdzie z więzienia, tak?
1537:  RC - O, to tutaj macie trzech bossów.
1539:  RC - Wielki Inkwizytor.
1541:  RC - Pobawcie się troszkę z nimi.
1543:  KMM - Pobawcie się troszkę.
1544:  KMM - Mmm, kusa pokuso.
1546:  KMM - Mergalu, pobawcie się z Wielkim Inkwizytorem.
1548:  RC - Ja obserwuję wasze paski zdrowia po prostu i tyle.
1550:  RC - W rejeczek wejdę do akcji, no bo wiecie, no musicie mieć trochę frajdy z tego.
1553:  KMM - Pewnie, walka z bossem to nie ma żartów, moi drodzy.
1557:  KMM - Nie ma żartów.
1559:  KMM - Urodziłaś się gotowa.
1561:  KMM - Nie rób mi wstydu przed Filipem Mirysławem.
1563:  KMM - Kusa po kusa porusza się zwinnie.
1565:  KMM - Oczywiście czaty, że tak jest.
1567:  KMM - Bardzo dobrze sobie radzicie.
1568:  KMM - U złego czarownika też się udało.
1570:  KMM - Byłem zaskoczony pytaniami.
1571:  KMM - No u mnie, moi drodzy, też były dzisiaj obrony.
1574:  KMM - Dwóch studentów z wyróżnieniem obroniło.
1578:  KMM - Znaczy, dwoje studentów.
1580:  KMM - A jedna studentka obroniłaby z wyróżnieniem, gdyby nie pukciki!
1584:  KMM - Ponieważ trzech profesorów i jeden doktor to jest za mało, żeby podjąć tak trudną decyzję jak to, czy ktoś nasługuje na wyróżnienie.
1592:  KMM - Trzeba do tego algorytmów.
1593:  S07 - O. Może bym kogoś wam tutaj ściągnął.
1599:  S07 - To może którego?
1600:  S07 - Głównego.
1603:  KMM - Wielki Inquisitor zaraz padnie.
1604:  KMM - Lord Commander pada na razie.
1606:  KMM - Wybaczcie, ale długo trwało.
1610:  KMM - Czy wyróżnienia dają hajs?
1612:  KMM - Skąd wyróżnienie?
1613:  KMM - To jest dokładnie to samo co paseczek w szkółce.
1617:  KMM - Nic wam to nie daje, poza honorem.
1619:  RC - Drogi Nergalu, ja widzę, że ty jesteś na granicy.
1622:  BFP - Spokojnie, tu jest dużo flaszek, które sobie leżą.
1625:  KMM - Ale wiecie, dla mnie wyróżnienie to jest sposób na uhonorowanie po prostu, że ktoś napisał pracę, która na przykład, jak ja napisałem w swoich recenzjach, jest raczej pracą magisterską niż licencjacką.
1637:  KMM - Więc uważam, że w takich sytuacjach wyróżnienie właśnie powinno być przyznawane, kiedy recenzenci powiedzą, że praca jest porządnie napisana.
1648:  KMM - Rysław pisał pracę z Tolkiena, dobrze pamiętam Rysław?
1654:  RC - Tak, tak, tak.
1656:  RC - Tak się nazywał.
1657:  RC - Proszę bardzo.
1660:  KMM - Filip, z czego ty pisałeś pracę?
1661:  KMM - Ja w sumie nie wiem.
