🔴 Ogień o rozwidlających się językach | DIABLO IV Livestream #6
🔗 https://www.youtube.com/watch?v=2qsSBlguTEA

37:  Dzień dobry.
901:  To jest w ogóle jamnik przysypiający z tego względu, że autorka tego jamnika powiedziała, że fabuła Jedi Survival była usypiająca, więc to nie tylko ja krytykuję tę grę, okej?
910:  Natomiast ten jamnik ognisty, Jezus Maria, coś wspaniałego, jak pasuje.
916:  Nie mam gdzie postawić prawdzie, bo byłby wszędzie niewidoczny, ale będę go co jakiś czas pokazywał.
922:  Nilja Mnichomada dzięki za wsparcie od 5 miesięcy w tej bluzie Krzysztof wygląda jak mnich.
927:  Wiecie dlaczego?
927:  Dlatego, że mam sekret, sekret mnicha, prawda, o Pyrkonie?
931:  Super było, naprawdę.
932:  Orgowie się tak sprawdzili, że nie macie pojęcia, nie było jakoś przesadnie gorąco też.
939:  Doświadczenie konwentowe najwyższego poziomu, ja niestety się nie dostałem na... Jako fan nie byłem na Pyrkonie, byłem typowo jako twórca programu, nie dostałem się do Marcina Przybyłka, nie dostałem się do Briana McClellana, nie mogłem, gadałem z ludźmi.
953:  Więc muszę, stwierdziłem, że w przyszłym roku na Pyrkonie pojawię się jako Krzysztof, a na następne dwa dni ubiorę cosplay i to będzie cosplay, na przykład to będzie cosplay Kyle Lorena i wtedy nikt nie pomyśli, że to może być Krzysztof, bo przy zdrowych zmysłach bym się nigdy tak nie ubrał lub podobny i będę już anonimowo wtedy chodzić na wszystkie prylki, na które chcę, ale udało mi się za to cały konwent zwiedzić i to było super.
975:  Zobaczyłem nawet miniaturki Warhammerowskie, były tak piękne.
979:  Zrozumiałem, dlaczego ludzie lubią Age of Sigmar, moi drodzy.
983:  Estetyka figurek z Age of Sigmar przepiękna.
986:  Pójdziemy sobie na jakieś łupańsko, żebym mógł gadać do was o Pyrkonie jeszcze na razie, a potem sobie będziemy robić questa, dobra?
992:  Znaczy pójdziemy w stronę tego questa, prawdopodobnie tędy chyba, tak mi się wydaje, więc do Cat Bardu się teleportujemy.
1000:  Znakomity styl.
1001:  Ja naprawdę podziwiam ludzi, którzy robią takie rzeczy własnoręcznie.
1003:  Udało mi się cztery książki kupić, w tym Miecze Cesarza, a ponieważ to jest pierwszy tam, jak się okazało, cyklu, to teraz muszę kupić dwa następne, więc już zamówiłem na Allegro.
1013:  Przepraszam, Alledrogo.
1016:  No dramat absolutny.
1017:  Trybut jeszcze był.
1018:  Wojtku Pszczelarzu, dziękuję za wsparcie od 8 miesięcy.
1020:  Chciałem się tylko powalić, że się zaręczyłem.
1022:  Moi drodzy, jamniki dla Wojtka w takim razie.
1025:  Wiele jamników, jamniki serduszkowe w takich wypadkach, nie?
1029:  Wprawdzie wiecie, miłość w świecie sanktuarium między Inariusem a Lilif nie skończyła się zbyt dobrze i mamy nadzieję, że tutaj będzie inaczej.
1036:  Jaki spin!
1038:  Nie sądzę już.
1038:  Ja jestem, moi drodzy, na Dniach Fantastyki, potem jestem na Kopernikonie, jeszcze na Bahamaliach Fantastyki, strasznie dużo jest tego wszystkiego.
1059:  Ale się dużo jamników pojawiło, znaczy ja się odzwyczaiłem jak się gra w tę grę, wiecie, to jest przerażające, ale ucieszyłem się, nie wiem czy widzieliście na kanale Na Gałęzi, jest recenzja, z której każde słowo bym się zgadzam, absolutnie.
1071:  To jest recenzja Marcina Łokańskiego, który ostatecznie też się na Grańsku zna, bo robił przecież, w zasadzie współtworzył kanał TV Gry przez długi czas i mówi dokładnie to co ja, wiecie, na zasadzie
1084:  Jest genialny, mówi to samo co ja o Diablo, a tak szczerze mówiąc właśnie podrusza kwestię tego, że ludzie za bardzo się koncentrują na metagraniu, a za mało kontentują się światem i fabułą, która jest tutaj super.
1095:  To w dużym skrócie, ale bardzo wam polecam ten materiał na gałęzi.
1100:  Anna Tar, dzięki za wsparcie od 5 miesięcy.
1101:  Czy zestaw Kibica jest gotowy na Igrzyska?
1104:  Ja udaję, że Igrzyska krakowskie, zwane europejskimi, nie istnieją, wiecie?
1109:  I to samo rekomenduję wszystkim.
1111:  Dziękuję Ci za wsparcie.
1113:  Miło było poznać nakrętowanie.
1114:  No z wzajemnością, kochani.
1116:  Niestety nie udało mi się wszystkim uścisnąć prawicy lub lewicy.
1120:  ani zrobić zdjęcie, bo w którymś momencie było tak lekko licząc ze 100 osób w ogonku, a na prelekcji było, to już nie lekko licząc, bo to były szacunki organizatorów, osób 400, a pod salą 300, więc dużo?
1133:  Podobno powstanie film na kanwie Legend of Zelda.
1135:  W ogóle jest dużo newsów, ma być serial w uniwersum Diablo 4, ale to się pojawiło na kanale Fakesforge na fejsie, a tam się pojawiały fejki, więc nie do końca wiem, czy to jest prawda.
1143:  Czy ktoś może to potwierdzić?
1147:  Tłumaczyłem zasady planszowego Wiedźmina, potem filmowe afterparty, pisze Kamil, no tak, to jest moi drodzy, jak się człowiek zajmuje ważnymi rzeczami, a poszedłem w złą stronę, to potem nie ma czasu, żeby iść na prelki, tak samo ja miałem, byłem na swoich prelkach, rozmawiałem z ludźmi i nie było czasu na pójście na inny punkt, ale nie żałuję.
1163:  Igrzycka Krakowskie są też w Tarnowie, pisze Gabriela, o Boże, a może by je tak zlikwidować, byłoby super.
1171:  Kolejny przypadek taki jest, że wiecie, my musimy, wszyscy musimy się dostosować do tego, że garstka ludzi się upiera na to, że trzeba zablokować miasto.
1180:  No po prostu jakiś absolutny dramat.
1182:  No ale wracając do Marcina Łokańskiego.
1185:  Marcin powiedział rzecz dla mnie bardzo ważną.
1188:  Powiedział mianowicie to, że gram sobie druidem spokojnie i jako jedyny na serwerze mam określony build.
1196:  Cała reszta lata z tym samym.
1197:  To samo mówią twórcy contentowi Diablo 4, że to jest abstrakcja, że wszyscy na drabinie mają ten sam build.
1205:  Cieszmy się z grania, a nie grajmy według schematu, ponieważ w przeciwnym wypadku wpadamy dokładnie w ten sam schemat, z którego chcieliśmy wypaść w edukację, a przypominam, że gry to nie jest edukacja, tylko podobno rozrywka i zabawa.
1216:  Bartłomieju, dziękuję ci za wsparcie od 8 miesięcy.
1218:  Paprocha masz na bluzie i mnie rozprasza.
1219:  Gdzie jest paproch?
1221:  Jezus, faktycznie.
1222:  To jest nici.
1224:  Wiecie, że Burnici to jest taka książka autora...
1229:  Morawskiego, jeśli mnie pamięć nie myli, to jest jeden z nielicznych polskich twórców palindromów.
1234:  I dlaczego ja o tym pamiętam?
1235:  Nie wiem.
1236:  A co to jest w ogóle za quest, który my robimy?
1237:  Zapieczętkowana skrytka plemienia Wołu, moi drodzy.
1242:  To jest fake z tym serialem Zjablo 4.
1244:  Tak sądziłem.
1244:  Nienawidzę.
1245:  Nienawidzę kanału Fake Sports.
1247:  Nienawidzę.
1251:  Jak można takie rzeczy robić człowiekowi?
1253:  Czy konwenty typu Krypan są dla wszystkich, czy są osoby, które nie powinny tam przychodzić?
1257:  Nie.
1257:  To jest absolutnie dla wszystkich.
1259:  Wiecie, dlatego mnie tak strasznie złości, że ludzie tego nie promują w tak zwanym mainstreamie, tylko się ładuje niesamowite pieniądze w jakieś, wiecie, spotkania literackie, na które przychodzi...
1271:  Znowu nie mam manna, które przychodzi 7 osób, z czego 4 emerytów i mnie to strasznie denerwuje, nie?
1276:  Bo zwracajcie uwagę, że to też jest argument, po którym się powinien podpisać każda osoba o poglądach konserwatywnych czy libertariańskich.
1284:  Dlaczego niby państwo finansuje coś, co interesuje tylko garstkę obywateli?
1288:  I w dodatku wcale nie jest powiedziane, że jest lepsze pod względem, wiecie, takim tradycjonalistycznym czy artystycznym.
1296:  Emery przyszedła do końca Pyrkonu i może powiedzieć, że bawiła się świetnie.
1299:  W ogóle bardzo dobre są głosy na temat tegorocznego Pyrkonu.
1303:  Nie wiem, jak było w sobotę i w niedzielę, bo ja już w sobotę byłem w drodze, niestety.
1308:  Natomiast mnie troszeczkę przerażała liczba ludzi.
1312:  Tylko muszę tyle powiedzieć, że jeżeli ktoś jest...
1314:  mocno introwertyczny, czy ma fobię społeczną, to polecam, żeby się udać wieczorkiem.
1319:  Wieczorkiem jest już troszeczkę lepiej.
1322:  Słyszałem, Rudy Lisie, o tym, że Rzeźnik Praw Dziecka robi kontrole w szkołach przyjaznych LGBTQ+.
1327:  Co więcej, są też wzmożone kontrole we wszystkich, wiecie, szkołach w chmurze i podobnych instytucjach, które usiłują realizować nauczanie alternatywne.
1336:  Natomiast nie ma kontroli tam, gdzie powinny być, to znaczy w szkołach publicznych, które traktują instytucje szkoły jak dom publiczny.
1347:  To znaczy, wiecie...
1350:  Prawo tam jest kwestionowanego afektu.
1354:  To niedobrze.
1356:  Tak jest, rzeźnik prawni... Nie, nie, nie, ja się pomyliłem, moi drodzy.
1359:  Oczywiście, że miałem na myśli Rzecznika Praw Dziecka, a nie Rzeźnika Praw Dziecka.
1362:  Absolutnie tak było, nie zmyślam.
1367:  Nowy trailer Avatar Cerebral Live Action.
1369:  Widziałem, moi drodzy, Jeno.
1373:  Fotosy z planu.
1375:  Nie wyglądało to źle, to znaczy pamiętajmy, że był film Night of Shyamalana.
1380:  Avatar The Last Airblender i to było okropne.
1387:  Bardzo ciężko przeżyłem ten film, zwłaszcza, że niestety oglądałem go z dubbingiem, moi drodzy.
1393:  To było straszne.
1395:  Znacie przecież tę cudowną scenę z Avatar The Last Airblender.
1402:  Mianowicie...
1405:  Chyba to jest nawet w formie gifu już?
1407:  Tak, to jest już w formie gifu.
1408:  To jest, moi drodzy, tak żenująca scena, że ona jest już utrwalona w gifie.
1413:  I ja nawet nie żartuję w tym momencie.
1416:  To jest to, co wam zawsze mówiłem, że jest jakiś czworobok magów, przepraszam za jakość,
1427:  Nic nie będzie gorsze, nic nie będzie gorsze od filmu M. Night'a Shyamalana Avatar The Rest Are Blended, nic.
1435:  Idzę, dziękuję tymczasem za bycie jamniku łajką.
1437:  Kto otrzymał?
1437:  MendoSof upierdliwy, też stalbywal z ostatnich streamów otrzymał wspieranie.
1441:  MendoSofie, możesz używać jamników.
1444:  O, SATA pisze, że gra własnym buildem w Diablo 4 odczytą na zimno i trucizny, jest z tym szczęśliwy.
1449:  Tak należy robić, moi drodzy.
1451:  Albo należy wziąć czwarobok magów i rzucać potężne czary magii ziemi.
1455:  Krzysztof, dlaczego nie uważasz, że magia ziemi jest potężna?
1458:  Bo nie jest!
1462:  Nie, wyobraźcie to sobie jeszcze z kiepskim dubbingiem polskim, bo wiecie, niestety akurat jeżeli chodzi o aktorów dubbingowych, bardzo kiepsko sobie radzą i to zawsze, no, aktorzy dziecięcy i no, no złe to było.
1479:  Tak, bardzo złe nawet.
1482:  Jestem wdzięczny za filmowego awiatura dzięki niemu obejrzałem animacje.
1485:  O, o, ale to jest, to jest ładne, to jest ładne, optymistyczne nastawienie.
1488:  To mi się podoba, moi drodzy.
1490:  Bardzo.
1491:  Sunshot.
1492:  Podoba mi się, podoba mi się to podejście.
1494:  Faktycznie miałem podobnie, od razu powiem.
1498:  Podobno to jest cytat z Deepaka Chopra.
1500:  Deepak Chopra jest bardzo deep.
1518:  Jak każdy mówca motywacyjny, ale jedną rzecz powiedział fajnie, to znaczy, picture that, wyobraźmy sobie, że czyjś brat, kuzyn, dziecko, whatever, jest zajebisty w tenisa, natomiast średni z matematyki.
1533:  Do czego zachęca system szkolnictwa?
1535:  I tak jak widać po nazwisku Deepaka Chopry możecie mniemać słusznie, że to nie Polak, więc problem jest międzynarodowy.
1542:  No oczywiście, że będą koreczki z matematyki, nie?
1545:  A tymczasem powinny się w takiej sytuacji wysłać na treningi tenisa.
1549:  I ja się w 100% z tym zgadzam.
1551:  To jest bardzo mądre zdanie, ono uświadamia nam, gdzie jest błąd w naszym myśleniu.
1555:  Lily Frost wspiera od 20 miesięcy, za co serdecznie dziękuję.
1558:  Dziękuję za zgromadzenie tutaj cudownych ludzi, a ja dziękuję za wsparcie, tradycyjny niuchacz za wspierający.
1563:  Dziękuję.
1565:  Anna Eł też pisze, że nie mogła być na Pyrkonie.
1568:  No widzicie, ale może okazja to będzie, żeby pójść na jakiś inny, bardziej kameralny konwent.
1572:  Na przykład Dni Fantastyki są bardzo kameralne.
1575:  Ja naprawdę bardzo lubię Dni Fantastyki.
1577:  Dni Fantastyki, co ciekawe, to był pierwszy konwent, na którym byłem w życiu.
1581:  A w ogóle ten Pyrkon był moim pierwszym Pyrkonem, tak swego drogu.
1584:  Avatar z Fronty is of Pandora?
1586:  Nie widziałem.
1586:  Był już z Yastu?
1588:  Gameplay nawet?
1588:  O, proszę.
1592:  Jeszcze trochę i Eleven Lab zastąpi dubbingi.
1595:  Jest to bardzo możliwe, moi drodzy.
1596:  Ja się nie będę wcale z tego powodu martwił, ponieważ jeżeli aktorzy dubbingowi nie byli w stanie dowieźć tylu kwestii dialogowych, ile musieli, wiecie, i dla seriali, i dla filmów, i dla gier, to odciążmy ich, zachowajmy sobie aktorów dla naprawdę wymagających ról,
1617:  I wtedy będzie większe zapotrzebowanie na prawdziwych aktorów, bo przepraszam najmocniej, że to powiem w tej chwili, ale dobrze wiecie, że ja mam niewyparzoną gębę i whatever, ale jeżeli ktoś gra w serialach paradokumentalnych, no to ja będę bardzo wahał się przed stwierdzeniem, czy jest to aktor, czy po prostu statysta, któremu dano kwestie dialogowe.
1637:  I szczerze powiedziawszy, do takiego paradokumentala byłoby nawet lepiej, gdyby tam wrzucili kwestie wygenerowane przez AI, ponieważ ci wszyscy ludzie mówią następująco.
1645:  O, patrz, Krysiu, dostałam jamnika.
1648:  O, ten jamnik jest włóczkowy.
1650:  Tak, a może pójdziemy na obiad?
1651:  Nie wiem.
1652:  O, kocham cię, jamniku.
1653:  Tak, a ja ciebie nienawidzę.
1655:  Ojej, niedobrze, fajn.
1657:  To wszystkie kwestie są na takim samym poziomie emocjonalnym czytane z promptera.
1662:  Boże, jakiś dramat.
1663:  Przeciętny, naprawdę przeciętny, spadł mi jamnik, przeciętny youtuber byłby w stanie to zrobić lepiej.
1669:  I to polski.
1669:  Nie powiedziałem tej ostatniej kwestii.
1675:  Wracając do buildu, pisze Nierykem, ja też gram rogiem pod Flurry, wszystkie trzy wzmocnienia jestem ciutkę zbyt papierowe na bezstresowe przechodzenie, to daję radę i dobrze moi drodzy, ja naprawdę bardzo zachęcam do tego, żeby nie grać z Excelem.
1688:  Szykuję się ze zrobieniem wakacyjną porą takiego filmu o tym, jak szkolnictwo uczy nas tego, żeby pod schemat startować.
1696:  Nawet nie wiem, czy jeszcze w czerwcu nie będzie tego filmu, w zależności od tego, jak bardzo mnie zdenerwuje to wszystko, co się dzieje właśnie przy okazji Diablo między innymi.
1703:  Nawet tutaj się zdarzało, nie, że widziałem, ja oczywiście, wiecie, nie reaguję na takie teksty, ale to nie znaczy, że ich nie widzę, jak ktoś tam mówił, Krzysztof Labu, że nie grasz optymalnym buildem.
1713:  Ja robię to absolutnie celowo, to znaczy po prostu chcę, chcę się dobrze bawić, nie, a ja się dobrze bawię zawsze, jak jest ogniście.
1720:  Tak narzekasz?
1721:  Są, spróbuj zrobić dubbing.
1723:  Wiecie, ja już musiałbym sam zrobić własny serial, setki książek, bardzo dużo rzeczy musiałbym zrobić sam.
1732:  Też jestem introwertyczką, piszę tropkę 94 na Pyrkonie, czuję się super, bo jest taka banda pozytywnych pojawów, wszyscy są mega mili, jest super energia, prawda?
1738:  A, bo jeszcze tego, do tego nie dotarliśmy.
1740:  Wiecie, jeżeli jeszcze się pójdzie na takie spotkanie literackie albo innego autoramentu, to nie dość, że jest no taka nina atmosfera, to jeszcze właśnie ludzie są dla siebie niemili.
1754:  O co chodzi?
1756:  Ona dostała cebulę.
1761:  No One, wszystkiego jamniczego dla ciebie.
1765:  No One miał urodziny, moi drodzy.
1767:  Wiecie, co się robi w takich okazjach?
1768:  Wszystkiego jamniczego dla No One.
1772:  Moi drodzy, czy ja dobrze słyszę, że ta nieszczęsna kobieta otrzymała cebulę?
1776:  Zolaya dostała cebulę.
1778:  To straszne.
1779:  Musimy jej pomóc.
1781:  A, nieznajoma.
1783:  Z Gulranu.
1785:  Nie, nie zbliżaj się.
1790:  Wszystko w porządku?
1792:  Gdy wyjechałyśmy, nic jej nie było.
1795:  Ale dziś coś w głowie było.
1798:  Chyba wiem, jak ją uspokoić.
1800:  Ale nie mogę zostawić jej samej.
1804:  Nie powinienem się z tego śmiać, bo mnie to czeka.
1806:  Zostawiłam zapach żarki w żółwym kryjówce, w jaskiniach na północnym zachodzie.
1811:  Przyrządzam z nich herbatę, którą uwielbia Oh Yuna.
1815:  Być może ten zapach ją ukoi.
1818:  Poza tym, to dobry lek na niestrawność.
1821:  Weź to i zabierz zioła, jeśli wciąż tam są.
1825:  Proszę, pospiesz się.
1827:  Zostanę tutaj.
1828:  Niebawem wrócę.
1831:  Gdzie będą te dni fantastyczne, na których będę?
1832:  We Wrocławiu, w Centrum Kultury Zamek?
1834:  Tak on się nazywa?
1835:  Chyba tak.
1838:  W ogóle wracam wczoraj z dworca i pierwsze, co widzę na billboardzie, to klinika wypadającego odbytu.
1845:  Nawet nie wiedziałem, że coś takiego istnieje.
1848:  Czyli może być jeszcze gorzej, moi drodzy.
1850:  Może być jeszcze gorzej.
1851:  Moje jelita nie mają się najgorzej.
1853:  Może być jeszcze gorzej.
1855:  Głód nowego życia, tam mamy o to pójść, moi drodzy.
1859:  No to chodźmy tutaj.
1861:  Czy jesteśmy w stanie to jakoś tepnąć radośnie, żeby było bliżej?
1864:  Absolutnie nie.
1866:  Pełna imersja, prawda?
1870:  Cześć wszystkim przybyłym, kochani.
1872:  Jeżeli ktoś jeszcze wraca z Pyrkonu, to dawajcie znać, czy są takie straszliwe opóźnienia w pociągach, jak zawsze.
1883:  Dziś dorobisz się konia?
1885:  Mam nadzieję.
1886:  W ogóle też Koń Movie był na Pyrkonie i też mi się nie udało.
1889:  O nie.
1891:  Równinna osa, jak one mnie w... wiały w Diablo 3.
1895:  Znowu nie mam money!
1897:  Tomasz Don Johnson z 16 miesięcy wsparcia, bogowie!
1902:  Dziękuję za pozdrowienia dla czatowej menagerii, przekazuję je!
1906:  Moi drodzy, czy hasło menażeria nie powinno być asumptem do tego, żeby wysłać wszystkie emoji zwierząt, jakie są dostępne, nie tylko jamniki.
1915:  Tak powinno być.
1917:  Jak zdrówko, no zobaczymy, w środę mnie usypiają, jak to brzmi.
1922:  A tak się dziwnie składa, że przed moim cudownym zabiegiem trzeba, niestety, mieć bardzo rygorystyczną dietę, więc mam zakupione różnego rodzaju klejki i budynie na najbliższy czas, okropność.
1937:  Pierwszy pracec przeczytałem, pisze Boży Wagabunda, to była prawda, jestem zachwycony, co byś polecił dalej, jak się prawda podobała, to możesz iść w piekło pocztowe, to też będzie o Mojście von Lipfigu, albo, co bardzo polecam, pokierować się dostępnym w sieci i zawsze przeze mnie polecanym poradnikiem Krzysztofa Kitzmana, to znaczy porządek czytania świata dysku.
1961:  Już wam pokazuję.
1962:  Wersję najnowszą trzeba znaleźć, tylko bo Krzysztof Kitzman słusznie mi ostatnio powiedział, że pokazuje na live'ach wersję nienajnowszą, ale to jest to, moi drodzy, porządek czytania świata dysku.
1973:  Nie wiem, czy akurat tu się wklikam we właściwą kwestię, dobrze, więc polecam bardzo.
1979:  zaopatrzenie się w to.
1980:  Jest albo cykl o Rin Swindzi, zaczynamy od Koloru Magii, cykl o Wiedźmiach, zaczynamy od Równoumagicznienia, cykl o Śmierci od Morta i Morta też mega polecam, cykl od Straży, Straż, Straż, Zbrojni, Naglinianych Nogach, Bogowie Honor, Armor, Morg i tak dalej.
1992:  I w ramach cyklu o Straży też jest właśnie Prawda, Potworny Regiment, Piekło Pocztowe, Świat Finansiery, gdzie występuje Moist von Lipfig.
1999:  Tak, Moist oznacza Wilgotny.
2003:  Krzysztof, budynie są mega, budynie spoko, piszecie?
2006:  Budynie super?
2007:  Aha.
2008:  Ja nigdy nie jadłem, znaczy nie, budyń chyba jadłem, ale nie jadłem czego?
2012:  Kisielu nigdy nie jadłem.
2014:  Bo wiecie co, to jest zabawne?
2015:  Słyszałem wiele razy memiczne zdania o jakiejś walce w kisielu albo w kiślu, jak ludzie niektórzy mówili.
2022:  No i ja myślałem autentycznie, że to jest jakiś mem, nie?
2027:  Że to jakaś substancja, w której ludzie walczą.
2029:  Nie mam zielonego pojęcia, że to się je!
2034:  Nigdy w życiu nie jadłem kisielu, więc tak, budyń tak, to się jadło, galaretki jadło, ale kisiel?
2045:  Krowy nie widział, kisielu nie jadł, pewnie jeszcze pokrzyw patykiem, nie no, pokrzywy są straszne, moi drodzy, pokrzywy nas ranią.
2053:  Dzieli jest jak kolorowy smak smacznego, fajnie.
2055:  Poczułem się zachęcony, dziękuję bardzo, bo mam zjeść tego jakieś 14 w ciągu najbliższych dni, bo po 7 każdego dnia.
2064:  Nie wolno jeść niczego innego, trzeba pić jakiś płyn obrzydliwy i pić mnóstwo wody.
2069:  Do picia mnóstwa wody jestem już przyzwyczajony.
2073:  Teraz będzie kłótnia o kisiel.
2076:  Niepokoi się moderatorka Anna.
2077:  Tak, tak, właśnie.
2078:  Okrzywy wzmacniają, a profesor Matczak twierdzi również, że stres wzmacnia.
2083:  Bardzo mnie rozbawił ostatnio jego artykuł w wyborczej.
2086:  W związku z powyższym na Twitterze złośliwie powiedziałem, że...
2092:  Fakt, iż broni tego systemu ktoś, kto dostał profesurę kwestionowanego afektu, jest podwójnie ironiczny.
2099:  Nie sądzę, żeby ta złośliwa uwaga została zrozumiana, ale uważam, że dzień bez pocisku matczakom jest dniem straconym.
2106:  Matczakom tego świata, bo wiecie, matczak to jest taka jednostka.
2109:  To powinna być jednostka prestiżu i pogardy jednocześnie pod Sewr.
2115:  Dziwi mnie natomiast, że Wyborcza to... Znaczy nie, z jednej strony mnie nie dziwi, bo Wyborcza jest bardziej lipkowa niż lewicowa, cuchnąca jama, boże jak a propos, ale wciąż uważam, że jest to miejsce, w którym są bardzo dobre reportaże drukowane i trochę wstyd, że publikują także takie rzeczy.
2132:  Ankieta, kisiel czy budyń?
2134:  Niech wam będzie, moi drodzy.
2135:  Ja jestem w cuchnącej jamie, więc pasuje.
2138:  Boże, jak się robiło ankiety.
2139:  Nie pamiętam, jak się streamuje.
2141:  Wystarczyło, że jeden stream ominąłem.
2143:  Kisiel czy budyń?
2146:  To powinienem powiedzieć zupełnie inaczej.
2148:  Kisiel, budyń.
2150:  No więc, moi drodzy.
2151:  Kisiel czy budyń?
2155:  Zadaj pytanie społeczności.
2156:  Pytanie społeczności zostało zadane.
2160:  To powinniście teraz odpowiedzieć jak każdy członek Senatu Uczelnianego.
2165:  I nie wiem, ale głosujemy!
2168:  Wtedy na Senatach Uczelnianych bardzo często ta sytuacja jest taka jak w Senacie Faktycznym czy w Sejmie, mianowicie ludzie nie wiedzą o co chodzi, ale głosują.
2176:  Przebyliśmy wyplenić stąd zło, ale teraz nie możemy zostać przyjaciółmi w ten sposób.
2185:  Sami nie damy rady.
2188:  Oczywiście, że sami nie dacie rady.
2189:  Musicie być asystowani przez potężną kusą pokusę.
2194:  Kusa pokusa jest kusa, a poza tym potężna.
2197:  Kusa pokusa niszczy larwy.
